channel_identifier,genre,subscriber_count,total_views,video_count,channel_age_days,collected_video_count,avg_upload_interval_days,std_upload_interval_days,max_gap_days,hiatus_count_30d,avg_view_count,std_view_count,avg_like_count,avg_comment_count,avg_normal_view,regularity_score,cv,outlier_ratio,gap_ratio,sensitive_score,n_sensitive_videos,sensitive_video_ratio,cat_politics,cat_hate,cat_aggro,cat_adult_illegal,is_churned
CH05145,라이프+취미,260000,79420000,145,4485,50,9.69,10.35,39.0,4,105034.1,306357.82,779.35,30.2,61448.79,0.6881,1.068,0.0816,4.02,0.0067,1,0.02,0,0,1,0,0
CH05146,라이프+취미,260000,174420000,807,3300,50,1.98,1.13,6.0,0,125431.34,95814.98,6196.24,267.32,133838.86,0.7803,0.573,0.1224,3.03,0.0,0,0.0,0,0,0,0,0
CH05147,IT+기술+컴퓨터,260000,86830000,695,1839,50,1.31,1.58,6.0,0,45756.68,96041.3,336.8,71.72,106852.26,0.6562,1.21,0.0816,4.59,0.0667,4,0.08,0,0,4,0,0
CH05148,어린이+키즈,260000,30000,56,4223,50,0.0,0.0,0.0,0,491.56,685.68,6.54,0.08,1032.67,1.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
CH05149,어린이+키즈,260000,97140000,524,1547,50,7.59,2.07,14.0,0,25665.32,19698.85,18.04,0.0,25545.75,0.8684,0.273,0.0816,1.84,0.0,0,0.0,0,0,0,0,0
CH05150,BJ+연예인+인물,260000,109000000,584,4042,50,9.33,4.6,26.0,0,259780.94,110942.21,2538.38,169.1,259780.94,0.8041,0.494,0.102,2.79,0.0133,1,0.02,0,0,1,0,1
CH05151,게임,260000,176020000,2143,4276,50,2.47,1.53,7.0,0,41796.42,53055.7,649.34,45.2,36018.34,0.76,0.618,0.1633,2.83,0.0,0,0.0,0,0,0,0,0
CH05152,TV+방송,260000,227400000,3402,5989,50,2.73,8.02,46.0,1,5089.34,6495.09,217.54,4.54,4193.38,0.4088,2.933,0.0612,16.82,0.0,0,0.0,0,0,0,0,0
CH05153,가수+댄스+음악,260000,554730000,6784,3773,50,42.94,276.44,1958.0,1,119744.92,243318.94,630.46,45.6,119744.92,0.3611,6.438,0.0204,45.6,0.02,1,0.02,0,0,1,0,1
CH05154,게임,260000,73920000,110,3741,50,22.1,73.88,492.0,5,1045166.44,920942.71,6221.54,1812.1,1077451.75,0.4029,3.343,0.0408,22.26,0.0933,4,0.08,1,0,5,0,1
CH05155,TV+방송,260000,263620000,3551,4491,50,1.08,1.97,10.0,0,7116.62,8765.08,121.48,12.28,7444.17,0.4806,1.819,0.0612,9.25,0.0533,3,0.06,4,0,0,0,0
CH05156,BJ+연예인+인물,260000,183750000,392,4027,50,1.31,1.93,7.0,0,27746.76,24738.06,323.3,46.66,49782.27,0.6161,1.477,0.0612,5.36,0.0,0,0.0,0,0,0,0,0
CH05157,경제+부동산+주식,260000,23760000,920,2413,50,1.84,1.17,5.0,0,9311.52,3348.17,514.36,28.62,9520.6,0.7507,0.635,0.1837,2.72,0.1,7,0.14,0,0,4,3,0
CH05158,BJ+연예인+인물,260000,66100000,607,2395,50,0.98,2.5,13.0,0,110472.44,144635.93,759.04,74.42,268061.6,0.4182,2.503,0.0816,13.0,0.0,0,0.0,0,0,0,0,0
CH05159,스포츠+운동,260000,91540000,303,1716,50,5.2,4.15,21.0,0,145945.36,96599.73,1556.2,268.42,130343.33,0.7304,0.797,0.0612,4.04,0.0267,2,0.04,0,0,2,0,0
CH05161,게임,260000,20200000,92,4001,50,1.41,1.07,5.0,0,253935.4,230951.21,758.12,225.28,134449.94,0.7503,0.758,0.0612,3.55,0.0133,1,0.02,0,0,1,0,0
CH05162,TV+방송,260000,65440000,496,4524,50,13.33,43.19,262.0,2,106403.16,156857.21,1118.12,30.98,79449.94,0.4057,3.241,0.0408,19.66,0.0,0,0.0,0,0,0,0,1
CH05164,만화+애니+영화,260000,121870000,377,2670,50,4.02,3.46,17.0,0,195914.18,137001.86,2954.7,676.46,196172.19,0.7216,0.859,0.0408,4.23,0.0867,5,0.1,0,0,5,0,0
CH05165,라이프+취미,260000,132040000,281,3184,50,9.41,7.76,32.0,2,158950.3,300209.17,3678.38,172.36,84626.76,0.7442,0.825,0.0612,3.4,0.0133,1,0.02,0,0,1,0,0
CH05166,게임,260000,294160000,5693,4518,50,0.04,0.2,1.0,0,39996.84,35739.25,440.6,46.08,27435.68,0.9052,0.198,0.0408,1.0,0.0467,3,0.06,0,0,3,0,0
CH05167,레시피+요리+음식,260000,52240000,138,1946,50,5.86,14.84,91.0,2,153955.38,328049.33,986.96,60.56,0.0,0.4293,2.534,0.0408,15.54,0.0133,1,0.02,0,0,1,0,0
CH05169,어린이+키즈,260000,113270000,114,1523,50,9.76,47.86,340.0,2,1259661.36,3494090.62,1543.4,0.0,1259661.36,0.3785,4.906,0.0204,34.85,0.0,0,0.0,0,0,0,0,1
CH05170,게임,260000,165930000,775,1284,50,0.49,0.64,2.0,0,107203.94,60796.34,2895.42,131.84,85102.17,0.7799,0.643,0.0816,2.0,0.0,0,0.0,0,0,0,0,0
CH05171,라이프+취미,260000,211450000,326,1180,50,2.29,1.46,6.0,0,486801.4,430645.6,5422.9,117.0,369596.82,0.7625,0.637,0.1429,2.62,0.0,0,0.0,0,0,0,0,0
CH05172,가수+댄스+음악,260000,40060000,183,390,50,1.82,2.85,7.0,0,283118.28,345439.07,6468.7,479.46,446825.06,0.6213,1.568,0.1633,3.85,0.0,0,0.0,0,0,0,0,0
CH05173,라이프+취미,260000,104510000,656,4349,50,19.96,63.43,357.0,5,56014.96,252619.92,418.68,53.22,9170.0,0.4074,3.178,0.0408,17.89,0.0333,2,0.04,0,0,2,0,1
CH05174,TV+방송,260000,73210000,1067,4127,50,6.06,3.39,24.0,0,18205.74,13330.96,203.3,48.64,18205.74,0.781,0.559,0.0408,3.96,0.0333,2,0.04,0,1,1,0,0
CH05175,BJ+연예인+인물,260000,195030000,1097,4583,50,0.71,2.84,20.0,0,5535.7,9670.49,41.84,3.84,6114.67,0.424,2.843,0.0204,20.0,0.06,3,0.06,3,0,0,0,0
CH05177,가수+댄스+음악,260000,124990000,278,2728,50,12.18,14.44,65.0,5,82087.42,210326.4,0.0,373.96,79115.79,0.6315,1.185,0.102,5.34,0.0,0,0.0,0,0,0,0,0
CH05178,게임,260000,125700000,664,4444,50,23.76,52.79,341.0,8,581607.18,402690.29,5429.76,585.68,581607.18,0.4429,2.222,0.0408,14.35,0.0,0,0.0,0,0,0,0,0
CH05179,가수+댄스+음악,260000,299250000,158,1937,50,14.88,39.61,213.0,6,385657.02,975347.88,8792.7,0.0,400963.58,0.412,2.662,0.0816,14.32,0.0,0,0.0,0,0,0,0,1
CH05180,BJ+연예인+인물,260000,33410000,268,685,50,1.67,9.19,65.0,1,74625.7,148279.16,3166.24,108.54,219389.0,0.3709,5.489,0.0204,38.84,0.0133,1,0.02,0,0,1,0,1
CH05181,게임,260000,237870000,7946,4104,50,0.69,1.05,4.0,0,69636.6,33717.68,323.5,127.2,69636.6,0.6904,1.054,0.0816,4.0,0.0,0,0.0,0,0,0,0,0
CH05182,만화+애니+영화,260000,74700000,248,3553,50,15.45,17.51,65.0,9,79062.34,95910.94,935.22,195.86,85429.95,0.657,1.134,0.1429,4.21,0.0,0,0.0,0,0,0,0,0
CH05183,가수+댄스+음악,260000,213030000,324,3129,50,16.06,29.86,140.0,8,135995.84,230950.86,1955.27,73.22,184758.17,0.487,1.859,0.0816,8.72,0.02,2,0.04,0,0,2,0,0
CH05184,가수+댄스+음악,260000,206390000,181,4616,50,10.59,19.21,96.0,4,43871.02,60913.28,598.52,77.38,38293.46,0.48,1.813,0.0816,9.06,0.0,0,0.0,0,0,0,0,0
CH05185,BJ+연예인+인물,260000,93340000,267,2116,50,2.71,3.38,15.0,0,235631.82,183425.15,3155.08,268.02,198180.43,0.6199,1.245,0.102,5.53,0.0267,2,0.04,0,0,2,0,0
CH05186,레시피+요리+음식,260000,349970000,315,1735,50,8.16,6.54,39.0,1,139847.76,135935.03,1932.96,49.48,488248.0,0.7084,0.801,0.0612,4.78,0.0,0,0.0,0,0,0,0,0
CH05187,라이프+취미,260000,111930000,400,4067,50,4.1,7.77,55.0,1,32866.48,50745.52,623.26,10.88,18965.95,0.4666,1.895,0.0204,13.41,0.0667,5,0.1,0,0,5,0,0
CH05188,BJ+연예인+인물,260000,114130000,1115,5385,50,2.71,3.4,15.0,0,17332.76,16882.33,321.54,15.32,17551.5,0.6312,1.254,0.0612,5.53,0.02,1,0.02,0,0,1,0,0
CH05189,어린이+키즈,260000,107110000,825,4614,50,38.2,111.62,583.0,9,274932.58,1676544.3,677.3,0.06,526842.27,0.4153,2.922,0.0408,15.26,0.02,1,0.02,0,0,1,0,1
CH05190,스포츠+운동,260000,215440000,1546,3298,50,0.1,0.3,1.0,0,54511.82,63422.87,465.02,64.66,18914.35,0.8532,0.303,0.102,1.0,0.0267,2,0.04,0,0,2,0,0
CH05192,BJ+연예인+인물,260000,76420000,419,1864,50,0.59,0.67,3.0,0,182995.24,508984.34,830.28,26.68,139388.86,0.7815,0.668,0.0612,3.0,0.0,0,0.0,0,0,0,0,0
CH05194,게임,260000,135630000,1016,3365,50,1.12,1.04,4.0,0,210770.72,351141.23,2176.24,128.16,195149.3,0.7186,0.929,0.0816,3.56,0.02,1,0.02,0,0,1,0,0
CH05195,가수+댄스+음악,260000,603490000,168,443,50,2.59,3.23,14.0,0,426215.44,628991.98,12412.94,415.38,77252.2,0.6294,1.247,0.0816,5.4,0.0067,1,0.02,0,0,1,0,0
CH05196,자동차,260000,73020000,898,4853,50,1.55,1.63,5.0,0,15942.32,18426.04,241.46,21.74,18164.53,0.6701,1.051,0.2245,3.22,0.02,1,0.02,0,0,1,0,0
CH05197,TV+방송,260000,37570000,214,5359,50,85.45,130.93,659.0,23,184936.02,376392.29,5743.06,551.56,256489.45,0.5445,1.532,0.0612,7.71,0.0,0,0.0,0,0,0,0,0
CH05198,가수+댄스+음악,260000,94830000,377,5328,50,1.9,5.34,36.0,1,15244.66,73120.4,274.54,5.84,64580.67,0.4188,2.815,0.0408,18.97,0.0,0,0.0,0,0,0,0,0
CH05199,게임,260000,101080000,484,4284,50,1.2,2.44,16.0,0,74556.56,121397.75,144.98,23.94,54809.5,0.459,2.027,0.0204,13.29,0.0733,6,0.12,0,0,6,0,0
CH05200,BJ+연예인+인물,260000,87790000,391,698,50,3.37,2.56,8.0,0,524055.52,1525784.17,4662.0,193.96,439155.14,0.7779,0.761,0.0204,2.38,0.02,1,0.02,0,0,1,0,0
CH05201,가수+댄스+음악,260000,411810000,2351,5586,50,1.0,1.25,5.0,0,3767.26,5093.52,58.67,2.08,3120.08,0.6227,1.245,0.1429,5.0,0.0,0,0.0,0,0,0,0,0
CH05203,게임,270000,285310000,5940,4280,50,0.98,1.15,5.0,0,32969.04,31675.45,368.62,121.86,32969.04,0.6446,1.152,0.102,5.0,0.0,0,0.0,0,0,0,0,0
CH05205,BJ+연예인+인물,270000,57630000,66,2849,50,7.27,6.47,27.0,0,928557.8,1258449.23,20328.18,510.45,945542.88,0.7133,0.891,0.102,3.72,0.0,0,0.0,0,0,0,0,1
CH05207,TV+방송,270000,168040000,127,3522,50,16.31,84.58,601.0,2,1124797.92,494595.65,6796.28,1496.82,1124797.92,0.3747,5.187,0.0204,36.86,0.0867,6,0.12,0,0,6,0,1
CH05209,만화+애니+영화,270000,59050000,116,3399,50,13.84,36.6,249.0,6,210869.52,308865.82,4760.04,140.88,132584.0,0.431,2.645,0.0204,18.0,0.0133,2,0.04,0,0,2,0,1
CH05210,BJ+연예인+인물,270000,76890000,466,4800,50,21.04,44.93,287.0,8,219598.92,534215.56,1620.3,82.26,66085.74,0.4472,2.136,0.0408,13.64,0.0133,1,0.02,0,0,1,0,1
CH05211,가수+댄스+음악,270000,220650000,312,1560,50,13.86,40.31,244.0,5,554096.0,871250.44,14917.92,406.28,520185.22,0.4157,2.909,0.0408,17.61,0.0,0,0.0,0,0,0,0,0
CH05212,라이프+취미,270000,27970000,196,3003,50,12.04,21.56,155.0,2,30852.52,51240.43,1689.48,102.0,30852.52,0.473,1.791,0.0204,12.87,0.0,0,0.0,0,0,0,0,1
CH05213,강의+교육,270000,17040000,615,3122,50,0.29,0.57,3.0,0,13944.5,9200.28,1477.78,169.56,14122.43,0.8121,0.571,0.0204,3.0,0.34,19,0.38,18,0,4,0,0
CH05214,가수+댄스+음악,270000,51780000,163,4310,50,31.22,111.79,673.0,6,181809.8,457517.56,4269.18,369.5,181809.8,0.3969,3.58,0.0408,21.55,0.0,0,0.0,0,0,0,0,1
CH05215,TV+방송,270000,177930000,24911,4188,50,0.0,0.0,0.0,0,1937.72,3258.77,0.0,2.26,311.88,1.0,0.0,0.0,0.0,0.02,1,0.02,0,0,1,0,0
CH05216,레시피+요리+음식,270000,106200000,700,5630,50,3.45,1.77,8.0,0,88309.62,61784.9,1011.6,146.04,92375.93,0.7996,0.514,0.102,2.32,0.0267,2,0.04,0,0,2,0,0
CH05217,가수+댄스+음악,270000,31190000,810,872,50,0.04,0.2,1.0,0,24922.64,81512.64,1898.58,36.6,107236.7,0.9052,0.198,0.0408,1.0,0.0,0,0.0,0,0,0,0,1
CH05218,라이프+취미,270000,322020000,301,5089,50,6.29,15.26,83.0,2,925179.48,882424.67,10585.34,209.36,191841.71,0.4336,2.428,0.0408,13.2,0.0533,4,0.08,0,0,4,0,0
CH05219,게임,270000,306520000,1967,4308,50,2.43,1.26,7.0,0,116649.86,61388.31,1441.5,50.92,116649.86,0.8046,0.52,0.0816,2.88,0.0,0,0.0,0,0,0,0,0
CH05220,강의+교육,270000,65420000,141,4387,50,48.88,144.04,976.0,14,123177.74,268289.31,1754.78,196.8,125068.63,0.4144,2.947,0.0408,19.97,0.0,0,0.0,0,0,0,0,1
CH05221,가수+댄스+음악,270000,26350000,486,3987,50,0.88,1.04,4.0,0,11105.1,22420.01,416.76,2.38,0.0,0.6856,1.043,0.102,4.0,0.0,0,0.0,0,0,0,0,0
CH05222,가수+댄스+음악,270000,277730000,143,5750,50,38.37,80.45,446.0,13,165069.44,643042.51,5467.96,311.14,203012.23,0.437,2.097,0.0816,11.62,0.0,0,0.0,0,0,0,0,1
CH05223,자동차,270000,289180000,1285,3965,50,1.27,2.78,10.0,0,32462.86,18561.02,434.8,19.96,36182.18,0.4858,2.194,0.102,7.9,0.0133,1,0.02,0,0,1,0,0
CH05224,미용+패션,270000,16730000,234,5353,50,19.49,46.71,313.0,9,10639.3,9146.57,246.06,30.5,10868.6,0.4411,2.397,0.0204,16.06,0.0,0,0.0,0,0,0,0,0
CH05226,라이프+취미,270000,67870000,457,2894,50,6.69,12.8,62.0,4,58238.46,90901.75,902.96,68.94,24279.55,0.4683,1.912,0.0816,9.26,0.04,3,0.06,0,0,3,0,0
CH05227,라이프+취미,270000,102810000,252,1666,50,11.39,8.32,46.0,3,208603.7,156090.46,6509.32,288.08,208603.7,0.7347,0.731,0.0816,4.04,0.0267,2,0.04,0,0,2,0,0
CH05228,레시피+요리+음식,270000,61130000,355,2328,50,5.92,2.51,14.0,0,307477.18,348282.64,6562.74,410.8,318194.94,0.802,0.425,0.1633,2.37,0.0133,1,0.02,0,0,1,0,0
CH05229,게임,270000,200730000,1475,3196,50,0.51,0.61,3.0,0,208397.42,53879.31,674.96,179.9,208397.42,0.8044,0.61,0.0204,3.0,0.12,9,0.18,0,0,9,0,0
CH05230,가수+댄스+음악,270000,133550000,485,2732,50,6.14,5.91,34.0,1,42258.48,78085.49,497.1,53.22,42258.48,0.6701,0.962,0.0408,5.53,0.0,0,0.0,0,0,0,0,0
CH05231,BJ+연예인+인물,270000,2630000,150,4148,50,1.9,2.53,16.0,0,14196.02,11586.76,517.6,41.14,15469.24,0.5406,1.335,0.0612,8.43,0.02,1,0.02,0,0,1,0,0
CH05232,경제+부동산+주식,270000,73030000,3731,4941,50,0.1,0.3,1.0,0,11953.0,6392.65,428.2,12.78,10014.62,0.8532,0.303,0.102,1.0,0.04,2,0.04,0,0,0,2,0
CH05233,스포츠+운동,270000,469790000,5346,2715,50,0.35,0.72,3.0,0,16797.58,15061.02,289.04,62.64,13326.5,0.7608,0.716,0.102,3.0,0.04,3,0.06,0,0,3,0,0
CH05234,미용+패션,270000,39910000,323,5045,50,9.04,4.65,22.0,0,90496.22,74816.31,1103.64,184.7,92722.27,0.7935,0.514,0.1224,2.43,0.04,3,0.06,0,0,3,0,0
CH05235,라이프+취미,270000,154580000,329,4062,50,10.73,12.99,74.0,3,352546.12,629211.17,5644.6,137.94,153026.75,0.5966,1.21,0.0612,6.89,0.02,1,0.02,0,0,1,0,0
CH05236,만화+애니+영화,270000,80260000,141,2898,50,20.08,56.86,391.0,4,780481.88,1552794.55,19903.5,581.46,235422.57,0.4183,2.831,0.0408,19.47,0.0,0,0.0,0,0,0,0,1
CH05237,가수+댄스+음악,270000,91980000,211,2222,50,15.82,71.49,509.0,1,704386.8,1620680.07,8835.62,541.7,364673.84,0.3845,4.52,0.0204,32.18,0.0733,4,0.08,0,2,3,0,0
CH05239,어린이+키즈,270000,201900000,239,4685,50,22.8,66.78,377.0,4,21922.74,32810.53,51.52,0.0,34852.29,0.4028,2.929,0.0816,16.54,0.0,0,0.0,0,0,0,0,1
CH05240,라이프+취미,270000,47490000,441,2887,50,3.14,2.85,13.0,0,37343.0,52982.31,984.02,76.5,24692.5,0.7114,0.907,0.0612,4.14,0.0067,1,0.02,0,0,1,0,0
CH05242,자동차,270000,251770000,1155,4742,50,0.69,0.71,2.0,0,140531.04,228903.2,692.8,188.16,97996.72,0.7503,0.706,0.1429,2.0,0.12,9,0.18,0,0,9,0,0
CH05243,레시피+요리+음식,270000,46960000,1026,4189,50,2.18,1.78,10.0,0,76430.2,38194.69,1474.38,69.54,76430.2,0.6997,0.815,0.102,4.58,0.0,0,0.0,0,0,0,0,0
CH05244,BJ+연예인+인물,270000,55610000,366,4094,50,3.29,4.23,24.0,0,13981.64,10761.37,0.0,6.7,13806.0,0.5773,1.287,0.0612,7.3,0.0067,1,0.02,0,0,1,0,0
CH05245,스포츠+운동,270000,304290000,3146,5021,50,0.14,0.4,2.0,0,32738.84,24100.96,891.22,49.24,32738.84,0.8194,0.404,0.1224,2.0,0.1533,10,0.2,0,0,12,0,0
CH05246,라이프+취미,270000,73490000,245,1889,50,4.82,3.18,11.0,0,207204.74,225171.92,4197.14,325.5,211972.67,0.7644,0.66,0.1224,2.28,0.0667,5,0.1,0,0,5,0,0
CH05247,반려동물+애완,270000,134490000,616,3626,50,2.88,2.66,14.0,0,103049.9,123538.98,2461.86,238.08,85154.38,0.6758,0.925,0.102,4.87,0.02,1,0.02,0,0,1,0,1
CH05248,미용+패션,270000,46670000,460,4024,50,3.0,1.97,7.0,0,65003.1,75904.66,1193.36,49.56,70806.88,0.7406,0.656,0.2041,2.33,0.0133,1,0.02,0,0,1,0,0
CH05249,TV+방송,270000,171690000,866,6369,50,3.49,13.42,86.0,2,43769.3,50137.37,230.42,30.14,0.0,0.391,3.845,0.0408,24.64,0.04,2,0.04,0,0,2,0,0
CH05250,게임,270000,497820000,10424,6286,50,0.14,0.35,1.0,0,11946.4,5447.14,54.92,23.1,11946.4,0.8275,0.35,0.1429,1.0,0.1867,12,0.24,0,0,11,1,0
CH05251,게임,270000,276390000,13297,5035,50,1.67,1.43,5.0,0,24386.9,52632.57,148.5,11.84,37710.23,0.7203,0.857,0.1633,2.99,0.04,3,0.06,1,0,1,1,0
CH05252,BJ+연예인+인물,270000,48540000,587,4124,50,13.31,13.68,87.0,4,187927.44,499728.07,3985.76,426.5,205458.5,0.6271,1.028,0.0612,6.54,0.0,0,0.0,0,0,0,0,0
CH05253,만화+애니+영화,270000,168780000,627,3580,50,0.59,0.49,1.0,0,115908.92,209665.13,1730.72,115.84,202336.11,0.8352,0.491,0.0,1.0,0.0533,3,0.06,0,1,1,1,0
CH05254,가수+댄스+음악,270000,195140000,1167,3230,50,0.39,0.56,2.0,0,13541.22,8672.26,0.0,66.2,8189.67,0.8073,0.565,0.0408,2.0,0.0,0,0.0,0,0,0,0,0
CH05255,스포츠+운동,270000,122130000,484,2382,50,0.41,0.49,1.0,0,237839.92,253560.12,2213.5,207.3,58270.88,0.8352,0.491,0.0,1.0,0.0467,4,0.08,0,0,4,0,0
CH05256,만화+애니+영화,270000,179510000,419,2272,50,6.27,8.4,48.0,1,95028.16,83208.06,2861.62,122.8,55029.93,0.5559,1.341,0.0816,7.66,0.0,0,0.0,0,0,0,0,1
CH05257,스포츠+운동,270000,257190000,4007,2696,50,0.35,0.56,2.0,0,21895.8,42398.84,967.46,59.68,23236.89,0.8093,0.555,0.0408,2.0,0.1467,7,0.14,0,0,10,0,0
CH05258,반려동물+애완,270000,184470000,2514,4905,50,1.29,1.09,5.0,0,18558.64,22881.87,1603.96,94.2,9612.89,0.7148,0.846,0.102,3.89,0.02,1,0.02,0,0,1,0,0
CH05259,라이프+취미,270000,40570000,885,3794,50,7.84,7.86,42.0,2,54834.64,68644.42,669.48,66.16,67171.63,0.6639,1.003,0.0612,5.36,0.0,0,0.0,0,0,0,0,1
CH05260,BJ+연예인+인물,270000,44270000,355,2676,50,8.02,4.96,18.0,0,77870.48,81437.42,1038.39,141.86,51355.92,0.7783,0.619,0.102,2.24,0.0,0,0.0,0,0,0,0,0
CH05261,어린이+키즈,270000,195100000,228,3474,50,7.78,21.19,154.0,1,959679.58,2592668.3,2265.46,0.0,991955.85,0.4281,2.726,0.0204,19.81,0.0,0,0.0,0,0,0,0,1
CH05262,TV+방송,270000,116480000,293,4762,50,11.02,11.18,44.0,5,112717.76,91007.72,1841.56,87.72,143383.87,0.6709,1.015,0.1633,3.99,0.0,0,0.0,0,0,0,0,0
CH05263,만화+애니+영화,270000,288400000,6215,4534,50,0.12,0.39,2.0,0,18688.58,31017.04,363.96,28.16,11520.77,0.8304,0.385,0.102,2.0,0.0267,2,0.04,0,0,2,0,0
CH05265,강의+교육,270000,73930000,2163,4296,50,0.2,0.4,1.0,0,86535.02,57818.24,3517.34,31.24,86535.02,0.7951,0.403,0.2041,1.0,0.02,1,0.02,0,0,0,1,0
CH05266,자동차,270000,112550000,845,2641,50,2.71,1.64,6.0,0,58104.9,66142.23,555.62,150.0,57427.95,0.7687,0.605,0.1429,2.21,0.04,3,0.06,0,0,3,0,0
CH05267,레시피+요리+음식,270000,279930000,218,1893,50,22.92,73.97,432.0,5,151828.78,430536.08,2311.1,46.7,34849.0,0.3999,3.228,0.0612,18.85,0.0533,4,0.08,0,0,4,0,0
CH05268,라이프+취미,270000,91890000,754,2802,50,1.57,1.05,6.0,0,182728.84,173416.61,6900.34,598.96,195617.62,0.7703,0.668,0.0204,3.82,0.08,6,0.12,0,1,5,0,0
CH05269,라이프+취미,270000,140270000,673,1704,50,0.65,0.92,4.0,0,86103.8,175487.73,634.7,52.1,118138.56,0.7263,0.916,0.0204,4.0,0.0,0,0.0,0,0,0,0,0
CH05270,게임,270000,201770000,2430,4367,50,16.37,41.71,236.0,6,4895.1,8305.76,113.46,12.76,3221.97,0.4287,2.548,0.0408,14.42,0.0133,1,0.02,0,0,1,0,0
CH05271,라이프+취미,270000,535470000,1293,2647,50,1.37,0.83,3.0,0,210864.64,197551.52,3627.14,64.26,285948.67,0.7444,0.604,0.2245,2.19,0.0267,2,0.04,0,0,2,0,0
CH05272,TV+방송,270000,409080000,2877,788,50,0.0,0.0,0.0,0,45147.44,94282.13,405.02,43.46,44728.9,1.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
CH05273,게임,280000,243540000,1641,4459,50,2.82,7.0,50.0,1,50209.16,35733.15,582.88,104.04,51655.54,0.4374,2.485,0.0204,17.75,0.0,0,0.0,0,0,0,0,1
CH05274,미용+패션,280000,61420000,531,4154,50,9.94,17.08,90.0,2,17956.34,12364.93,338.2,26.78,21720.36,0.4986,1.719,0.0408,9.06,0.0,0,0.0,0,0,0,0,1
CH05275,라이프+취미,280000,103900000,286,1853,50,2.69,6.46,46.0,1,156313.32,431858.92,2838.32,78.64,336106.05,0.441,2.398,0.0204,17.08,0.0133,1,0.02,0,0,1,0,1
CH05277,BJ+연예인+인물,280000,40760000,149,2554,50,16.57,45.34,276.0,5,116995.18,201823.11,2784.12,128.18,135780.14,0.4155,2.736,0.0612,16.66,0.0,0,0.0,0,0,0,0,1
CH05278,TV+방송,280000,123710000,1529,3787,50,1.57,2.04,9.0,0,29726.18,33573.43,363.72,26.9,24384.25,0.6151,1.298,0.0816,5.73,0.0133,1,0.02,0,0,1,0,0
CH05279,가수+댄스+음악,280000,184110000,71,4141,50,51.24,105.38,458.0,14,309406.68,460713.47,5642.12,306.3,401924.68,0.4695,2.056,0.0816,8.94,0.0,0,0.0,0,0,0,0,1
CH05280,스포츠+운동,280000,216980000,51,5820,50,98.67,137.84,629.0,27,4345090.68,30675094.58,15641.14,811.76,4826632.58,0.5755,1.397,0.1224,6.37,0.04,2,0.04,0,1,1,0,0
CH05282,레시피+요리+음식,280000,48620000,200,2173,50,5.96,8.49,61.0,1,141391.66,218765.47,1695.18,167.06,116904.46,0.5002,1.424,0.0204,10.24,0.06,3,0.06,0,1,2,0,0
CH05283,레시피+요리+음식,280000,98740000,534,2075,50,6.1,2.87,21.0,0,52644.52,69349.2,438.92,14.92,54310.11,0.8092,0.47,0.0612,3.44,0.0267,2,0.04,0,0,2,0,0
CH05285,TV+방송,280000,88290000,455,3506,50,1.88,1.99,7.0,0,239999.64,479341.82,2959.08,169.9,288831.46,0.6793,1.058,0.1429,3.73,0.0133,1,0.02,0,0,1,0,1
CH05287,레시피+요리+음식,280000,154610000,286,2083,50,1.12,1.35,4.0,0,307111.52,480437.04,3491.38,209.4,286085.24,0.6987,1.202,0.0408,3.56,0.0267,2,0.04,0,0,2,0,0
CH05288,BJ+연예인+인물,280000,168390000,598,1622,50,2.43,1.73,7.0,0,116997.68,158445.94,1030.24,145.26,92900.49,0.7678,0.711,0.0816,2.88,0.0,0,0.0,0,0,0,0,0
CH05290,자동차,280000,578220000,1128,4912,50,3.94,4.09,16.0,0,112407.46,149577.59,1544.32,111.28,117985.13,0.6844,1.038,0.102,4.06,0.0333,3,0.06,0,0,3,0,0
CH05291,라이프+취미,280000,177960000,369,1027,50,1.65,2.24,8.0,0,119339.42,160880.76,984.14,58.86,182715.93,0.6232,1.353,0.1224,4.84,0.04,2,0.04,0,0,2,0,0
CH05292,가수+댄스+음악,280000,300750000,236,2984,1,3.61,0.0,0.0,0,2783.0,0.0,95.0,9.0,2783.0,0.63855,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
CH05294,가수+댄스+음악,280000,179550000,353,2231,50,7.22,9.57,42.0,1,110286.66,131110.11,3485.48,427.9,120363.64,0.598,1.325,0.1224,5.81,0.0,0,0.0,0,0,0,0,0
CH05295,라이프+취미,280000,11920000,116,2698,50,23.78,22.56,92.0,15,67527.88,45749.8,985.6,65.2,77522.04,0.695,0.949,0.1224,3.87,0.0,0,0.0,0,0,0,0,0
CH05296,라이프+취미,280000,194000000,1534,2484,50,1.71,2.47,14.0,0,27962.74,28950.03,949.14,46.48,24118.02,0.5391,1.439,0.0612,8.17,0.0533,4,0.08,0,0,4,0,0
CH05297,미용+패션,280000,42310000,425,3478,50,5.63,7.12,41.0,1,17133.08,32801.08,143.88,14.04,33729.5,0.5864,1.264,0.0408,7.28,0.0333,2,0.04,0,0,1,1,0
CH05298,레시피+요리+음식,280000,50820000,541,3307,50,10.61,22.37,136.0,5,230333.02,1339750.11,1558.44,104.28,45004.37,0.4364,2.108,0.0816,12.82,0.0,0,0.0,0,0,0,0,0
