channel_id,title,actual_label,prob_lr,prob_rf,prob_xgb,stagnation_prob
UC1KyleI8bKHeY-lnjM9YT1Q,쫑알쫑알 똘똘이TV · Toritori,0,0.915,0.145,0.0,0.353
UCpLketeRauEYjtuo0Zh13ZA,HipShuffle Korea ,0,0.879,0.177,0.0,0.352
UCn9mJ4htO64-1osMWYu9k5Q,이스타TV,0,0.863,0.191,0.0,0.351
UCIYeTB51-y3RN2NPd1SB2Kw,KOORA / 쿠라,0,0.863,0.19,0.0,0.351
UCwUI2b5vUxnkjS-w0GTK-xQ,호와수,0,0.819,0.22,0.0,0.346
UChG-8YiTBjtjN_ez7T30a6g,CHK CHK (촉촉),0,0.783,0.238,0.0,0.34
UCC7AwyYTY-Y6apIj4iAOOXA,TV러셀,0,0.884,0.123,0.0,0.336
UCtnJcagkoCx-X7JI-yT0NjA,리도동동Leedo,0,0.87,0.133,0.0,0.334
UC223G1Qi7_WWZqN6gtxCtSw,은하캠핑 eunha camping,0,0.803,0.185,0.0,0.329
UC3htcPlye6noa3pAgegT2AQ,바이준 BYJUN,0,0.852,0.118,0.0,0.323
UCip2Wb2oWTMVvCaVPherr3Q,키미 Kimi,0,0.779,0.186,0.0,0.322
UCozuuEEitjQXtCzubNO0BGA,나는상윤,0,0.715,0.244,0.0,0.32
UCsP57H5msIG3JnOSmJ_dYig,수리키친Suri,0,0.849,0.108,0.0,0.319
UCa9GtW6feedZ8EeNpoYRYdA,이수진 전도사,0,0.629,0.175,0.153,0.319
UCfZVS5jlVK2lfOgoTOXrF4g,리얼클래스 - 진짜 원어민 영어회화,0,0.73,0.225,0.0,0.318
UCabon80hORhtGhnqClyeixQ,김광연,0,0.787,0.165,0.0,0.317
UC1Wq-BQZblFGbGgDAoCwrmA,한식푸우 Korean food,0,0.714,0.233,0.0,0.316
UCYDfGg08d-_Mhc2GZB5XHrQ,이핑구,0,0.79,0.148,0.0,0.313
UC_oDO0EB0Tr8wBP362gQbvA,아재재영,0,0.802,0.134,0.0,0.312
UCGrAnVVgQY66l9XHIzPxQEw,Grrr,0,0.702,0.229,0.0,0.31
UCMYu489PAK30L1eYR4eQJmA,킥튜브,0,0.69,0.237,0.0,0.309
UCJ8jC48ottslqAb5K4M9DAA,하수구의제왕,0,0.731,0.195,0.0,0.309
UCUlykKBn12YNqb2U2rnogGQ,혜수몬 Hyesumon ,0,0.721,0.198,0.0,0.306
UCZVr7RZO2qgaB8LYNwc7kkQ,엉준,0,0.75,0.166,0.0,0.305
UC6U9-wPhGRBaefaAbTWDOBQ,권인하 Kwon InHa,0,0.665,0.251,0.0,0.305
UCuG998qSYbpTz_TeggrLjoA,딩대 DingUniv,0,0.753,0.162,0.0,0.305
UCkYhGLb4ki3Mk_Efv_DXMzg,속풀이짬뽕알뜰세트,0,0.697,0.215,0.0,0.304
UCa1fMK5V8Kwg46om03OC0EA,미래채널 MyF,0,0.666,0.245,0.0,0.303
UCsU2RlGgybcLzfmBqnTx-Rw,선여정,0,0.682,0.222,0.0,0.301
UCBGNJPYHfRFB9h0ibvrKhGA,카야라니 [KaiaLani],0,0.701,0.201,0.0,0.301
UC5aNQ65ADb02zEJxzb_zmYQ,가전주부,0,0.649,0.244,0.0,0.298
UCD902zDdQCJSRDh5CPvWbig,최예지 골프TV,0,0.676,0.217,0.0,0.298
UCO9alhNmbVwxlVY05qOJP5Q,너불,0,0.431,0.205,0.252,0.296
UCfJvjZ4pYpxNQQEevBuY_XQ,네루짱NERU,0,0.677,0.209,0.0,0.296
UCr9dFkKR6sX8YJRXUTYIwqA,글리glee,0,0.672,0.211,0.0,0.295
UCHiNbsJgzu3BIdC0dprz18Q,Uncle Jack,0,0.702,0.179,0.0,0.294
UCbXiXsbSNJ3Avmz8cLzsd8A,이병옥 OKSWING ,0,0.663,0.215,0.0,0.293
UC2qm7lVDDnGuvNj6D9jHFkA,김진솔,0,0.701,0.176,0.0,0.292
UCjGjOnBvdq_sFjdkfeSYVIg,두다다쿵 Duda&Dada,0,0.723,0.153,0.0,0.292
UCM9BpIEKSAFlWwsGNJ2nDFQ,쎄게형TV,0,0.674,0.201,0.0,0.292
UConOmISJY0oZHRhWGyvdQ2A,핑맨,0,0.494,0.159,0.222,0.292
UCitaFyI5O6HFsSlGOvOycRg,차파는걸,0,0.688,0.187,0.0,0.292
UCu7Ah9i9ZZprPSOhyGVkO1g,나는 마루,0,0.708,0.165,0.0,0.291
UC2E-9AQ-kwOFlvvXLfY6V8Q,홍현희 제이쓴의 홍쓴TV,0,0.713,0.159,0.0,0.291
UC1RjCqJ8nlQq-kx7mXYhPWg,김재환 KIM JAE HWAN,0,0.648,0.215,0.0,0.288
UC-pgw70ktaYiAfCHejlFoIw,Sonnet l 손승연,0,0.792,0.069,0.0,0.287
UC2wEx1iKCgXNliHYNDxIh2A,빼밀리,0,0.637,0.215,0.0,0.284
UCsAoexnLeGwRym2DmjNRPUw,DOCLIP :: 두클립,0,0.641,0.203,0.0,0.281
UCR1ctqL11HoxQkbSkoUAYeA,휘바TV,0,0.617,0.225,0.0,0.281
UCx3yPlawkBXjATPVwuBsZIw,NICOLE 니콜,0,0.629,0.213,0.0,0.281
UCpfY3rf_vaW6UQ2hGlqGhIQ,Ace Art 에이스 아트,0,0.699,0.138,0.0,0.279
UCyQ_Lcv0_l8tP4f_CvCTzJg,신생,0,0.643,0.189,0.0,0.278
UCfdLDnGcRM3okEOtocWNHuQ,이문주,0,0.672,0.159,0.0,0.277
UCtCpkkzNnYixE9GEJVaCI8g,JUNGSAEMMOOL,0,0.635,0.195,0.0,0.277
UCkmzHPB67JpEf2S5Ux9bfDg,크로아 CROA,0,0.603,0.223,0.0,0.275
UCuD_5vico-nuukZPXGrNYlQ,혜서니,0,0.608,0.218,0.0,0.275
UCf9JzXaRZtVThK-SAjOwC3A,Mesmi,0,0.615,0.208,0.0,0.274
UCGplVsmdMMjiMFAMmN16Rww,에그맨 Egg Man,0,0.576,0.246,0.0,0.274
UC2ST2e5XrCTJyQRqaw2gTOA,개토리,0,0.701,0.119,0.0,0.273
UCyTB7UO3_yENs4iuNw7yMLA,토끼예나 [RABBIT],0,0.607,0.208,0.0,0.271
UC72gADGpEeVMUXzWUbbEcuw,bambinori밤비노리,0,0.631,0.177,0.0,0.269
UCzYB6YA5f-Tc7GQcIese7pg,옆집언니 최실장 stylist unnie,0,0.655,0.152,0.0,0.269
UC2CjODHrJfDAoiT6zoNndYQ,송숲 세계여행 songforest,0,0.586,0.217,0.0,0.268
UC7MQxkON_yXQjJv60hBIW1w,마복필,0,0.639,0.161,0.0,0.266
UCMZO-3sP1Jty_4q3SIHbUGA,남쌩놈 Nam Ssang,0,0.646,0.149,0.0,0.265
UCFIUgqzzNjCvarzIqCE89cA,하지니지,0,0.672,0.115,0.0,0.262
UC7QX2YavsZmS7Se3ZKOsCLQ,GQ KOREA,0,0.738,0.046,0.0,0.261
UCFxZimsJ4gupYy7xzmStOcA,구자철 Official,0,0.64,0.143,0.0,0.261
UC834OloIwmrmGTp8zpFbCPw,한준TV HANJUNE TV,0,0.628,0.155,0.0,0.261
UCzTQxkfD_NyvqvwDchVs9yQ,아이들을 위한 만화 Korean Cartoons,0,0.641,0.136,0.0,0.259
UCl8OVxF0iHY3uFEgXz9w00g,멋진기영TV,0,0.605,0.169,0.0,0.258
UCzuVLt12gtYVshSV7s-JfZQ,춤추는선진이,0,0.624,0.146,0.0,0.257
UCbJc-rpI20c0jpKu5JHjLdQ,ssin 씬기록,0,0.64,0.13,0.0,0.257
UCzNk820_rx95wujEcXRRBCw,Leerahee-LiveTV,0,0.553,0.216,0.0,0.256
UCRVXP8gv4MtxSqLuoPVBeKw,유경몬,0,0.565,0.196,0.0,0.254
UCfGuIKX_qYB3YVTg_bhGBwg,HIPHOPPLAYA,0,0.702,0.058,0.0,0.253
UCGYv3tFX_ksKStPG4N2WAag,남다리맥,0,0.557,0.198,0.0,0.252
UClROfd2bxkOdMOV01y-e38g,YOUIS 유이즈,0,0.388,0.146,0.217,0.25
UCSxhYq6K0mxF24SmMGeNNQA,잰잰바리,0,0.555,0.192,0.0,0.249
UCPDdt9Iv4cXPEQmyVU_96sw,피나이티비 PINAYTV 한필가족,0,0.513,0.232,0.0,0.249
UCc_7XbnN1bTFMhquCKt3ngA,랑말TV(RangmalTV),0,0.704,0.038,0.0,0.247
UCoJ_56-OMSe_jrp42ClhODA,차홍 CHAHONG,0,0.574,0.167,0.0,0.247
UC66NlyAJBSSjPUfNmethslw,[이기호프로]이지골프스튜디오,0,0.554,0.182,0.0,0.245
UCx82ohu9ATU_xBbz-464w0g,윤그린,0,0.513,0.223,0.0,0.245
UCah0w9n_eAyjUBG7eHbj8vw,이시아exia,0,0.507,0.223,0.0,0.244
UCvjhQp2fb0vjr_yKFW6SBkg,텃밭주인,0,0.591,0.138,0.0,0.243
UCvdvPu_7TTcrZz1nGh98Sqg,오마르의 삶,0,0.506,0.219,0.0,0.242
UC2uBCRZPRAaCbUUoBt5f9Eg,맬러리 뮤직 Mallory Music,0,0.526,0.188,0.0,0.238
UC-OcDPFxfY9Hhdf5P9zq7-A,메타코미디클럽,0,0.685,0.014,0.0,0.233
UCq4lfIcWF7NAP5TcMsyRXXQ,앤드 스튜디오 - AND STUDIO,0,0.55,0.147,0.0,0.232
UCsi1IIpdyXozNFpuf4k5jvg,임한올 Hanol Rim,0,0.534,0.162,0.0,0.232
UC7ITxSrzq-nhyyYzozpPmLA,트로트 맛집 - 국민의뽕짝,0,0.526,0.165,0.0,0.231
UCnXNukjRxXGD8aeZGRV-lYg,스포타임,0,0.583,0.103,0.0,0.229
UCGjUdE6Am0thjpnZ5M1qaDA,히히튜브,0,0.608,0.076,0.0,0.228
UCnCPMu4B4MW-9ZRKdkk6rNw,허스키 바이러스 HuskyVirus,0,0.562,0.122,0.0,0.228
UCDLDbittWhk2KXvaCT0YpZQ,플레임TV,0,0.544,0.134,0.0,0.226
UCPp6kLLWggTuACsQwFibg8A,수피,0,0.457,0.217,0.0,0.225
UC73mr0WxPIJ4KvyhoHy_-_A,라포엠 LA POEM,0,0.515,0.157,0.0,0.224
UCAUbDYDwV34yk6pYiZg_CzA,yeondukong 연두콩,0,0.421,0.141,0.109,0.224
UCuKu1IcunQYJ8_sFGJbbmmA,임한량 YHR TV,0,0.546,0.124,0.0,0.223
UC6Bv3mjwNo71wxsk1Xaa14w,1vsAll,0,0.507,0.16,0.0,0.222
UCAo41QETLlwvJ-oqjmEPt8A,joanday,0,0.479,0.185,0.0,0.221
UClN3o2FG4sMSL5kPhsk1MOg,썰푸는 그림쟁이툰,0,0.464,0.2,0.0,0.221
UCs9H--14toIRdJQAD9qz9tA,곽토리 kwak tori,0,0.624,0.038,0.0,0.221
UC1afpiIuBDcjYlmruAa0HiA,시라유키 히나 SHIRAYUKI HINA,0,0.484,0.174,0.0,0.219
UCmry1hfaRHI_iTfxUMhC8mA,젠레스 존 제로,0,0.452,0.202,0.0,0.218
UCQTqoER5HqOM0RPwTf8iEUw,조송,0,0.462,0.191,0.0,0.218
UCQg-I0bGj4L9MGVl0x4vXnQ,미기MIGI TV,0,0.524,0.126,0.0,0.217
UCY9QGuU9mBLBp_OCRNKeVSw,티비텐 TV10,0,0.483,0.167,0.0,0.217
UCcdlIcleb4oIK6of1ugSJ7w,옥냥이 RoofTopCAT,0,0.469,0.179,0.0,0.216
UC0NLUpQMEbL71-a2-vhBOKQ,하트시그널 라비티비,0,0.49,0.157,0.0,0.216
UCBA507xaqTS91uY7CPI-ADQ,Lyrics4U,0,0.533,0.11,0.0,0.214
UCFXigv26l81ZBaKz6RakL0A,푸드인 Foodin,0,0.271,0.131,0.238,0.214
UCOuzHju65466GOfkT4ApQzw,xoxoBlackpinkRosé,0,0.525,0.116,0.0,0.214
UCkwRQReFyYUHzPqGk5vO7Tg,랜딩LANDING,0,0.482,0.157,0.0,0.213
UChbZEmY6uHbTRHxu5g--c7Q,일타쿠마,0,0.465,0.174,0.0,0.213
UCvEMEaGBcZLA0v6ZH3aqhWg,웃긴영상,0,0.444,0.194,0.0,0.213
UCza_sEjIhb1yhvVZEdEl6gA,이태리 파브리 Italy Fabri,0,0.427,0.21,0.0,0.212
UCi00aT1kuoR7QNa45Xnwd7Q,FTISLAND (FT아일랜드),0,0.485,0.15,0.0,0.212
UCdXC4Jfp27RTn8SSmBE6hdw,동해물과 백두은혁,0,0.194,0.12,0.32,0.211
UCgwSxFAuVZyX0vgshNiFkeg,Kyung Sun,0,0.487,0.145,0.0,0.211
UC9n0SM6k4zC3C7A1AdXCCbw,반달샘 Dalsaem,0,0.474,0.157,0.0,0.21
UCmHMsJ19Tx4z6O-ujMdlyYA,장추자,0,0.44,0.19,0.0,0.21
UCWXxoaQ9rUg-dw6W_ue-v0Q,1LLIONAIRE,0,0.622,0.006,0.0,0.21
UCC9XEedRtiWNIVrSI-JayZw,태리태리 taeritaeri,0,0.469,0.158,0.0,0.209
UCNJXpjYQ2BnPtVtUd576KBA,고니두욘몬 Goniduyonmon,0,0.452,0.174,0.0,0.209
UCawY6uW94r1JcBuOTqHDfow,다주,0,0.447,0.173,0.0,0.207
UCKziRqbw2AvmAJ5wcYXRaMw,대성마이맥,0,0.416,0.144,0.06,0.206
UCugJ9oXLc7a_6B0yyCHdpSA,쥐늑대 유튜브,0,0.533,0.085,0.0,0.206
UCVPkwz7nxd5bbR536ugmiBw,우니의끼니 UNIII,0,0.426,0.192,0.0,0.206
UCUOQddfF7LwZBPglW3nEzPQ,꿀팁한입,0,0.52,0.098,0.0,0.206
UCASXEOh4LJxWdk2hZnsfNYw,고요비koyobi,0,0.492,0.126,0.0,0.206
UCAX63UYzBUHoyFi4qn6PM7A,유인라디오,0,0.479,0.138,0.0,0.205
UC8qIqSZl5GZcfv2S_z64xdA,무인도그,0,0.444,0.172,0.0,0.205
UCvvsOdnAQH4fl50DY17eV1A,쇼박스 SHOWBOX,0,0.539,0.076,0.0,0.205
UCdB_o5jXGuCVL_Zj7CRAhVg,얌코리아 YumKorea,0,0.406,0.201,0.0,0.202
UCEWqfxUKLIpqyMzebADGUlg,근가놈,0,0.409,0.196,0.0,0.202
UC6LBdArM8eIfOu-GFaq3amw,꾀람쥐,0,0.413,0.192,0.0,0.202
UC0L1J2oXBWkZbvLG8KTPgzw,뽀현욱TV,0,0.444,0.158,0.0,0.201
UCT8DsZlac7D1_dx6d8Kh_Qw,JK 아트사커 온라인,0,0.439,0.161,0.0,0.2
UC0bXUn25faBH-JzlUEHNh7g,웃긴협회,0,0.517,0.078,0.0,0.198
UCGdBIFa-EHM-ctGs6qOyUdg,허윤미디어,0,0.433,0.161,0.0,0.198
UCxmTcYxiv050XyORRO7abdA,아조씨 Ajossi,0,0.396,0.197,0.0,0.198
UC55V9wd4rmowhCvjPXiTmFA,깡졍일기,0,0.514,0.077,0.0,0.197
UCiMq04sS1ijeM0tda9OkuQw,픽셀,0,0.462,0.128,0.0,0.197
UCQgu0whGhuJ2Hr8u6htgxxw,성시훈 유튜브,0,0.444,0.145,0.0,0.196
UCuAEegkcpCTs64hd0VwwVOA,달그닥TV,0,0.413,0.173,0.0,0.196
UCDoNR057xP_CTmIMjxzUuaA,집밥 종갓집 며느리,0,0.528,0.058,0.0,0.196
UCxJ_N3v10n6zLAvVSE7iZug,가치남TV,0,0.568,0.019,0.0,0.195
UCCiKOocVSjyb2rsbL_Aanhw,오형짱,0,0.389,0.192,0.0,0.194
UCjn-VbcIkAeXQKCmLJV8YwQ,쿠팡플레이 Coupang Play,0,0.441,0.139,0.0,0.193
UC_eXONnL5HKKTpa6_t4BTOw,김규식,0,0.417,0.163,0.0,0.193
UCsjOqE2Mdla-5p9FyjLkIxg,폴라베어 전실장,0,0.421,0.159,0.0,0.193
UCTsis4ThrJuNxhCkamq04yg,삼시보,0,0.405,0.174,0.0,0.193
UCz4CFx4eeELZNReE_Wyit4g,행크TV,0,0.402,0.176,0.0,0.193
UC0C9u4fSa1Ze36tcJoVyu9g,복이형,0,0.49,0.085,0.0,0.191
UCLLGccON9y08RB7xqusu_Ww,바위골렘,0,0.408,0.165,0.0,0.191
UCTc15uvrhUmW044MfJG4HHw,Kids Tv Korea - 어린이동요,0,0.444,0.123,0.0,0.189
UCkvh3vrWsoi_cd7HyiikzIQ,한혜진 Han Hye Jin,0,0.349,0.217,0.0,0.189
UCiTCEqdWFfDy_0BnGttBmDQ,융나YoongNa,0,0.405,0.161,0.0,0.188
UC43IUfUkRQZa-Dsnbqri6Iw,Soonseol BAKERY 순백설탕,0,0.363,0.199,0.0,0.187
UC3ihyjIvubiIAieg8SlmtIQ,훈토이TV,0,0.388,0.172,0.0,0.187
UC2_hzdvP-j569djTquAed_Q,나나먹방 Nana mukbang,0,0.377,0.181,0.0,0.186
UCOCjkSWscBZxUtKSXc0r7cw,이경제tv,0,0.428,0.127,0.0,0.185
UC00DJ04oplqj4IUUB5vSwZw,유리아YuRia,0,0.387,0.165,0.0,0.184
UCQADnOfZo748epEm-PVgtLg,웅짱TVうんちゃんTV,0,0.39,0.161,0.0,0.184
UCmgt7ewcg_HscfA4ks7rGhg,오락실 팡 Arcade Pang,0,0.433,0.116,0.0,0.183
UCWv3qfwr_TCCthKWQEnvHmg,이퍼센,0,0.376,0.172,0.0,0.183
UCkh6TlSape86-iHiehXvsmA,yoovlog,0,0.405,0.142,0.0,0.182
UCF7jqbJcwyPWwwlUI9EAXRA,오디디 O.D.D,0,0.369,0.177,0.0,0.182
UCXJBkck6y72O8mxgvLN8Tvw,동네축구형 용마니,0,0.397,0.149,0.0,0.182
UCJDEss5wA1ddrCBC40giO8A,형독방송,0,0.383,0.163,0.0,0.182
UCY2Td2vcSsYtMCuDiADC20Q,잘자샘,0,0.386,0.157,0.0,0.181
UCO5EP4mk3g95PmPRf7mlgng,BJ가오나시티,0,0.393,0.15,0.0,0.181
UCLMu34PKskkqvflRz0dBQxQ,6시 내고향,0,0.481,0.061,0.0,0.181
UC9nWnAJQDNBkJ_JlbKS-7VA,서농,0,0.41,0.127,0.0,0.179
UCuH8eA3RPhQcOF_-3vRB51A,리필드재영,0,0.379,0.153,0.0,0.177
UCkvz_CZlthtVo7E2sGa43cg,대타맨,0,0.411,0.12,0.0,0.177
UCy7PAMv39vlNRH-ClfSaZ8g,2중생활,0,0.471,0.06,0.0,0.177
UC8tYgnrcFXk7OCY_uoBmh-A,효기심,0,0.396,0.135,0.0,0.177
UCY9xJsqGnLk65xsEtnyBBjw,유기사,0,0.4,0.13,0.0,0.176
UC45m6W8hWEHheoncfd55nuA,웅진 고웨이 GO WAY,0,0.405,0.123,0.0,0.176
UCwxEt7qp3I9cXi3mVE81FKA,마이맘 TV,0,0.444,0.081,0.0,0.175
UC4VopMgRQlmcJqdhkOg9ItQ,Funkey59,0,0.394,0.131,0.0,0.175
UCfs9UQJvLXRfUCGKOAuWozg,찾았다 내 엔돌핀,0,0.409,0.115,0.0,0.175
UCmDHYYeHHmOjvC9ZNswVBJg,대발이TV - 율동 동요・동화,0,0.345,0.173,0.0,0.173
UCYpLOJi7euZwhv6osUgzQ5w,Megan Moon,0,0.379,0.139,0.0,0.173
UCji4MHZnUaijm2s3tpHOlJg,100PERCENT,0,0.423,0.093,0.0,0.172
UCmN88HSz-EQdwrkGXkc1ElA,롱수칸,0,0.396,0.116,0.0,0.17
UCYr8GhlpCjONwztd-y-eI8A,산골여자 Korean countryside life!,0,0.481,0.027,0.0,0.169
UCBpkIi5L8zEDXxK8hSnrcWg,테리당 terrydang,0,0.401,0.106,0.0,0.169
UCJh7YJLH8MaJQZxzMYS-gqg,킴스트래블 Kim's Travel,0,0.502,0.004,0.0,0.169
UCBt-M9TKEjaByElFXX-DDTg,또모TOWMOO,0,0.43,0.076,0.0,0.169
UC6rPI_VXOyakUh_9LUk9BZA,NUNA V,0,0.323,0.183,0.0,0.169
UCCoU5ViXgoK-_2neelNhQaA,꼬예유의 로블록스 저장소,0,0.359,0.147,0.0,0.168
UCKkxVSUMRvmvAXMNzjI03Ag,배꼽빌라,0,0.348,0.158,0.0,0.168
UC1kH-VYlqReIIo5rYQ6IoEA,B-NOTE 비노트,0,0.455,0.049,0.0,0.168
UCONTlrUj5pVn7LammlleLJg,놀면서 배우는 심리학,0,0.489,0.013,0.0,0.167
UCmHltryGykfakS-JmaxrNBg,데친 숙주나물,0,0.445,0.055,0.0,0.167
UCArK9MK34LsQzPJrl5TZmYA,스탐,0,0.479,0.02,0.0,0.166
UCxM_KJ601hwrOpjVC07iMVQ,다노언니 제시,0,0.319,0.177,0.0,0.165
UCM81CAJ2_Y42-bvK1OQnAAA,정글선생 진 영준,0,0.424,0.071,0.0,0.165
UCwq1kPJRZc6YrxK76o6-rRw,[Dubumung]두부멍,0,0.492,0.003,0.0,0.165
UCDWuauI9su9-SpSiuw1Yq8g,NaNaSoNa Yoon,0,0.352,0.096,0.046,0.165
UCeaLTkpKbf7cbAck4mqBwlQ,스마트리더 SmartLeader,0,0.42,0.073,0.0,0.164
UCWqWR1sFAz9UsjwkFHEkBsw,뜨랑낄로 Trankilo,0,0.397,0.094,0.0,0.164
UCZ4w4loAFfjysY2ZLZRTYZg,꿀잠자는 옛날이야기~ 알오티비,0,0.44,0.05,0.0,0.164
UCZgaw9fOTRHaFdxlflcLOUw,오라잇 스튜디오 - Digital Shopping Guide,0,0.343,0.145,0.0,0.163
UCRSEOIfPNgUYY8xkEzxqfVg,kimwontv김원,0,0.364,0.123,0.0,0.162
UClsIn5fbUo2pSJN_3lhnDag,3D운전교실,0,0.299,0.188,0.0,0.162
UCPteEGbatxsfN4sLcZsnJBQ,아이빌리TV,0,0.421,0.065,0.0,0.162
UCykeP8c_VxzQxH9DCPdluMg,쫑알부부,0,0.417,0.065,0.0,0.161
UC_BAw9COrMIa5dd_eWu_DSg,Boram Tube Friends,0,0.365,0.114,0.0,0.16
UCGwUygnNcB1kcbmWl_jfzlQ,천천히 세계여행 앤젤리나_Angelina_lee,0,0.422,0.056,0.0,0.16
UCTIiGl3YTwzyEsArwlOExsg,이종임 스타일 채널,0,0.323,0.155,0.0,0.159
UC0-ZCUCeCQBwKU15x0Aqk_g,멘파,0,0.37,0.106,0.0,0.159
UCoJQwxLJ_tRte5F3DK27FZw,윤코치의 맛만 볼까? Coach Yoon,0,0.426,0.05,0.0,0.159
UCTnTzaL_7heOCUs63ErMCUA,딘딘은 딘딘,0,0.434,0.04,0.0,0.158
UCZp9xeMSXrhlxFvOEuBCoAQ,강병휘의 Station.B,0,0.412,0.062,0.0,0.158
UCSw7Ts6UNnjnuzpwvUC6QTw,다이아나Diana,0,0.347,0.125,0.0,0.157
UCvgQb81vut4ERrKnJfkpCOg,괴짜TV,0,0.322,0.151,0.0,0.157
UCFPI8MI3zmzTlV4W-oSy-Ig,TAEYEON Official,0,0.368,0.103,0.0,0.157
UCW945UjEs6Jm3rVNvPEALdg,우정잉,0,0.317,0.154,0.0,0.157
UCltYvvwh_x2Ai4yRiMrbpjw,조두팔,0,0.313,0.157,0.0,0.156
UCoUDrzyCl1IwU602xdTsM-g,소근커플 S.K.Couple,0,0.38,0.089,0.0,0.156
UCKurJtf5TWo5nrq8nnuvrcg,꽉잡아윤기-Kwakyoongy,0,0.339,0.13,0.0,0.156
UCOQWk6YronNFTzJ9Y-mbZNA,meejmuse,0,0.324,0.145,0.0,0.156
UCk8I64dalAiQkgAkcQocDcw,에이스토리 ASTORY,0,0.343,0.125,0.0,0.156
UCxGzGirbl7JZlTTrO7jJCLA,최주부 Choi JuBu,0,0.455,0.01,0.0,0.155
UCEii9gXvnQGFY81s8c0JnvQ,FOODBOX 푸드박스 ,0,0.273,0.192,0.0,0.155
UCcRTcy_GuofiJLPLMlVcGxw,AliceFunk 앨리스펑크,0,0.323,0.14,0.0,0.154
UCirC89qa2jcPemolzoJ3ISQ,최현우 'HyunWoo Choi',0,0.292,0.168,0.0,0.153
UCdM-fLpO0Nv67NLDofSl9yA,슛뚜sueddu,0,0.348,0.109,0.0,0.153
UCVvPi6vztLioOiuEg5JYavw,티몬과품바 X 포캣멍GO,0,0.395,0.061,0.0,0.152
UCsi8xzlmARKDK_ItRW8imyg,김짱돌,0,0.33,0.126,0.0,0.152
UCCA8UWUW80iHqK9ymdjRwPg,탬탬버린,0,0.297,0.158,0.0,0.152
UCslBuOyn9Df1M3HjBaG377g,미니멀유목민,0,0.446,0.008,0.0,0.151
UC_Fxf0ZV2EOmvBv3h6C5s1w,스카이,0,0.36,0.082,0.0,0.147
UCEkKZ1nzQhIPGCT5Trz6fgQ,Neal K Sound,0,0.395,0.046,0.0,0.147
UCQo-i4U67GW_CDh5s7hcv6Q,A*List! English Learning Videos for Kids,0,0.314,0.122,0.0,0.145
UCJ-ofC67CjMxBRmRIb6s9-w,PANGPANG STUDIO,0,0.286,0.147,0.0,0.144
UCpltpdgUIrAlf5oPmHslyLQ,새소년 SE SO NEON,0,0.376,0.056,0.0,0.144
UC3QsCXXj8b3uu9Elki3TE3A,존이냐박이냐,0,0.428,0.003,0.0,0.144
UCyje3jvepx1bolRDjZYsF2g,한국개똥이[캄보디아생활],0,0.408,0.022,0.0,0.143
UCeOMXtIby2Q7zEshYudsnRw,시연은애교용,0,0.305,0.124,0.0,0.143
UC2KEmFk5uE9bYvxoHuUFH5g,땡깡DanceKang,0,0.266,0.161,0.0,0.142
UCYuqfDCzcsLz4jMANmWjtaw,감별사,0,0.304,0.122,0.0,0.142
UCnJqPc6TQL7yFBsw_5Vyg0Q,담다미담,0,0.35,0.073,0.0,0.141
UCc1G8zPj7bv2Abuy3WxDhrA,김기쁨,0,0.362,0.059,0.0,0.14
UCGep2UU85jYpst4JsMWlrKA,김새해 kimsaehae,0,0.344,0.077,0.0,0.14
UCgcJ1AA_mprxc-m9iHYdrDQ,Michael Elliott (마이클 엘리엇),0,0.311,0.108,0.0,0.14
UCNRnCc0hg3ZcKdOGXKKv5Ww,장윤철[쭉튜브],0,0.386,0.033,0.0,0.14
UCFE4_OqQ1366khoohHUH3wQ,마이크임팩트,0,0.29,0.129,0.0,0.14
UCHni7hkRT9iqwIQ_j49NE6g,TNS x HIGH-END DANCE STUDIO,0,0.302,0.116,0.0,0.139
UCKmwJaQblk-Qt--4jdOUoKQ,하기원프로,0,0.359,0.057,0.0,0.139
UCOrE-P2gXzll-lTt5XMk3Jw,강쌤철물,0,0.298,0.114,0.0,0.137
UCc_vOO8-XNMT8KmIVTEbt5g,소윤Soyoon,0,0.275,0.137,0.0,0.137
UCj2gpUrZ7LMp4Mp1pVMKz0g,박홍기 작가 TV 삶 테크 ,0,0.296,0.115,0.0,0.137
UCZ1wYQHk1yVle18u8FA8AvA,배말랭,0,0.388,0.023,0.0,0.137
UC7I95AHA-Fwkedg3IK6GNcg,대박언니 DAEBAKUNNIE,0,0.354,0.056,0.0,0.137
UCnkytUgy0CtWd06up9CjNxg,가재맨,0,0.304,0.106,0.0,0.137
UCjPPt4BgPN8IlRxLqemU6CA,Saeron 밀키스,0,0.344,0.065,0.0,0.137
UCneLfntq1mtjabtTgrBOZrQ,몬카트TV,0,0.365,0.043,0.0,0.136
UCwDFdWg0nGlEMr4iJnKWqYw,두칠,0,0.337,0.07,0.0,0.136
UCmPwArWf76QEMw2VOnuK8sg,엄지원 Umjeewon,0,0.354,0.052,0.0,0.135
UCuHiaEDD5x7bv67jd1RFk5A,송송한일상,0,0.258,0.148,0.0,0.135
UC9M8GGVwPqc9ubNruArCNPg,발로란트,0,0.265,0.139,0.0,0.135
UCPt3IVJtf5TNwvLlm5ZPNSw,哈啰 小梅子 - Hello Jadoo,0,0.325,0.079,0.0,0.134
UCRxmRkaI8Lr405kj8P1X8Dw,리셋리밋 ResetLimit,0,0.388,0.015,0.0,0.134
