channel_id,channel_title,regularity_score,mean_interval_days,std_interval_days,max_gap_days,cv,outlier_ratio,gap_ratio
UCWBdy1Q13pbAENUtLJj4FWQ,박일만,0.7576,4.0,2.6,13.0,0.653,0.1224,3.28
UCnwA84tROxLzFSyUl7CI07A,앵보,0.7576,0.8,0.9,3.0,0.896,0.0204,3.0
UC270ueFEsQ21S26TYI_9yVA,야신야덕,0.7574,0.4,0.7,2.0,0.7,0.1224,2.0
UC5s2Xr6ZpYL7_tQrgzubwZQ,[머드Lee]이형택TV,0.7572,2.1,1.6,8.0,0.746,0.0204,3.81
UCJmsB6NAU0sp2htDL4KmX0A,전략적죽음,0.7572,1.2,0.7,3.0,0.601,0.1837,2.45
UC1afpiIuBDcjYlmruAa0HiA,시라유키 히나 SHIRAYUKI HINA,0.7571,0.8,0.9,3.0,0.857,0.0408,3.0
UCnv3jKQ1xEc15SRWhyIIgjg,효자손,0.7568,0.5,0.7,2.0,0.703,0.1224,2.0
UCh1l-XohhJxYhUe0zKdJJqg,123 GO LIKE! Korean,0.7568,0.5,0.7,2.0,0.703,0.1224,2.0
UC79RNqux_lKYaXWoazNTuFQ,미선짱,0.7567,1.7,1.1,4.0,0.636,0.1633,2.31
UCGIjeBB5ZLBAhQvDxiZpGmw,홀리 holy,0.7566,6.7,5.2,17.0,0.779,0.0816,2.52
UCfvV6ilUqAm8DZyIjsO8-Vw,ASMR Boyoung 반보영,0.7563,11.9,9.3,32.0,0.781,0.0816,2.68
UCu38CqTttqEQFwVccmFPlyQ,진자림 Jinjalim,0.7562,0.8,0.7,3.0,0.743,0.102,3.0
UC8valWz_8jFnX4tMGCeC62w,석꾸축꾸,0.7561,9.8,7.1,35.0,0.721,0.0612,3.57
UCYpLOJi7euZwhv6osUgzQ5w,Megan Moon,0.756,5.6,4.0,19.0,0.713,0.0816,3.4
UCga7hyOoqxl-eKPbeebSkfQ,사이버 윤석민,0.756,0.3,0.8,3.0,0.782,0.0816,3.0
UCdf4di4k4fU5lio8ZXQx6mQ,루스명품,0.7558,2.6,1.9,8.0,0.739,0.102,3.04
UCIKTgeRySM8cQWFDGA7aC9g,메탈카드봇TV,0.7557,2.1,1.1,4.0,0.548,0.2245,1.92
UCbqaq8v32GGyaz9AGyW3ryA,JUCY(쥬씨),0.7556,20.0,13.7,67.0,0.687,0.102,3.36
UCag-vLxfCjAUNebW9gA0yRg,Joe튜브,0.7556,1.4,1.0,4.0,0.71,0.1224,2.88
UCdtV_sB8WUWo-P_q3OwNfcw,흑운장TV [BLACKTUBE],0.7554,1.2,0.7,2.0,0.61,0.1837,1.72
UCygs-_iDpCJOnhuCZibK7JQ,흑자헬스 SurplusHealth,0.7552,0.9,0.7,3.0,0.677,0.1429,3.0
UCYDfGg08d-_Mhc2GZB5XHrQ,이핑구,0.7551,5.1,3.6,15.0,0.713,0.1224,2.96
UCqaXPyhWGtS_Vt20GQQDSbg,박작가의 크립토연구소,0.7551,0.8,0.7,2.0,0.678,0.1429,2.0
UCpGmwseGcRtyG8GxRmozKPA,유네린LIN,0.7551,4.9,3.0,10.0,0.612,0.1837,2.03
UCOt5yWZBDjI_aOM3efYtjnQ,내이름은유재석 mynameyjs,0.7551,6.4,4.1,19.0,0.645,0.1633,2.96
UCWOPxkftlmCstC5drb9VM_A,실프,0.7547,2.7,1.5,6.0,0.583,0.2041,2.26
UC7-m6jQLinZQWIbwm9W-1iw,아카네 리제 AKANE LIZE,0.7546,1.0,0.9,3.0,0.874,0.0408,2.94
UCOOKj-kWvrsK8CDfHZTw9lw,Pixid,0.7544,0.3,0.8,3.0,0.793,0.0816,3.0
UCzDjkKLmsYArcL63Jrg-HUw,필레오TV,0.7539,2.1,1.6,7.0,0.748,0.0816,3.27
UCsR0iZ-uQvN7g64RF2bYr6g,밍찌채널,0.7539,2.7,2.1,9.0,0.768,0.0612,3.37
UCWJ-2Qht_-dwHpB831FAF1g,휘토피아 htopia,0.7536,6.7,5.0,22.0,0.745,0.0816,3.3
UCnnt-d-DDgO4_9tL-icCjMQ,규진,0.7535,3.8,2.9,11.0,0.76,0.102,2.9
UCiHCmazdsMM9j3Jbqx3p7Ig,김짠부,0.7535,4.7,3.1,15.0,0.658,0.1429,3.18
UClsIn5fbUo2pSJN_3lhnDag,3D운전교실,0.7533,2.5,1.7,7.0,0.654,0.1633,2.77
UC_DMKLY4IR0aJ8EQQsL2LjA,한탄강 청년어부,0.7532,0.8,0.8,3.0,0.841,0.0612,3.0
UCQVn712WYOFCXDHSrs0UcdA,변기수골프TV,0.7532,0.7,0.8,3.0,0.761,0.102,3.0
UCToZRVcmjQtWO_F3_-SEszw,부라도커플 Burado_couple,0.7531,5.7,3.6,14.0,0.622,0.1837,2.44
UCQOxUtjZJAQpxCIqBgfoCRA,셀코TV / 잘 먹고 잘 사는 방법,0.7531,1.6,0.9,4.0,0.56,0.2245,2.55
UC0JG_PODzBXS5bYs5uoONlw,지읒asmr,0.7529,6.3,3.7,17.0,0.592,0.2041,2.7
UClLvzm-pJlhBh2wj8bmTcQw,총총TV Silver Gun,0.7529,0.9,0.8,3.0,0.843,0.0612,3.0
UCFsSyiKOtZD7YNt8uXHRlzg,오영주 OH!YOUNGJOO,0.7529,6.6,3.9,14.0,0.592,0.2041,2.12
UCvpD0KP2b7nVLbEAydjjNaQ,코코초 COCOCHO,0.7529,9.1,6.0,23.0,0.656,0.1633,2.53
UCdlr0rVI5wXFAKifpPm6JPA,웃기시네,0.7529,0.9,0.8,3.0,0.843,0.0612,3.0
UCza_sEjIhb1yhvVZEdEl6gA,이태리 파브리 Italy Fabri,0.7529,1.8,1.5,6.0,0.819,0.0408,3.34
UC4sUtz8GU8YzNKVm-DalKtg,김도령,0.7526,1.1,0.9,3.0,0.804,0.0816,2.72
UC7yDcCWNT8MoJlHh6oPOQ9A,욜로코믹스YOLO COMICS,0.7525,3.6,2.5,14.0,0.686,0.0612,3.9
UCR9hrtsbRFUD1EMsY1J5OdQ,Areia Creations,0.7523,7.8,6.1,24.0,0.789,0.0816,3.09
UC3Tjj344taq3njy4yaK8ZWw,한국사는따냐 Tanya in Korea,0.7519,3.4,2.2,8.0,0.662,0.1633,2.38
UCc_vOO8-XNMT8KmIVTEbt5g,소윤Soyoon,0.7519,3.4,2.2,8.0,0.662,0.1633,2.38
UCrlqF_4ePI1h02gKjIG0n2w,뽀로로랑 타요랑 뽀요TV,0.7518,0.7,0.8,3.0,0.771,0.102,3.0
UCZniutcfkGfffyL9__BXo6g,에나스쿨 ENA School,0.7513,3.0,2.3,8.0,0.774,0.102,2.67
UCfFxcJWFHcisvS946HhSaJw,거누파파네 Dog family,0.7512,2.4,1.5,6.0,0.632,0.1837,2.51
UCMo7YL86nSu4Gj-RFGZHZIw,Bart Park,0.751,1.7,1.1,4.0,0.633,0.1837,2.36
UCPpfTHg0QAHH4WqKZuLzimg,기묘한 케이지,0.7508,2.3,1.7,7.0,0.765,0.102,3.06
UCINSVY-JDQraydXAdfMIbPg,상승효과TV,0.7507,1.8,1.2,5.0,0.635,0.1837,2.72
UCOAkbNeyzMPzhw94npgdS_g,The Voice of Korea,0.7506,0.2,0.7,4.0,0.681,0.0612,4.0
UCbOwfr-gLHJW-VXVHWNlNZg,장돌뱅이,0.7504,0.9,0.7,2.0,0.67,0.1633,2.0
UC2qm7lVDDnGuvNj6D9jHFkA,김진솔,0.7503,1.4,1.1,5.0,0.758,0.0612,3.55
UCMOOio1GZ50OeJT58DGBQCA,삼식,0.7503,1.9,1.4,6.0,0.777,0.0816,3.23
UCknfGXdai7ZaDhs3Frhtb6A,재뻘TV,0.7503,0.7,0.7,2.0,0.706,0.1429,2.0
UC6GOiYQCor5ki4IHDfFg-ug,넷플릭스 뽕뽑기 [엘플릭스],0.7502,2.1,1.6,6.0,0.78,0.102,2.91
UCmVAoKoauj3nPIZ9hnC3yZQ,사실들흥미로운,0.7502,11.7,8.7,43.0,0.739,0.0612,3.66
UCkcaRxpTcisadUeCbHOYTFw,전자오랏맨,0.7502,0.6,0.8,3.0,0.78,0.102,3.0
UCxBWCgdIk9VQAfUc5pINioA,아로치카 arochika,0.7502,1.2,0.9,3.0,0.743,0.1224,2.45
UC2b4WRE5BZ6SIUWBeJU8rwg,스텔라이브 StelLive Official,0.7501,2.3,1.4,5.0,0.606,0.2041,2.13
UCPv_FeQDOXx1gpNM9ZGUqsg,yearim TV,0.7501,5.1,3.7,19.0,0.726,0.0612,3.74
UCGYv3tFX_ksKStPG4N2WAag,남다리맥,0.7501,4.5,2.7,7.0,0.606,0.2041,1.55
UCAJ-meoCh1TrPZ7La3UpPrw,빅헤드,0.75,2.2,1.4,5.0,0.639,0.1837,2.29
UCJiv3w22pf4Cgpwxo70MbhQ,눈쟁이,0.7499,3.2,2.1,9.0,0.64,0.1837,2.77
UC5Zl8TbOMKMCbDZvO0NfPuw,노은솔,0.7499,3.1,2.3,8.0,0.744,0.1224,2.55
UCBquPwf_YEAzCmPpd_tfzAA,매드무비 : MadMovie,0.7498,2.5,1.9,7.0,0.783,0.102,2.81
UCMtQ6sB4tGSKClhoo2i3Qzg,dongdang,0.7496,6.8,4.1,14.0,0.609,0.2041,2.06
UCBHXCaw_W6sxfgAB7rC-BYw,소개해주는 남자,0.7496,9.4,7.0,32.0,0.748,0.0816,3.42
UC5IRvBJPLTMF4-FhyVmbBbQ,림툰_limtoon,0.7493,18.9,14.5,63.0,0.766,0.0816,3.33
UC1EEpE0lA9BaArXhRTHIG6w,강과장,0.7492,1.2,0.9,4.0,0.757,0.0816,3.38
UCjwCsj-axFNcxnv3yzV22WQ,장범준,0.7492,4.0,3.3,13.0,0.823,0.0612,3.23
UCLLGccON9y08RB7xqusu_Ww,바위골렘,0.7491,0.8,0.9,3.0,0.87,0.0612,3.0
UC-we351yXoKcODFHiKrC84Q,SAY MY NAME,0.7491,0.8,0.9,3.0,0.87,0.0612,3.0
UC44QE3DVUuDrhUC5yp4zRYQ,라디유,0.7489,2.7,2.2,9.0,0.805,0.0612,3.34
UCvfXSyglWAaUAhsieXFzwjA,야담이야기,0.7486,3.8,2.4,18.0,0.638,0.0204,4.77
UCZ6IM7_T-bCmr_7DgAKjYxg,피닉스박,0.7486,1.7,1.1,5.0,0.646,0.1837,2.88
UChL_w4h_8RpHj2UYwRHZruQ,헤이킨heykin'couple,0.7485,3.1,2.3,7.0,0.753,0.1224,2.27
UCu3BjLd03jxTVHXTPqZ77iQ,천재이승국 GeniusSKLee,0.7483,3.9,3.1,13.0,0.807,0.0612,3.35
UCI3-5FX4IrRyniAiUnK1BWQ,Leeby리비,0.7481,1.1,0.8,4.0,0.771,0.0408,3.77
UCyZrIWulP3HTBxuJkh6yBQA,KevinStudio 케빈스튜디오,0.748,0.5,0.7,4.0,0.731,0.0408,4.0
UCnPJ_Jcl-dwFuGgqhavB8oA,오하빵 Ohhabbang,0.748,0.4,0.8,3.0,0.756,0.1224,3.0
UC64gPmK_7M8ico-S3oNHeDQ,김아내,0.7477,15.4,11.2,56.0,0.724,0.0816,3.62
UC7lP46vHWIdZbT0X7Ud0AAA,털복숭이들과 베베집사 Bebe8Cats,0.7476,0.9,0.7,2.0,0.652,0.1837,2.0
UCJg9L0svbnuPcjOcqLbi_3g,김인호TV,0.7476,0.5,0.8,3.0,0.759,0.1224,3.0
UCI7bDhhETJhlk7dYUhDzLPA,Dept 뎁트,0.7476,0.5,0.8,3.0,0.759,0.1224,3.0
UC0C9u4fSa1Ze36tcJoVyu9g,복이형,0.7475,1.4,1.2,5.0,0.825,0.0408,3.5
UCa_qDrI4ugR0exWckiMAzyw,한주먹,0.7472,0.2,0.7,4.0,0.736,0.0408,4.0
UCQOL6_MBCFXr3M9OTmwl9pg,지존조세,0.7471,1.4,1.2,4.0,0.883,0.0612,2.88
UC4gufpwYMB81tHLQplmRk2w,코코비 장난감 - 어린이 놀이 교실,0.7468,0.8,0.7,2.0,0.69,0.1633,2.0
UCKYvoUuY5ozj79zLnjPMsGA,고로켓,0.7467,0.9,0.9,3.0,0.886,0.0612,3.0
UCyOLeGNo9T_aTNCXfI4mahg,짧은내복야코,0.7464,3.1,2.2,13.0,0.708,0.0408,4.19
UCGplVsmdMMjiMFAMmN16Rww,에그맨 Egg Man,0.7463,1.3,0.8,4.0,0.634,0.1837,3.16
UC_UKEsQBkJ9ZOJkKpJs_54g,요요미 - YOYOMI,0.7462,0.7,0.9,3.0,0.934,0.0408,3.0
UCxcBtwqohe8lOzN1kHpNJuQ,엄방대TV,0.7457,1.7,1.3,5.0,0.771,0.1224,2.88
UCIP3hSJruPL4dIi95lsuCZA,홍석천이원일,0.7456,2.4,2.0,7.0,0.851,0.0816,2.91
UCVvPi6vztLioOiuEg5JYavw,티몬과품바 X 포캣멍GO,0.7453,2.0,1.6,6.0,0.773,0.1224,2.94
UCrZpcsm1OVzHRJswMxJ2lzg,잠골버스,0.7453,0.8,0.7,2.0,0.699,0.1633,2.0
UCbCQDFbLpkurWc4_0R5-pEA,설백,0.7452,1.3,0.9,4.0,0.745,0.1224,3.16
UCSMHdSnicPErAA4pPmizr4A,강이부부,0.7449,1.5,1.2,4.0,0.815,0.102,2.72
UCYVZ6zFmvUmeBmmFD7CJRqQ,금아[KeumTube],0.7447,2.3,1.7,7.0,0.765,0.1224,3.06
UC04-afbdz7t183esR6cq2HA,동물농장 아저씨 이찬종x한재웅의 재끼찬,0.7446,3.8,3.0,14.0,0.801,0.0408,3.73
UCkQFRBUPh5mcF1kca4f_DvQ,허니츄러스 HoneyChurros,0.7445,3.1,2.6,7.0,0.817,0.102,2.24
UC9n0SM6k4zC3C7A1AdXCCbw,반달샘 Dalsaem,0.7444,1.4,0.8,3.0,0.604,0.2245,2.19
UCBEPcbh8fpU6IgtHT6X18NA,연어나라에서온 Flora's Diary,0.7442,9.4,7.8,32.0,0.825,0.0612,3.4
UCUXDKiEsZH9Kcad-hksAK7g,홍인규 골프TV,0.7442,0.9,0.8,4.0,0.793,0.0204,4.0
UCRK_M8zKoxiMMmRcnt_Eb9g,션 파블로 Sean Pablo,0.7441,8.9,7.4,28.0,0.83,0.0816,3.16
UCyQ_Lcv0_l8tP4f_CvCTzJg,신생,0.7437,1.1,0.7,2.0,0.64,0.2041,1.78
UConOmISJY0oZHRhWGyvdQ2A,핑맨,0.7435,5.7,4.3,20.0,0.764,0.0816,3.54
UCa3XfT_AccZCELBLC913oEg,유유타이거,0.7435,1.9,1.4,5.0,0.746,0.1429,2.69
UCd-IK0i2NpWWn8y9Y7yJJIA,로블록스 선생님,0.7433,0.4,0.8,3.0,0.825,0.102,3.0
UClAm2dYo76fXo8Kbf-4Dxdw,양빵당구,0.7432,1.1,0.7,2.0,0.643,0.2041,1.85
UCN5Z4EkujWOl7UMbc4J-3Cw,카운터,0.7432,1.0,0.7,2.0,0.643,0.2041,1.92
UCYpD5IVQK9BjA2qtupHFExA,JohnKOBA Design,0.7431,11.3,9.3,34.0,0.826,0.102,3.01
UCBo3r_IAd1EiFGe1x7GgTLw,디스 이즈 샤이,0.7429,2.3,1.9,8.0,0.792,0.0816,3.41
UCAUbDYDwV34yk6pYiZg_CzA,yeondukong 연두콩,0.7429,1.9,1.4,5.0,0.713,0.1633,2.61
UCcqaVzbdGNAmcqpkuL33Uug,Today is 쁠리,0.7428,3.0,2.3,11.0,0.775,0.0612,3.72
UCE8SAlfZT-T8iwa7aOD8vaQ,아옳이,0.7427,7.4,5.6,27.0,0.751,0.0816,3.64
UC2_VPutZK0o_tG8ca_QrQRA,김도랜드,0.7425,1.6,1.0,4.0,0.646,0.2041,2.51
UCHYMpkGhNIr8A0m2H3lIjUA,앰비션 유튜브 [AMTUBE],0.7424,1.4,1.0,4.0,0.716,0.1633,2.84
UCJmx95ElUDyDRH6nKQ7qyZg,전은성의 현장이 답이다,0.7424,2.2,1.8,7.0,0.803,0.102,3.15
UCoMlNLMvg9Nb-6ddzXAjY-A,혜찌Hyezzi,0.7424,1.3,1.0,4.0,0.762,0.1224,3.16
UCTTZKQHYCa7ChQxVuXUp7QA,뭉친TV,0.7422,0.8,0.9,3.0,0.919,0.0612,3.0
UCAoyR-sL6B0S93AMR-HVTvg,떡볶퀸 Tteokbokqueen,0.7422,1.4,1.3,4.0,0.919,0.0612,2.88
UC4CUVSOpeakZosjlHzSoZAw,현이머,0.7421,2.3,2.0,8.0,0.837,0.0612,3.41
UCSrRZH9QT6li5PIAv0r_6QA,Bora Claire (보라끌레르),0.7421,1.4,1.1,5.0,0.811,0.0612,3.55
UCh9Uoo1GnL5WSAsKlwGEA9g,소피루비 · 티티체리 [SofyRuby ·  TeaTeaCherry],0.7421,2.1,1.8,6.0,0.834,0.102,2.85
UC7raW5CP8mG0VrtiD-w5tzA,밀짱,0.7419,0.7,0.8,3.0,0.756,0.1429,3.0
UC8vlKcN5OpklBkb-Q2xGGjA,장파,0.7419,0.9,0.8,3.0,0.756,0.1429,3.0
UCK9PdJPUyAQy3iQIb7CnnEA,금도깨비툰,0.7419,7.6,6.1,27.0,0.808,0.0612,3.57
UCPxCAB6hvZw20ckLaIFxUJQ,SPOiler 스포일러,0.7418,2.8,2.1,10.0,0.768,0.0816,3.58
UCJXMNizr-q3Ec-rLTy0-VPg,ABK Crew,0.7417,9.9,6.6,35.0,0.666,0.1429,3.54
UCm3SDarPtTOS_NjCh9d3TDQ,[하말넘많] heavytalker,0.7417,2.2,1.8,7.0,0.832,0.0816,3.24
UCC6fYTZ9AIkqNy6zYEHVwow,Flow Music,0.7416,8.5,7.0,28.0,0.822,0.0816,3.29
UCvzGYMVP5h9CTV8LdtEQUww,션과 함께,0.7416,3.1,2.7,9.0,0.879,0.0816,2.94
UCkxvX8lNP_TkiLde378oHUg,뚝딱Tooktak,0.7415,0.9,0.5,2.0,0.528,0.2857,2.0
UCqU_tyJmNZyCNcpcQubt24w,김승현 안피디의 스포일러,0.7414,2.2,1.6,8.0,0.749,0.0816,3.7
UC-js9KxuyRoB0b9zlKCgsCg,이영자 TV,0.7413,6.0,4.3,14.0,0.722,0.1633,2.33
UC7bcRlidTERRb_MKRHPVSnw,푸린,0.7409,0.9,0.7,2.0,0.689,0.1837,2.0
UCIVFv8AiQLqM9oLHTixrNYw,강 지,0.7409,1.1,1.0,3.0,0.884,0.0816,2.72
UCvXoedkUpd2frzLnZgpx1zw,악녀,0.7408,4.0,2.8,17.0,0.699,0.0612,4.23
UCTG3UQoDDIN05ZikOAv3uZg,하고싶은거다해,0.7407,1.9,1.5,7.0,0.801,0.0612,3.65
UCtCRr4rDWjpRi8LSWexmCKg,yo cookie,0.7406,3.0,2.0,7.0,0.656,0.2041,2.33
UCndwhvyE_fh6N8rGdXSXn9Q,시미베,0.7406,21.2,17.0,68.0,0.803,0.102,3.21
UChhHNLwMoT8XgV5v8JSHa3g,김쫀떡,0.7405,1.9,1.7,6.0,0.861,0.0816,3.13
UCcc8hGY5L6S874k6o_J1v7w,고고씽 GOGOSING ,0.7405,0.3,0.7,4.0,0.739,0.0612,4.0
UCu3fb8z9kmDqi1tXIlc4wGg,레진코믹스,0.7404,6.7,5.4,19.0,0.804,0.1224,2.86
UClUE7d0UQ7dhLjK1r6xpG9w,예랑가랑,0.7403,1.6,1.0,4.0,0.658,0.2041,2.51
UCIRoiYqgakU4Ep5VLdePUcw,상남자1,0.7403,2.9,2.4,8.0,0.846,0.102,2.8
UC1j6nb2iknMNZAOgel2OIAA,차징 탑스피너,0.7402,2.8,2.2,9.0,0.805,0.102,3.22
UCVWmCRMdvjvxV2NNX-GaUIQ,하알라,0.7402,2.2,1.7,6.0,0.805,0.1224,2.77
UCuG998qSYbpTz_TeggrLjoA,딩대 DingUniv,0.74,2.3,1.4,6.0,0.627,0.2245,2.6
UC1FK8EsrPHHVOvrDvctqpbQ,원창연 WonChangYeon,0.7399,1.8,1.4,5.0,0.768,0.1429,2.75
UCdhukF6o5_ENjbf_9oNGXNQ,San Diego Padres,0.7398,0.4,0.8,3.0,0.808,0.1224,3.0
UCuAEegkcpCTs64hd0VwwVOA,달그닥TV,0.7398,0.6,0.8,3.0,0.808,0.1224,3.0
UCq5isc9KTRqBt6ax6kYJO3w,CAC 여행레저채널 |CAC Channel,0.7398,0.4,0.8,3.0,0.808,0.1224,3.0
UC_Xjg_BpywMUOUZvN67Ua6w,smilemedia,0.7395,3.0,1.9,7.0,0.629,0.2245,2.37
UC3LNd5iXQZ8WinaOpfwXveA,온다람,0.7395,8.7,6.6,32.0,0.764,0.0816,3.68
UCyar0OYt0LoPzkkWcQAo6OA,젼언니 jeon_unni,0.7395,0.7,0.8,3.0,0.771,0.1429,3.0
UC2-LriIdFw4d-KKVyGvY96A,팬바타 FANVATAR,0.7395,3.8,2.5,10.0,0.663,0.2041,2.62
UCQI1VgWKYgVfBUKTTjLz8Rg,스타채널 : the Original,0.7394,0.5,0.8,3.0,0.811,0.1224,3.0
UC5hq0vE25nDkkF7-acdALXg,현역가왕&한일가왕전,0.7393,0.2,0.7,4.0,0.747,0.0612,4.0
UCLFaCqu7-o7NGqn_-uyKPBQ,만득유튜브,0.7393,3.0,1.9,10.0,0.62,0.2041,3.29
UC3VJlU0xqDL8MO_0K5sTzCg,EonTalk,0.7392,3.2,2.6,12.0,0.824,0.0408,3.79
UCJ9xMKpba6B7K_xrQMqsqHg,"잼잼리뷰,드라마&웹툰 리뷰",0.7392,0.8,0.9,3.0,0.896,0.0816,3.0
UCtgxU2xLh0e_plv0G7wdU9w,큐영 QYOUNG,0.739,2.9,2.4,9.0,0.83,0.102,3.13
UCE6YwE9sMhS698Jc9_VGrIA,밀리터리생활 탐구,0.739,0.8,0.8,3.0,0.774,0.1429,3.0
UCkvz_CZlthtVo7E2sGa43cg,대타맨,0.7386,2.7,2.1,10.0,0.798,0.0612,3.74
UCAAoF2T0cwxKxlApUZ8TmVw,쪼만한마을jjomanhan,0.7385,1.2,1.2,4.0,0.994,0.0204,3.21
UCWWnWFPkfXMIjxNhBu5qVtg,매일제히,0.7384,3.2,2.9,10.0,0.913,0.0612,3.16
UCBmYnmnks3mOqRkgmm_frBA,연우,0.7383,3.2,2.5,9.0,0.778,0.1429,2.79
UCte-VGSuTmmhXw6oiE_vmQw,6번출구,0.7383,2.4,2.1,7.0,0.859,0.102,2.91
UCwaKj1D0aU0p8gzG8hm6p4w,낚시가자!설튜브,0.7378,4.1,3.2,13.0,0.787,0.1224,3.18
UCyyWcEhqfaqJQ56XdA44RYQ,챔보,0.7377,1.4,0.9,4.0,0.639,0.2245,2.93
UClgieCzaMtSRPBJiUfgcXzg,골프존,0.7377,0.4,0.8,3.0,0.782,0.1429,3.0
UCPuQ0kaW-TX_2LgrEEUl7qQ,철구 풀영상,0.7377,0.4,0.8,3.0,0.782,0.1429,3.0
UC5tlHwbUnxart0QV_kFI7lA,오미연의 야매주부,0.7376,1.2,1.2,4.0,0.954,0.0408,3.21
UCILgj-Cl3aneZBoK3l_gasw,티타남,0.7375,1.4,1.2,5.0,0.86,0.0612,3.45
UCFX6adXoyQKxft933NB3rmA,테크몽 Techmong,0.7373,2.1,1.9,7.0,0.899,0.0612,3.27
UCYACPSk6AewCzGHFaTBgdCA,요미쿡 Yummy Cook,0.737,13.2,10.7,46.0,0.814,0.0816,3.49
UCSkpiPo167whNN5sN3swaeQ,안깨남,0.7368,14.7,12.8,44.0,0.869,0.102,2.99
UCsbVGDDMTToaOwbzEK0_6Vg,새덕후 Korean Birder,0.7365,12.8,9.5,50.0,0.744,0.0816,3.9
UCcvKf8NxAw9i09hZw1MQPBQ,영래기,0.7365,1.4,1.2,5.0,0.848,0.0612,3.55
UCwDtfjGn6LLIvlF3nUVRqHQ,김다윤,0.7362,5.5,4.3,16.0,0.792,0.1429,2.91
UC3eNWzE-pftCXatCuUAaHGw,김구라의 뻐꾸기 골프 TV,0.7359,1.5,1.3,5.0,0.881,0.0612,3.4
UCymeXjTfl8hMGN7M357oX3g,[에일리 OFFICIAL] aileemusic,0.7355,0.2,0.8,4.0,0.77,0.0612,4.0
UCqcJO4Ce5zjyO9ohCp00nuA,박다혜dahye,0.735,1.2,0.8,3.0,0.654,0.2245,2.53
UCNR3K4HA6LyO9tz0oZoSJIA,백수골방,0.735,10.0,7.3,43.0,0.724,0.0612,4.28
UC3hQ86NW0gmz9vdfM3TFGzQ,노가리 사랑방,0.7347,11.4,8.3,46.0,0.731,0.0816,4.04
UCZTjbqrV3s1zIWfEqliBhYA,방구석 리뷰룸,0.7346,2.4,2.0,8.0,0.858,0.0816,3.35
UCSQ55iSysqYErLRDC6ARi9w,티키틱 TIKITIK,0.7345,4.2,2.7,10.0,0.656,0.2245,2.39
UCWrh9haWsTEAQF9UEg6AEFQ,소소황 Cook & Eat,0.7343,0.8,0.7,2.0,0.728,0.1837,2.0
UCOkr541W3GBtVwLP0aNpJbw,주둥이방송 쇼츠,0.734,0.9,0.5,2.0,0.535,0.3061,2.0
UCF7jqbJcwyPWwwlUI9EAXRA,오디디 O.D.D,0.7337,1.6,1.1,4.0,0.661,0.2245,2.48
UCw_VHcLeiSSXA8SSk0dbwkA,도영도영이,0.7336,4.3,3.5,14.0,0.802,0.1224,3.25
UCZ0bi2aVJngKLwFTU5g_fLQ,김성회의 G식백과,0.7333,2.6,2.1,9.0,0.802,0.102,3.47
UCi-XI2BIPJmjmp5EbKl6YTQ,기시니 스릴러툰,0.7332,4.9,4.2,14.0,0.853,0.1224,2.85
UCJr77-8lpG_miCbTyxRv04w,약초꾼 이형설,0.7329,0.7,0.8,3.0,0.813,0.1429,3.0
UCFqvKeEMGrJfJPEOafy1v4Q,레바스튜디오,0.7328,1.4,1.3,5.0,0.893,0.0612,3.45
UCLItMtuFPIZ-Q0m_oOVwB2Q,sogyo table 소교식탁TV,0.7325,3.8,2.9,17.0,0.776,0.0204,4.5
UCwUI2b5vUxnkjS-w0GTK-xQ,호와수,0.7323,3.0,2.9,9.0,0.947,0.0816,2.98
UCiBKp3KgsQCYT9Z2XxdBpbQ,스튜디오 플래닛(오키클럽),0.7323,4.1,3.5,13.0,0.864,0.102,3.18
UCPHX0mnOf_4QdP2e20OnzsQ,최도전,0.732,2.9,2.0,14.0,0.692,0.0408,4.8
UCBkXIeYk8MZjB8-ED8g5qCg,귀촌다큐 살어리랏다,0.7318,3.3,2.7,14.0,0.825,0.0204,4.26
UCv3q6A4tV6bv9APp7iccKWQ,진진JINJIN,0.7317,5.2,3.9,25.0,0.734,0.0204,4.77
UCDLDbittWhk2KXvaCT0YpZQ,플레임TV,0.7317,1.7,1.4,6.0,0.808,0.102,3.5
UCtnJcagkoCx-X7JI-yT0NjA,리도동동Leedo,0.7313,10.1,8.4,34.0,0.833,0.102,3.38
UCeXaojJKJ9DVFkVM6O6drBQ,최민호 MINHO,0.7313,0.9,0.7,3.0,0.746,0.1837,3.0
UC3N1SAJOUFASOoCX9LZRETw,사모예드 티코,0.7312,2.2,1.8,7.0,0.826,0.1224,3.21
UClzSzfV2MoBKgz8c5mJaogA,용숙부부,0.7311,5.0,3.8,21.0,0.762,0.0612,4.2
UCUR5w0E-jQTOO8Q0FZ4ilYQ,팡이요,0.731,0.6,0.8,3.0,0.825,0.1429,3.0
UC5CyCSvCdoEP-VgQmFq3iww,싱글파이어,0.731,1.9,1.2,4.0,0.642,0.2449,2.13
UCAo41QETLlwvJ-oqjmEPt8A,joanday,0.7309,12.2,10.1,35.0,0.827,0.1429,2.87
UCMJiRC8ebr3BM1bqSGy3lXA,강쥐G,0.7305,3.0,2.4,7.0,0.789,0.1633,2.3
UCjHrKAp_7ZsRVgaXBFIU0cA,건담포스 김건우(Kim Geonwoo),0.7304,5.2,4.1,21.0,0.797,0.0612,4.04
UC7arelqE7Osqbk4ZgzSoPeg,딩동TV,0.7303,17.7,14.4,62.0,0.815,0.102,3.51
