channel_id,title,actual_label,prob_lr,prob_rf,prob_xgb,volatility_prob
UCj1KflywXgVrOzQbuEyij3Q,youngkang영강,1,0.98,0.967,1.0,0.982
UCNlspuBYplH1pqkgpV28TKQ,바다 리 Bada Lee,1,0.981,0.966,1.0,0.982
UCBcFgDKnfyw8GjcHw90MlXA,하루아루TV HaruAruTV,1,0.984,0.962,1.0,0.982
UCHS-3P-lLr-3kF79mxPFWVg,여행에미치다,1,0.964,0.982,1.0,0.982
UCMMRxhOov9iB3TI2SgDsbfw,베리의 헬로토이 Berry's Hellotoy,1,0.986,0.96,1.0,0.982
UCqhop789NWsj-a_uQ7fwg2w,JinKoon,1,0.971,0.975,1.0,0.982
UCSshlhZx6y5hAyzPxxuSO6Q,HELLOVENUS 헬로비너스,1,0.966,0.98,1.0,0.982
UCl7MKZHz017uFK_gFrgD0sw,코코보라,1,0.961,0.985,1.0,0.982
UCIBoeAMqlic3emU6_crV9Vw,개인팟,1,0.96,0.986,1.0,0.982
UCFt6SlUqvKDCwva8nzTBXUQ,MariAndGames,1,0.981,0.965,1.0,0.982
UCfvV6ilUqAm8DZyIjsO8-Vw,ASMR Boyoung 반보영,1,0.995,0.95,1.0,0.982
UCSV9cvLIaqLuVgIogwIEH9w,효연의 레벨업 Hyo's Level Up,1,0.962,0.983,1.0,0.982
UCj-dtq6jHfj4_fufifPzMEQ,ONEWE,1,0.964,0.981,1.0,0.982
UC3oZhyvAz0YrpM5J6U9iVoQ,세리 TV - SERI TV,1,0.969,0.976,1.0,0.982
UCdbrnIf-z6jMZbOxQvvWvUA,hyunrecord,1,0.961,0.984,1.0,0.982
UCpytJcJAaNmU_KK8B9IBaeg,김동우,1,0.977,0.968,1.0,0.982
UC8wHwv5QQvkGxuMwyZDrFTw,려리Ryeori,1,0.961,0.984,1.0,0.982
UCDW6-1BLKS3iGqa3jWZm1yw,뿌직 PPUJIG,1,0.988,0.957,1.0,0.982
UCDqkO1FZXchBTGtsm7uO8jw,써니피디,1,0.957,0.987,1.0,0.982
UCk8I64dalAiQkgAkcQocDcw,에이스토리 ASTORY,1,0.999,0.945,1.0,0.982
UCAhBeUD1NuYKh31dsKIt_ag,Jangdol Drum,1,0.982,0.962,1.0,0.982
UCjpCOkHkUwjCiX5DvA78Ltw,편의점 클라쓰e,1,0.965,0.979,1.0,0.981
UChHOh0V01AfutBC93PfsPPA,Umi's cooking우미스쿠킹,1,0.972,0.972,1.0,0.981
UCs_fvcBBfaOP6vAJYeaD-0Q,남보라의 인생극장,1,0.975,0.97,1.0,0.981
UCyUH1C9_ozagToXDxgGjFGg,엄마의 요리백과,1,0.96,0.984,1.0,0.981
UCse0BZUEgpbPyyt-S9iqttw,데라세르나 de la Serna,1,0.96,0.983,1.0,0.981
UC1kH-VYlqReIIo5rYQ6IoEA,B-NOTE 비노트,1,0.959,0.984,1.0,0.981
UCoHVmN38wN0AO0bTZUcqeYQ,서가네 국제부부,1,0.968,0.975,1.0,0.981
UCOUpxdk0VyW9DIsmGqezl9g,율이 Yulii,1,0.994,0.949,1.0,0.981
UCBjPppB6FOLloYBUvgbqE_A,불도그,1,0.979,0.963,1.0,0.981
UCp0ohT2F2eIc0lxsX0uKa4A,206호,1,0.958,0.984,1.0,0.981
UCmJ4DkPFPzjR2TkJ7lXSQWw,윤루트,1,0.954,0.988,1.0,0.981
UClJspSpzADMROqOW9HLHaoA,브롤스타즈,1,0.976,0.965,1.0,0.98
UCyUe2pNRUEMD_MMJaVAgapA,sankokesl,1,0.986,0.955,1.0,0.98
UCGX6j1r9m1xjOIMEhRqZNkQ,Mina's TV 미나네TV,1,0.959,0.982,1.0,0.98
UCq69tzvGPKrnbdzrDJmu7BQ,겨울아빠 WinterPapa,1,0.954,0.987,1.0,0.98
UCemKWU64E4COpuat5rqbOhw,LilySeeun릴리세은,1,0.96,0.98,1.0,0.98
UCSQeTO5jMJNly5FC_itdN9Q,Apple Tape BTS,1,0.992,0.948,1.0,0.98
UC8jn6wsEWH9Edynop6DYX8g,1박 2일,1,0.972,0.968,1.0,0.98
UCKgYRjFGgvj7aS8y4EhH2CA,꽁병지tv,1,0.956,0.984,1.0,0.98
UCY9xJsqGnLk65xsEtnyBBjw,유기사,1,0.969,0.97,1.0,0.98
UC7vyTwJjcUdYsVQjiTHcPyg,쪼선생 JJO TEACHER,1,0.964,0.975,1.0,0.98
UCNiYwmk3an2AtIo5XAVdRww,TheGsd,1,0.978,0.959,1.0,0.979
UC16Zo1k7CM_mfuc2yJATLmg,이응디귿디귿,1,0.95,0.987,1.0,0.979
UCzz58-H0wzmGoFi3MO_9ePQ,온마이크,1,0.958,0.978,1.0,0.979
UC4DgFN9dvM0DPXXvsS3FO-w,SHINE DANCE Kids 키즈댄스학원 샤인댄스,1,0.958,0.978,1.0,0.979
UCyH1TrcPQnJJmGco7JYdvAQ,스튜디오이현기,1,0.961,0.974,1.0,0.978
UCyzhIbVGjin9o7RpmPGrtfQ,모니모니,1,0.951,0.984,1.0,0.978
UCmxDK1eWo-KvQQJ23p95XGw,스튜디오 룰루랄라 - Studio LuluLala,1,0.985,0.949,1.0,0.978
UCMUnjdq-yLc_LkkPsIMTFug,더신자 TheSINZA,1,0.977,0.957,1.0,0.978
UCLAnQ0Obma1aAvRUDuHAMJA,Mwave,1,0.948,0.986,1.0,0.978
UCPll9ZfV8mThBCT1qKTeQZQ,캠핑제국 Camping Empire,1,0.971,0.963,1.0,0.978
UCgES377cbdgiVbLUHjHo9aA,류석,1,0.968,0.966,1.0,0.978
UCT_Sf9z6Cqy11VHOfbnQPNQ,비콘 TV,1,0.956,0.978,1.0,0.978
UCIP3hSJruPL4dIi95lsuCZA,홍석천이원일,1,0.96,0.974,1.0,0.978
UCAPVYRwD-6yYx85oqgFnqCw,Toy Park,1,0.993,0.941,1.0,0.978
UCfHsXdttq6t-59HaJKgk5uw,헬창TV | Physical World,1,0.948,0.986,1.0,0.978
UCgUwmztfVmQ0E9Enm1e-65g,피크닉콘 PICNICCON,1,0.949,0.984,1.0,0.978
UCOtcE3XmueVr78j8RCnr1QQ,딕스Dix,1,0.999,0.935,1.0,0.978
UCkvh3vrWsoi_cd7HyiikzIQ,한혜진 Han Hye Jin,1,0.957,0.976,1.0,0.978
UCLmknpJ34g2D20jwp2Uv8FQ,Zattwo ZVS,1,0.982,0.951,1.0,0.978
UC-0tICWyA0_AJAVMBHL8GdQ,내주제에 Dare U Naeju,1,0.954,0.979,1.0,0.978
UCWbdX2OQlZkpXBw9M21pjzQ,프랭크쌤영어,1,1.0,0.933,1.0,0.978
UCoHirUZkTs1nOtyJTNbNJ5g,지피티,1,0.968,0.965,1.0,0.978
UCgmb7SRxJOBFB492gzT9Eaw,스브스뉴트로,1,0.949,0.983,1.0,0.978
UCGn4NiJio-ELCUUBk17YOMw,솔지Soul_G,1,0.989,0.943,1.0,0.977
UCzwkyBbrIg8PJ6W9L5SItfA,허팝일기,1,0.956,0.976,1.0,0.977
UC_CCESx_buyR2ZCPPZr3OAw,믿고듣나연,1,0.945,0.987,1.0,0.977
UCh78aw3gh2683F8ZTQxoaOQ,SweetHailey,1,0.975,0.957,1.0,0.977
UCrfiD6ArN-EjVwlp_X2RYJg,인테리어SHOW,1,0.97,0.962,1.0,0.977
UCyjw2Z7tC-iVNgELRxOwIgQ,하얀손 White hand,1,0.948,0.983,1.0,0.977
UCAWdNtPji5BQD2j563pZP_w,헤더의터닝페이지,1,0.947,0.983,1.0,0.977
UCunsfa6SSFxVGG74nEsGP-Q,스포일러 MLB,1,0.961,0.969,1.0,0.977
UCyyCXaPt37-4rTpDvL6niMA,뽀롱뽀롱 뽀로로 l 이야기・동화,1,0.948,0.981,1.0,0.976
UCqcHlYhOAJgDcHJn_Q-qcsw,에이블리,1,0.942,0.987,1.0,0.976
UCSczOq3knfSQuxzCticNmrw,살아라! 콸콸이,1,0.98,0.949,1.0,0.976
UCRK_M8zKoxiMMmRcnt_Eb9g,션 파블로 Sean Pablo,1,0.96,0.969,1.0,0.976
UCSNQapL0dCkVX2IiQzPASIw,Yng & Rich Records,1,0.973,0.955,1.0,0.976
UCcADqTjMyMol8B8mWm9n6rA,SECHSKIES,1,0.946,0.982,1.0,0.976
UCGep2UU85jYpst4JsMWlrKA,김새해 kimsaehae,1,0.976,0.952,1.0,0.976
UCt_UFhBBHk5rQPQv12Y7RHg,레이디액션,1,0.942,0.986,1.0,0.976
UC2IYsRiATGe71sLIOlSXGuw,흑열전구,1,0.973,0.955,1.0,0.976
UCoxT1kQSLq564FwpK473w-g,크랩 KLAB,1,0.94,0.987,1.0,0.976
UCZFglJIUsaCPRE_3yzr8zzg,볼빨간사춘기 BOL4,1,0.952,0.975,1.0,0.976
UC6yQArYJNJQb3PVqP5jhnAQ,파우더룸,1,0.946,0.981,1.0,0.976
UCM1DUoPMGRkfCxfdarlxsQw,중급닌자 양기철,1,0.948,0.979,1.0,0.976
UCeUXR_8AOMCji1OEaVne9aQ,유리한 티비,1,0.943,0.984,1.0,0.975
UC2VDsgZ343N9hKnEXQWKnag,로이어프렌즈 - 변호사 친구들,1,0.998,0.928,1.0,0.975
UCfVWxOKzPwSZkEcxXmrH6yw,A급 장영란,1,0.94,0.986,1.0,0.975
UC9-LIDYwTTSHBlZw9kKRI4w,T1 Fighting,1,0.974,0.951,1.0,0.975
UCc4lFNN1eR5Qf1JMUgECaKg,Thomas Kim,1,0.969,0.956,1.0,0.975
UCMhrA7gtnBpYeIOP2LZ7FmQ,차진혁,1,0.957,0.968,1.0,0.975
UC9xVGd0xuRsYmla53YAIkJw,GoGoMovie 고고무비,1,0.952,0.973,1.0,0.975
UCdvJpfFLFt8mpGqX-4790Fw,렉쳐노트마술배우기,1,0.942,0.983,1.0,0.975
UCP79QGSW7F8srcz4tt21Chg,사유리 임미다,1,0.958,0.967,1.0,0.975
UCNBfRyC9khKV79vL0srqqWA,장성규니버스 K-universe,1,0.94,0.985,1.0,0.975
UCYA-fzZNzkKq7GcFs6LpBuQ,싱어게인 전체공개,1,0.958,0.967,1.0,0.975
UCG0JecZ4QvGGfO-asHGhCIA,이루리 ILULIY,1,0.96,0.964,1.0,0.975
UC5hq0vE25nDkkF7-acdALXg,현역가왕&한일가왕전,1,0.938,0.985,1.0,0.974
UCEDXalKckJ-JqVCjusmHm3g,주현미 TV,1,0.942,0.979,1.0,0.974
UCwXUNmolwUE8K1Gy5WKYq1A,텃밭연구소,1,0.947,0.973,1.0,0.974
UCZyYOvUGGiDFkEB8G9StWBA,집에서안나와 - with ANNA,1,0.979,0.942,1.0,0.973
UCFyzGa2KYUAwwuJU-z0EjnA,줄리엔강 엔강이형,1,0.971,0.949,1.0,0.973
UCEdc9bL-ketM9H6hIxChEPg,Sera Ryu-류 세라,1,0.94,0.98,1.0,0.973
UCXdZ5Q0U6RV3yG9s_Q3ua9g,그로잉살롱GrowingSalon,1,0.954,0.964,1.0,0.973
UCmblbE_WxTaFWcMEGFJ_97w,이세계아이돌 ISEGYE IDOL,1,0.952,0.965,1.0,0.972
UCrMrVPuEJHKY6H_iapB1B6A,카피추,1,0.932,0.984,1.0,0.972
UC-YuM9j7aT4pkXGICFurAiA,차예련 chayeryun,1,0.937,0.979,1.0,0.972
UCnnJ34afyg9w25I_AVZIHxA,신애라이프 · Shinaelife,1,0.94,0.976,1.0,0.972
UCdhHlEf0RTkw_HmZ0Bk3KHg,JAM2 HOUSE 재미하우스,1,0.932,0.983,1.0,0.972
UCNIam-lUt69PyGWFDRYUuzA,한스 HANS,1,0.973,0.94,1.0,0.971
UC5L0lVvTgmas3rQKRIoLfpw,에스키모,1,0.939,0.975,1.0,0.971
UCI0ELrUDa91NauGqFn1IWow,Saerom Min개코의 오픈스튜디오,1,0.948,0.965,1.0,0.971
UC7BTpqWY7L4e91U5AkLVShg,둠칫 Doomchit,1,0.976,0.937,1.0,0.971
UCLMu34PKskkqvflRz0dBQxQ,6시 내고향,1,0.933,0.98,1.0,0.971
UCTnafh2iyIWh7MhcGBmGU0g,놀라운 토요일 Amazing Saturday,1,0.946,0.966,1.0,0.971
UCRJX0GaKcnMO4L2EttYqPaQ,로미쌤,1,0.957,0.956,1.0,0.971
UCSr3ldPbpz7w2iKctmJ972A,오늘도최효진 HyojinChoi,1,0.941,0.972,1.0,0.971
UC2BRSQm6_TSz2Y5zWU6fUfQ,레고따단 DDadan,1,0.944,0.968,1.0,0.971
UCsLgKKiv8kDDGy1stC8BxVA,공부의신 강성태,1,0.967,0.944,1.0,0.97
UCObJpvG3_f0P3EuLJCjzT5g,빅페이스 BIGFACE,1,0.955,0.956,1.0,0.97
UCeyNFvgkx5O2i515M1tIOAg,wonhee,1,0.926,0.985,1.0,0.97
UCF2NEA2Wkhcc4vHchkXGeWQ,백곰선배,1,0.935,0.975,1.0,0.97
UC218FQ8GUvRP29lU9-oQN1g,스타골프빅리그,1,0.956,0.953,1.0,0.97
UCdV79O72wNg4Trqsc_934TQ,Zaty Farhani,1,0.951,0.958,1.0,0.97
UC5pbeFWTPAUdKu65kBROsBg,테드TV,1,0.925,0.984,1.0,0.97
UC9W57ylcrYHpgdsiuJO3PEQ,알면보약,1,0.924,0.984,1.0,0.97
UCpRLkb38tHVxVHxQYdfPn3g,호북이,1,0.933,0.974,1.0,0.969
UC1u8CrhFa4eHTLgyv3LkE1Q,이익주는 역사,1,0.93,0.978,1.0,0.969
UCQV0Qy_1fqzbHloomT2JHfQ,난쟁이성현,1,0.922,0.985,1.0,0.969
UCCreCOjTs1N7Lga-4uyKvZg,drighk,1,0.924,0.983,1.0,0.969
UCzhiEBaGQLmL4zC7xgG0eQw,연국의 내일 Plan B Yeonguk,1,0.941,0.965,1.0,0.969
UCJ-ofC67CjMxBRmRIb6s9-w,PANGPANG STUDIO,1,0.923,0.983,1.0,0.969
UCTTjblmJnsEe8Rq71WzJ9Tw,Maru & 마루TV& マルTV,1,0.951,0.955,1.0,0.969
UC7qzaxgXSbOBtjv4ppGDsxg,화니의 주방,1,0.96,0.945,1.0,0.968
UC5Krj_2tLJgAyT7SwTsAIzQ,Dragon Lake,1,0.97,0.935,1.0,0.968
UCIJAuSf8iqdtp8Wa1E0exMg,랑쯔,1,0.922,0.981,1.0,0.968
UCykeP8c_VxzQxH9DCPdluMg,쫑알부부,1,0.927,0.975,1.0,0.968
UCvH22CTIo6UYsroNXe6CPtA,YOUTOO - 유투 애니메이션 -,1,0.945,0.958,1.0,0.968
UCAboHrUEPc4QUeOrmwSn0BQ,디지털거북이,1,0.968,0.934,1.0,0.967
UC0YPr7SRdmyrMFvtITxyeFg,인형마스터 쥐작가,1,0.965,0.935,1.0,0.967
UCWvrB8eZ18wB5o7QnzMAdcA,정훈남JHN STUDIO,1,0.944,0.956,1.0,0.967
UCvAewWPqooIUgQUsjhTmUVw,김숙티비kimsookTV,1,0.915,0.985,1.0,0.967
UCyFD76RRJKxkU0UYSiv5iwQ,개st하우스,1,0.947,0.952,1.0,0.967
UC5SrT_bctIS5kU1BbJPfT6Q,포키포TV (POKIPO TV),1,0.951,0.949,1.0,0.967
UC-NrO4PMMa8zyMyTBy-nCaA,유슬04,1,0.974,0.925,1.0,0.966
UC7raW5CP8mG0VrtiD-w5tzA,밀짱,1,0.915,0.984,1.0,0.966
UCrEhjhZS6XUaZQ0_xgKPkRQ,더스쿱The SCOOP,1,0.977,0.922,1.0,0.966
UCMiS9KYPX40s3toydlOvDxQ,광재언니,1,0.949,0.95,1.0,0.966
UC5qsXOIsLbkEIP4DI7xWOlg,소풍왔니,1,0.927,0.971,1.0,0.966
UCDFHdj0KvSoJ8id97zn3DOQ,안녕하세미,1,0.923,0.975,1.0,0.966
UCOrE-P2gXzll-lTt5XMk3Jw,강쌤철물,1,0.927,0.97,1.0,0.966
UCt2ovOiAlTc8pAihvOFarYA,보컬프렌즈 VOCAL FRIENDS,1,0.945,0.952,1.0,0.965
UC-603KNB_fvzHP9MpBqSKWg,진똑개 풍이,1,0.924,0.972,1.0,0.965
UCmt37gsORDrWp2GD5k1xKxQ,진절미 Jinjeolme,1,0.91,0.985,1.0,0.965
UCVZ0SJNurJAv-6hV5VEGB2A,꽥,1,0.926,0.969,1.0,0.965
UC0epvBYeQ8vQbf0j2emrM4g,IMP RED,1,0.918,0.977,1.0,0.965
UCwL6QaI3kpmDfCFEaNVMbJQ,송단프로 골프채널 [Song Dan Golf],1,0.948,0.947,1.0,0.965
UCL3gnarNIeI_M0cFxjNYdAA,로스트아크 LOST ARK,1,0.91,0.985,1.0,0.965
UCADTU4uYdeSWKizj8OBKQRA,냥신TV,1,0.964,0.931,1.0,0.965
UCIvwq0KixXN8kW4Ml26ptYw,광 gwang series,1,0.914,0.98,1.0,0.965
UCZ55qC4VYhtjcadp4wO5Wwg,예콩이네,1,0.922,0.972,1.0,0.965
UCHUL8CKzq0sGWJWZ0rm4oHQ,인테리어 하는 날 NAR tv,1,0.935,0.96,1.0,0.965
UCqnYeCdELqXQulBZuK2y7sA,큰손 노희영,1,0.95,0.945,1.0,0.965
UCnxOGZwppMFnMYS-eUJtwXw,눈꽃,1,0.957,0.937,1.0,0.965
UCOkr541W3GBtVwLP0aNpJbw,주둥이방송 쇼츠,1,0.912,0.981,1.0,0.964
UCgQo0Aovff6pyuU7pY70vgA,파비생제르망,1,0.927,0.966,1.0,0.964
UCrfqKR--XsVWIcFA24YbC8Q,앵그리팁,1,0.977,0.915,1.0,0.964
UCKCLjE6UrEqUOIKp9hnG9Ew,라이크잇 LIKE IT,1,0.916,0.976,1.0,0.964
UC8Qr3x_4xovxmraT4Ag2Fvw,Sugar Bean 슈가빈,1,0.948,0.944,1.0,0.964
UCqH1ZFdimCKiDzAMB5tFpTg,파비양반,1,0.932,0.959,1.0,0.964
UCrABnHuuousrSl5c-mYtyuw,UNCUTPOINT,1,0.904,0.985,1.0,0.963
UCNxywnbXT-F9DAYxQn1BdPg,OTHANKQ,1,0.93,0.959,1.0,0.963
UCSQ55iSysqYErLRDC6ARi9w,티키틱 TIKITIK,1,0.907,0.982,1.0,0.963
UCLlfMCCErVE5VaEyHxB5AgA,God DongMin갓동민,1,0.91,0.978,1.0,0.963
UCn1dcIACu-oUHn25Y11gpPg,고탱 브이로그 Goteng Vlogs,1,0.924,0.963,1.0,0.962
UC5Oz2fuXlILwEH4P96h2LLg,The Cliburn,1,0.915,0.971,1.0,0.962
UCQLfdihF1WwbuVcgJq6x6Iw,LookSam,1,0.916,0.97,1.0,0.962
UCZnrdNaOFqniv7qEEqQFvIg,초깨비,1,0.912,0.972,1.0,0.962
UCObpcVC0xLXzyJr1SlKrheA,박축공 Football Park,1,0.946,0.938,1.0,0.962
UCk4XjBsDuzItvsuVGiDdKqQ,스브스스포츠 SUBUSU SPORTS,1,0.902,0.982,1.0,0.961
UC12BY9i1Lurqcvt-IZOpVvw,yoloria욜로리아,1,0.907,0.976,1.0,0.961
UCQkIH55mkTKgecG2HTYAk1Q,ㄴ신봉선ㄱ,1,0.93,0.953,1.0,0.961
UCdtY7-_h-KgBTXHJfTk8wwQ,본격사studio,1,0.936,0.947,1.0,0.961
UC6GOiYQCor5ki4IHDfFg-ug,넷플릭스 뽕뽑기 [엘플릭스],1,0.943,0.939,1.0,0.961
UC9Amgn24YSvlyzKWynKZh-w,노보스인더스트리 NOBOSSINDUSTRY,1,0.965,0.917,1.0,0.961
UCqIxpbr47Ga4MLiu6fhIHrQ,배종찬교수의 맛있는 돈이야기,1,0.97,0.912,1.0,0.96
UC4CUVSOpeakZosjlHzSoZAw,현이머,1,0.903,0.978,1.0,0.96
UCZ8lgKFFUoD8G8HsL7nCvfg,트롯869,1,0.91,0.971,1.0,0.96
UCEUL40nXJFCBv9z3Q1V6YMQ,면상들,1,0.943,0.937,1.0,0.96
UCFoosrYcl0_2ycHkCrfn1Sw,없는마케팅,1,0.976,0.903,1.0,0.96
UCmKd9biECG0kowR8BysVLdA,김태균 [TK52],1,0.914,0.964,1.0,0.959
UCOy5oxxcBOxW-FV0XhD4FvA,"역주행-한국사, 세계사",1,0.903,0.975,1.0,0.959
UCHmmTQp2cnoCUsCLYHecsng,PIERCE,1,0.914,0.962,1.0,0.959
UCCfy_jauEe07jowzGkEqo-g,누나IT,1,0.913,0.964,1.0,0.959
UCvgQb81vut4ERrKnJfkpCOg,괴짜TV,1,0.906,0.97,1.0,0.959
UCmZlkABficAsaDdXzuqmkQw,준호말고준호,1,0.913,0.963,1.0,0.959
UC6-4JXxy7l8CmxEZXxIn_EA,HigherSelfKorea,1,0.91,0.966,1.0,0.959
UCoxhBXg60GN21-3Hy1sSNlA,SODAM 소담한작업실 (소담한작업실),1,0.895,0.98,1.0,0.958
UC223G1Qi7_WWZqN6gtxCtSw,은하캠핑 eunha camping,1,0.904,0.972,1.0,0.958
UCf7dAuLcfkHLkYupK1jCegA,EMK MUSICAL,1,0.911,0.964,1.0,0.958
UC1RjCqJ8nlQq-kx7mXYhPWg,김재환 KIM JAE HWAN,1,0.938,0.937,1.0,0.958
UClyMrVGcCNwghihB13FuKUQ,Lena's RukoTV,1,0.892,0.982,1.0,0.958
UCZniutcfkGfffyL9__BXo6g,에나스쿨 ENA School,1,0.893,0.981,1.0,0.958
UC9tIwGVzon1Ac56BqI_9JAQ,아뽀TV,1,0.896,0.977,1.0,0.958
UCQlc9zUsaiBkXyAPKwZxZ1A,맛타르시스,1,0.963,0.91,1.0,0.958
UCBt-M9TKEjaByElFXX-DDTg,또모TOWMOO,1,0.926,0.945,1.0,0.957
UCAKiBavt4OwqwPHeK6V5oXQ,팻두의 스토리텔링,1,0.897,0.973,1.0,0.957
UCducfzODC9lt4cR0tZBOOxw,남자의 취미,1,0.904,0.965,1.0,0.956
UCG4QzIn0LWD6_uOtfXsHqPw,NBS역전의부자농부,1,0.883,0.985,1.0,0.956
UCx1OIJyENR699uuRFTzW8Kw,카팁,1,0.884,0.984,1.0,0.956
UCi3BnqSK4DPzRj8szUeLIQA,하나나 Hanana,1,0.889,0.979,1.0,0.956
UCxpJzf1WhcHXthNdztgVdXw,양브로의 정신세계,1,0.89,0.977,1.0,0.956
UCeUJ8B3krxw8zuDi19AlhaA,스프 : 스튜디오 프로미스나인,1,0.904,0.963,1.0,0.956
UC_BAw9COrMIa5dd_eWu_DSg,Boram Tube Friends,1,0.91,0.956,1.0,0.955
UCw0qRuJiJ47bLwUc_YgS3TQ,박병일의 명장본색,1,0.881,0.984,1.0,0.955
UClAm2dYo76fXo8Kbf-4Dxdw,양빵당구,1,0.915,0.949,1.0,0.955
UCoDmztfkfbB3rtEa62BoUvw,No.1 데프댄스스쿨 DEF DANCE SKOOL,1,0.958,0.906,1.0,0.955
UCeXaojJKJ9DVFkVM6O6drBQ,최민호 MINHO,1,0.89,0.973,1.0,0.954
UCknfGXdai7ZaDhs3Frhtb6A,재뻘TV,1,0.926,0.937,1.0,0.954
UC_iY5S04dzWViz6cOgSUpjQ,효크포크 Krazy girl,1,0.878,0.985,1.0,0.954
UC9Bz-0ovP0MXpnou049XCqw,라이프글로우 LIFE GLOW,1,0.881,0.98,1.0,0.954
UCHHaqYhO5hbqx4x3f96xJaQ,머니스웨거 Money Swagger,1,0.877,0.984,1.0,0.954
UCrc9P_BBKjNDYr2TUdosfKQ,조준_Jun Cho,1,0.888,0.974,1.0,0.954
UCFGRlWXTec7-A0v0aSTH0vQ,다우소,1,0.874,0.986,1.0,0.953
UCldwUablgk8KPcFPQlKnB-w,또 떠나는 남자 ddoddunam,1,0.91,0.95,1.0,0.953
UClf0nMufbyc7QE3PaPO7SRg,경서,1,0.877,0.983,1.0,0.953
UCJ1ovjjDbEXiJttm51cl9TQ,이넉살,1,0.902,0.958,1.0,0.953
UCr7cxePaG7vmHxCq7cTd-6g,Reynah,1,0.905,0.954,1.0,0.953
UC6oRqb8L9Cv8yOu8hm4E__g,Koreanet,1,0.878,0.98,1.0,0.953
UC-DR5sk-YE3EIN_N928JoRA,뻔펀,1,0.88,0.978,1.0,0.953
UCMYu489PAK30L1eYR4eQJmA,킥튜브,1,0.888,0.968,1.0,0.952
UCRnoBo60_joBvIQCoAiNCqg,월간 윤종신,1,0.899,0.957,1.0,0.952
UC84Zkx_92divh3h4sKXeDew,서담 seodam,1,0.876,0.98,1.0,0.952
UCyjFCDtIaSnnIJVsxXAH1UA,SOONSIKI,1,0.874,0.982,1.0,0.952
UCyChocK7-g2FMThpEjzbUJw,PMY,1,0.905,0.951,1.0,0.952
UCLAgUdDB5AacEGtPqyTBD0w,드립팩토리 [Dlib Factory],1,0.911,0.945,1.0,0.952
UCeV3vfUkFPdPud2WlHNQrOg,정유빈,1,0.916,0.939,1.0,0.952
UCd-IK0i2NpWWn8y9Y7yJJIA,로블록스 선생님,1,0.902,0.953,1.0,0.952
UCK7CGb9IyP9oChiGRVh1cDQ,조아람(E.Violin Jo A Ram),1,0.903,0.951,1.0,0.951
UC42bpP43b5FBLKl6z3IAJ1g,사라패밀리SarahFamily,1,0.882,0.971,1.0,0.951
UCbWuJ2_MlwEjtRQrQ1u6dCA,WE DEM BOYZ 위댐보이즈,1,0.915,0.937,1.0,0.951
UC_UKEsQBkJ9ZOJkKpJs_54g,요요미 - YOYOMI,1,0.867,0.984,1.0,0.95
UCfela5_jdX8ZKhGGaxyel9g,찐엔딩,1,0.897,0.953,1.0,0.95
UCPEIG1tL9asHjHx5VXy2hwQ,파니Pani,1,0.878,0.971,1.0,0.95
UCtup7usUjs_RshOX5LniH-g,Cosmograph,1,0.882,0.967,1.0,0.95
UCLdxLyuNHafN-1UlOs2BK8A,파크모,1,0.917,0.931,1.0,0.949
UCFLlNLJbGBiMT07N55GId6A,유우성의입터뷰,1,0.868,0.98,1.0,0.949
UCYTtpiM-uCe_9Ar_HD8YsMw,로봇알포 ARPO The Robot,1,0.903,0.945,1.0,0.949
UC2DoArGfQAO8wkkr3E1BHnw,틱탁아티스트,1,0.944,0.903,1.0,0.949
UCuG998qSYbpTz_TeggrLjoA,딩대 DingUniv,1,0.931,0.917,1.0,0.949
UCGfYw3aUYipiJBe56KdTzMg,뽈인러브,1,0.91,0.937,1.0,0.949
UCInYIznyqojL4rJc83pSJQA,박서진,1,0.881,0.966,1.0,0.949
UCJg9L0svbnuPcjOcqLbi_3g,김인호TV,1,0.899,0.948,1.0,0.949
UCSuhLNKQsW0-_JtjzIumbvA,차살때 스튜디오 ,1,0.932,0.913,1.0,0.948
UCmpJ1DrrN84EDYSAIHCHTUQ,섭이는못말려,1,0.9,0.945,1.0,0.948
UCrlp00QA7rEnBgKH9CW6BTQ,진짜사랑,1,0.895,0.949,1.0,0.948
UC2ST2e5XrCTJyQRqaw2gTOA,개토리,1,0.859,0.985,1.0,0.948
UCuLHDMXUqV5JR8Qv-FpwF8g,민경장군,1,0.943,0.901,1.0,0.948
UCoVz66yWHzVsXAFG8WhJK9g,KBO,1,0.945,0.898,1.0,0.948
UC0EpedkBG2k7kd8UGJuYShQ,Kemi TV,1,0.893,0.949,1.0,0.947
UC4CO3nLRunq2XZ7H3EZvAGw,rinaworld 리나월드,1,0.858,0.983,1.0,0.947
UC7E36pgng18bqe_C3IiNoag,Bigman,1,0.901,0.94,1.0,0.947
UCsjOqE2Mdla-5p9FyjLkIxg,폴라베어 전실장,1,0.905,0.936,1.0,0.947
UCUxh_8uMMnHY-jBSwDjTVWg,뭐든하기루,1,0.861,0.98,1.0,0.947
UCPf9TQQUUA4romo9o_EPg8w,묻지마스토리,1,0.859,0.981,1.0,0.947
UCtnJcagkoCx-X7JI-yT0NjA,리도동동Leedo,1,0.861,0.979,1.0,0.947
UCTaa3IrgDnQaFw_TD-JJRJw,스톡킹,1,0.872,0.968,1.0,0.947
UCvtD2WPCqgtG4RBOaz0ci5w,GKR 지케이알,1,0.859,0.981,1.0,0.947
