channel_id,channel_title,sensitive_score,n_sensitive_videos,sensitive_video_ratio,cat_politics,cat_hate,cat_aggro,cat_adult_illegal
UC62lSbFDMublcifIjVexQFQ,살찌우는엄마,0.0133,1,0.02,0,0,1,0
UCns4Qg50SKaylIG1cErmvng,송병구TV,0.0133,1,0.02,0,0,1,0
UCdB_o5jXGuCVL_Zj7CRAhVg,얌코리아 YumKorea,0.0133,1,0.02,0,0,1,0
UCnHpEWXz2Ehirkc3wuFfUfw,옥뷰티 OK Beauty,0.0133,1,0.02,0,0,1,0
UCdIEYDgeVMLB9TP35anqi1w,전승배,0.0133,1,0.02,0,0,1,0
UCnBht7BrOx-A328KFXgysqQ,쿠팡플레이 스포츠,0.0133,1,0.02,0,0,1,0
UCdRDEMsLzDgoXY0AdQ1yN8g,새라새라 게임채널,0.0133,1,0.02,0,0,1,0
UC680xbWPNkGiHQqRC4LKSXQ,우리동네핫플,0.0133,1,0.02,0,0,1,0
UCAtGPbK4AWmeoaREsNLLZhg,마닥개_MADAKGAE,0.0133,1,0.02,0,0,1,0
UCcTWmzBmvxAKtM1tQ0VMwZA,Allure Korea,0.0133,1,0.02,0,0,1,0
UCcP1uBSHsP5NaBx6QfgD-HA,나렝아치 NaRengAchi,0.0133,1,0.02,0,0,1,0
UCoe_Vp6N4pBX0232Y5LpD5Q,돌잼,0.0133,1,0.02,0,0,1,0
UCoMOq3pwQqm0UvJm1EBIzRA,미키광수,0.0133,1,0.02,0,0,1,0
UCodej4v9byvJgcUmvTaozRA,윤이버셜YUNIVERSAL,0.0133,1,0.02,0,0,1,0
UCbOwqHbQf0uspeRe7lY8e6Q,스타일가이드 최겨울,0.0133,1,0.02,0,0,1,0
UCocyMpMfOymcvkbjIja4_Rg,베러심플_Better simple,0.0133,1,0.02,0,0,1,0
UCCA8UWUW80iHqK9ymdjRwPg,탬탬버린,0.0133,1,0.02,1,0,0,0
UCC7CrJilMc-MIaAeEqjO-Lg,수린 suzlnne,0.0133,1,0.02,0,0,1,0
UCbe-PEd4rZPMmITwDvgBj1Q,여에스더의 에스더TV,0.0133,1,0.02,0,0,1,0
UCbhuEJomAdYRScVZQJqpA0A,코삼부자 by 허웅 허훈 허재,0.0133,1,0.02,0,0,1,0
UCoKDi-1KsdYjw6lap4ctXRA,기유TV,0.0133,1,0.02,0,0,1,0
UCBixbGO61jj7oyb-JvWnc8w,투배럴매직 :: 초진지 고품격 마술채널,0.0133,1,0.02,0,0,1,0
UCoHirUZkTs1nOtyJTNbNJ5g,지피티,0.0133,1,0.02,0,0,1,0
UCbwy5KgaKa-W6Ladj3iN4mw,Jella젤라,0.0133,2,0.04,0,0,2,0
UCoFfV8sTi5PWKEdvJP2XzWQ,늘이농,0.0133,1,0.02,0,0,1,0
UCc18Y_SQL76W6g7Er7zq8fQ,T-VIRUS Films (티바이러스),0.0133,1,0.02,0,0,1,0
UCoDLLyiqum2JOBI4Dty8eUA,윰댕(yum-cast),0.0133,1,0.02,0,0,1,0
UC5cVWAEzenhFyup2kRcouhQ,아임레이나 I'm Raina,0.0133,1,0.02,0,0,1,0
UCnv6j0NZGfT6iv3t_-yRzAw,이모저모TV,0.0133,1,0.02,0,0,1,0
UCvAewWPqooIUgQUsjhTmUVw,김숙티비kimsookTV,0.0133,1,0.02,0,0,1,0
UCrnxDS-QclED-ej-MFxr8tA,MARKERS WORSHIP,0.0133,1,0.02,0,0,1,0
UCP2BfcoKcbKnXHJmhYlVSwQ,오늘의 도파민,0.0133,1,0.02,0,0,1,0
UCNsLj-qMOP1vQrkJa9p0PUQ,야만스러운,0.0133,1,0.02,1,0,0,0
UCxOZuUWuWhnsJqnlTcLlSYg,VLENDING 블렌딩,0.0133,1,0.02,0,0,1,0
UCvpvxehqmA95v9Q5RS6B_DQ,우낌표,0.0133,1,0.02,0,0,1,0
UCysSC6UjONpWKMbBupJZjpg,빵튜브 뽀니 BreadTube,0.0133,1,0.02,0,0,1,0
UC-jWE9zIvKZ7C7jNYUQ3VaA,캐릿 Careet,0.0133,1,0.02,0,0,1,0
UCyuL_XQ-AtzXnpNf_hdmkhw,지편한세상 [Jeeseokjin World],0.0133,1,0.02,0,0,1,0
UCInYIznyqojL4rJc83pSJQA,박서진,0.0133,1,0.02,0,0,1,0
UCvtD2WPCqgtG4RBOaz0ci5w,GKR 지케이알,0.0133,1,0.02,0,0,1,0
UCQrkz3svb0n51AOO7OJMY7w,해피아가리 - Happy I got it,0.0133,1,0.02,0,0,1,0
UCLdLy47SvLDgHkO4F1HcAWw,[ER 골프] 이정웅프로,0.0133,1,0.02,0,0,1,0
UC12BY9i1Lurqcvt-IZOpVvw,yoloria욜로리아,0.0133,1,0.02,0,0,1,0
UCSG0f3bvUvbSle58ETp9z2w,아이돌 라디오 유니버스 IDOL RADIO UNIVERSE,0.0133,1,0.02,0,0,1,0
UCx8VHJrRT0MAtCNy1JhksyQ,B-PLAY 비플레이,0.0133,2,0.04,0,0,2,0
UC1LiTfGNZiweSTu8_NFVi1g,찬우살이,0.0133,1,0.02,0,0,1,0
UC1L79yKbmVepsCYusa4KHLQ,깨박이,0.0133,1,0.02,0,0,1,0
UCNpVpZxVFj1dzd-6hj4vG0g,코리안 타노스 김민수,0.0133,1,0.02,0,0,1,0
UCR-qpXziP5pIqNHFKL-w12g,쿠왕coo king,0.0133,1,0.02,0,0,1,0
UCvmwkWRCoXua8doV6pIQzaQ,하빠 happa,0.0133,1,0.02,0,0,1,0
UCLUtmYvLE94gdGrA7XAnKBQ,시발낙지,0.0133,2,0.04,0,0,2,0
UCO61Rl-jslhyeenfjt-NO4w,얌무YAMMoo,0.0133,1,0.02,0,0,1,0
UCyq8RlRiU5lXFS2sq2YFkzg,크크오톡,0.0133,1,0.02,0,0,1,0
UCQOxUtjZJAQpxCIqBgfoCRA,셀코TV / 잘 먹고 잘 사는 방법,0.0133,1,0.02,0,0,1,0
UCvi58-18IuK8oHGzXBLOrWg,니얼굴_은혜씨 Eun hye,0.0133,1,0.02,0,0,1,0
UCLbOYoltlCD0LN06fSwKTsQ,갓피플TV,0.0133,2,0.04,0,0,2,0
UCL_IvtOZo6sONpiydbzzHpA,JUNE,0.0133,1,0.02,0,0,1,0
UCx_K2BXC77kan9PcQCkLZDQ,레드셀,0.0133,1,0.02,0,0,1,0
UCQV6pkNkEGBpQXzCh4G19WQ,Hyang Ah Chi 향아치,0.0133,1,0.02,1,0,0,0
UCMo7YL86nSu4Gj-RFGZHZIw,Bart Park,0.0133,1,0.02,1,0,0,0
UCQVn712WYOFCXDHSrs0UcdA,변기수골프TV,0.0133,1,0.02,0,0,1,0
UCxYYbzOCCeFwAl80gDJjaag,Tasty Hoon 테이스티훈,0.0133,1,0.02,0,0,1,0
UCSWMuYooxYPorJSumJbLzCQ,옴므,0.0133,1,0.02,0,0,1,0
UCxW1hAkazdr2V81eEogoJUw,미니상[이상민],0.0133,1,0.02,0,0,1,0
UCSWG-hKh0u9tFCoZMRfCfuA,뢴트게늄 Roentgenium,0.0133,1,0.02,0,0,1,0
UCyn7aoxdLNDZG2ZXXLoVCNQ,쿡피아 Cookpia,0.0133,1,0.02,0,0,1,0
UCvj8E2-Gh14_0koba0h_7Dg,하드코어핫바리,0.0133,1,0.02,0,0,1,0
UCxVPJMGShV04KTy_Fr3WMig,Aloha Language House,0.0133,1,0.02,0,0,1,0
UC12YJZLancDKojjbRunyhZA,진석기시대,0.0133,1,0.02,0,0,1,0
UCP5M5xLt4TRzPqj8zlAskzQ,박씨집안,0.0133,1,0.02,0,0,1,0
UCSB5FOwUVnAhGo_o99IhxYA,MarvelKorea,0.0133,1,0.02,0,0,1,0
UCRTRG3sr8my7ONpSQNruU2A,더헬TheHell,0.0133,1,0.02,0,0,1,0
UCI5ZLTYfIfXaeubb2ny0kNA,해피해은 HAEPPY,0.0133,1,0.02,0,0,1,0
UCRqYpgUV0xPDWignRgTzp6g,ColorScale,0.0133,1,0.02,0,0,1,0
UCwTHUixtkE6UOZbGcAKfF6g,케이밥스타 [K-밥 STAR],0.0133,1,0.02,0,0,1,0
UCRnEWJKVc5FpC-9Z3CBt2ZQ,키키티비 Kikihappy,0.0133,2,0.04,0,0,2,0
UC-QIqPAffXGJVgy_tnn145w,KOVO,0.0133,1,0.02,0,0,1,0
UCIJBt-DqtODaUKGKI5H01fg,Toon Tube,0.0133,1,0.02,0,0,1,0
UCRZA4WlfUNWRUEW7oA81ZvQ,뚝지,0.0133,1,0.02,0,0,1,0
UCRaEQm6yar7P7FeVpkL8xYg,맹피셜,0.0133,1,0.02,0,0,1,0
UCLF1hNfWMvgq4zvR5qzDWgg,그리구라 GreeGura,0.0133,1,0.02,0,0,1,0
UCRb-Kl1gXJrXzKsI-I3egJw,시미켄 TV,0.0133,1,0.02,0,0,1,0
UCNOYTSGiu9bV6VjqnJa4ojw,멜로우TV,0.0133,1,0.02,0,0,1,0
UCzDmGDR5RdahQkLCBoWlTEg,FC 온라인 Esports,0.0133,1,0.02,0,0,1,0
UCIFi7OKLR8fNIhxehFb9tgg,땡절스 DanJerous,0.0133,1,0.02,0,0,1,0
UCNK0-1KNIwowKzZu6tSjqsw,라이프타임,0.0133,1,0.02,0,0,1,0
UCIBoeAMqlic3emU6_crV9Vw,개인팟,0.0133,1,0.02,0,0,1,0
UCRV0Gb4i99Aj9UiqCE8xlvw,CJ ENM Movie,0.0133,1,0.02,0,0,1,0
UCI5WgFSOVO9UJFcqQTiClHQ,풍자테레비,0.0133,1,0.02,0,0,1,0
UCzRDCwJdqSSRwI4BgojVkIw,핫스튜디오,0.0133,1,0.02,0,0,1,0
UCNWXNY7W1Dih__FM6OfH7ag,짱배 BB_BAE,0.0133,1,0.02,0,0,1,0
UCS6GXGMTU9MeDI00PvjH7Rw,KOCCA MUSIC,0.0133,1,0.02,0,0,1,0
UCx3yPlawkBXjATPVwuBsZIw,NICOLE 니콜,0.0133,1,0.02,0,0,1,0
UCw7ixHhCNLVW_By9i2pCDHg,티티 스튜디오(TT STUDIO),0.0133,1,0.02,0,0,1,0
UC141BuVRzSSXJX33Am9yxEA,소니쇼게임방송,0.0133,1,0.02,0,0,1,0
UCw7yRqEtg39mNy2EfJCz7mg,백봉기티븨 BBGtv,0.0133,1,0.02,0,0,1,0
UCz0F9ndJTA0eL2XyL5R8YNg,멜봉 네덜란드 MelBong,0.0133,1,0.02,0,0,1,0
UCwvuDW6OjHyAcQUms9X31dg,한나TV,0.0133,1,0.02,1,0,0,0
UCLLGccON9y08RB7xqusu_Ww,바위골렘,0.0133,1,0.02,0,0,1,0
UCz0f0QwCOqdm35MPnmm89hA,주파수 라이브 ZUFASU LIVE,0.0133,1,0.02,0,0,1,0
UCNBfRyC9khKV79vL0srqqWA,장성규니버스 K-universe,0.0133,1,0.02,0,0,1,0
UCRGDfB1WfSdruo7bRGi1iuw,어썸기타,0.0133,1,0.02,0,0,1,0
UCRJX0GaKcnMO4L2EttYqPaQ,로미쌤,0.0133,1,0.02,0,0,1,0
UCLKYLWsKF4waqDx8T_43hBw,유니버설 픽쳐스,0.0133,1,0.02,0,0,1,0
UCRK_M8zKoxiMMmRcnt_Eb9g,션 파블로 Sean Pablo,0.0133,1,0.02,0,0,1,0
UCIKTgeRySM8cQWFDGA7aC9g,메탈카드봇TV,0.0133,1,0.02,0,0,1,0
UC0kxn6Qw4ik_pFhZAlvHzHw,스튜디오:D,0.0133,1,0.02,0,0,1,0
UCJCNS4-1Bff7H2fzuUCZzig,클래씨 ClassyTV,0.0133,1,0.02,0,0,1,0
UCSw7Ts6UNnjnuzpwvUC6QTw,다이아나Diana,0.0133,1,0.02,0,0,1,0
UCyUH1C9_ozagToXDxgGjFGg,엄마의 요리백과,0.0133,1,0.02,0,0,1,0
UC-BqPABOl7c7rR5EoJJZ0UA,방언니 - 방송국에 사는 언니들,0.0133,1,0.02,0,0,1,0
UCOY3LbxXxCd8SykBvcVJlzg,차도남 닥터준,0.0133,1,0.02,0,0,1,0
UCQ1MFiJ-jeJbm1DzkUCYVyQ,역시트레이너형님,0.0133,1,0.02,0,0,1,0
UCSuUYEy9DrHFxzNt5gRL_zA,홀리코리안 HOLYKOREAN,0.0133,1,0.02,0,0,1,0
UCMFtInytGPb98UUCjJHdsQw,재단법인 지관,0.0133,1,0.02,1,0,0,0
UCKmQlVBsuwvArxWS9AmlLBA,깡레이더,0.0133,1,0.02,0,0,1,0
UCvUKUkIM67eWFbQemjj2-eA,마플의 잡다한채널,0.0133,1,0.02,0,0,1,0
UCPvwqht-XvcbbaUavs53ejg,입시덕후,0.0133,1,0.02,1,0,0,0
UCOaUB8RzbLXB7QZtCmMO-8A,메탈킴,0.0133,1,0.02,0,0,1,0
UCyc_LKrPkD56emyTrPu4KXA,냥꼬리,0.0133,1,0.02,0,0,1,0
UCJr77-8lpG_miCbTyxRv04w,약초꾼 이형설,0.0133,1,0.02,0,0,1,0
UCKd2rI7xVJm86kav7okWC6A,Official 섭이 S2 FConline KOR,0.0133,1,0.02,0,0,1,0
UCJtAFDmVo5_9dnobfV-rl1g,올영TV,0.0133,1,0.02,0,0,1,0
UCyEND5Fs12dRsUsmjBy4ZbQ,남서연SEOYEON,0.0133,1,0.02,0,0,1,0
UCSr3ldPbpz7w2iKctmJ972A,오늘도최효진 HyojinChoi,0.0133,1,0.02,0,0,1,0
UC0JG_PODzBXS5bYs5uoONlw,지읒asmr,0.0133,1,0.02,0,0,1,0
UCyFRoP5pwFPHCv6RrLIHxhA,미소,0.0133,1,0.02,0,0,1,0
UC0E8F4w1ANCuHCS-a4SYS4g,설민석 Seol Min Seok,0.0133,1,0.02,0,0,1,0
UCHcWTzTXALcjjfrcsXSCjRg,하루TV [HARUTV],0.0133,1,0.02,0,0,1,0
UCKUz_7LxgiMXa0lrwzzsKTQ,박수홍 행복해다홍,0.0133,1,0.02,1,0,0,0
UCOw9AWMLleR-RZ7mHI8Ij4A,종지부부,0.0133,1,0.02,0,0,1,0
UCOzhy2XI4hJgyZtisS15YQw,양대산맥,0.0133,1,0.02,0,0,1,0
UC1l27Mw8GuCbmK0Z5SzIyRw,맛수령,0.0133,1,0.02,0,0,1,0
UCyPwyuEZLmXJXa0M24-Sh6Q,Jaurim,0.0133,1,0.02,0,0,1,0
UCySPtgDjPFwDa6ZWvMzPbyQ,ROKSEAL,0.0133,1,0.02,0,0,1,0
UCKFvoxDM0NoLChK9hCe7VfQ,삐루빼로,0.0133,1,0.02,0,0,1,0
UC-2wa6jvprl7hfCpvw0ULzg,오버워치,0.0133,1,0.02,0,0,1,0
UCPDiMzJdYb0Q-LxoP7W1j7g,김승배,0.0133,1,0.02,0,0,1,0
UCMJiRC8ebr3BM1bqSGy3lXA,강쥐G,0.0133,1,0.02,0,0,1,0
UCLGDwdJU3TQF34JgVAlvwBw,오버워치 이스포츠,0.0133,1,0.02,0,0,1,0
UC-tf6zl3dN2oTpvdTnBKScA,권혁수 감성,0.0133,1,0.02,0,0,1,0
UCMSz_yah88yZMC6js2p149A,로빈의밥상,0.0133,1,0.02,0,0,1,0
UCMOJFzyD8UyHnGMG_6eqv5w,크포,0.0133,1,0.02,0,0,1,0
UCvbJ9QMe4jjTsufYh4aDqWA,Mommy Son,0.0133,1,0.02,0,0,1,0
UC0bXUn25faBH-JzlUEHNh7g,웃긴협회,0.0133,1,0.02,0,0,1,0
UCxnUwmr_s4ba0G9lkxt_4uA,Dolly and Friends - 대한민국,0.0133,1,0.02,0,0,1,0
UCJfDSu2aV8gehh7f3ndclew,이게 최우선,0.0133,1,0.02,0,0,1,0
UCzhiEBaGQLmL4zC7xgG0eQw,연국의 내일 Plan B Yeonguk,0.0133,1,0.02,0,0,1,0
UCQ4eZwsMew7ZaV_HKXnQLGg,떼지네,0.0133,1,0.02,0,0,1,0
UCJQDi71H00IXCQbxAtFem3Q,DC튜브,0.0133,1,0.02,0,0,1,0
UCJU6Tal7hGSu7MdAmKVuj-Q,리우군의 다락방,0.0133,1,0.02,0,0,1,0
UCJg9L0svbnuPcjOcqLbi_3g,김인호TV,0.0133,1,0.02,0,0,1,0
UCQ2a9oTOgf1P5y32uiS-whQ,Route 9 루트나인,0.0133,1,0.02,0,0,1,0
UCcL8PoeJCC6DwAcKyzw_eQg,코인스코어,0.0067,1,0.02,0,0,1,0
UCmluYHFpXNxXhabzn87kPfA,lEtudel,0.0067,1,0.02,0,0,1,0
UCAaLhok91QDrweyuDRsmjqQ,킴성태TV,0.0067,1,0.02,0,0,1,0
UCE6YwE9sMhS698Jc9_VGrIA,밀리터리생활 탐구,0.0067,1,0.02,0,0,1,0
UCs9H--14toIRdJQAD9qz9tA,곽토리 kwak tori,0.0067,1,0.02,0,0,1,0
UCnwA84tROxLzFSyUl7CI07A,앵보,0.0067,1,0.02,0,0,1,0
UC1Do3xw9OuUk7FQuPTmSVOw,지식보관소,0.0067,1,0.02,0,0,1,0
UCmpiTmeMBPnaK6JAS12pe7w,북한산용궁사tv오왕근,0.0067,1,0.02,0,0,1,0
UCOrE-P2gXzll-lTt5XMk3Jw,강쌤철물,0.0067,1,0.02,0,0,1,0
UCl8OVxF0iHY3uFEgXz9w00g,멋진기영TV,0.0067,1,0.02,0,0,1,0
UCOqeF8PL2vH0vsRD_tnzY8Q,도아TV,0.0067,1,0.02,0,0,1,0
UCZ55qC4VYhtjcadp4wO5Wwg,예콩이네,0.0067,1,0.02,0,0,1,0
UCbx9MaT1BAc1A2ZhNQtpkmQ,도사우치,0.0067,1,0.02,0,0,1,0
UCXbRURMKT3H_w8dT-DWLIxA,fromis_9,0.0067,1,0.02,0,0,1,0
UCDwocU-T3PPaB075K_PbUHA,영어말하기-Speak English,0.0067,1,0.02,0,0,1,0
UC_6KWajhpTGG3LFpBLqkqXg,NPOP,0.0067,1,0.02,0,0,1,0
UCwuLoOntr78Ab37BuntMWEg,iGoBart,0.0067,1,0.02,0,0,1,0
UCRYW4oLwQFhyGqnj_hbQ5Tg,caro Vlogs 까로,0.0067,1,0.02,0,0,1,0
UCbdw6g4l-fjSOPwv0AJxczA,치유 cheeu,0.0067,1,0.02,0,0,1,0
UC_-jP0vJCb_8dQoVgMYNfxw,고양이탐정TV,0.0067,1,0.02,0,0,1,0
UCeMnE-DVMyn_XOZ4NcGtp6A,텃밭농부,0.0067,1,0.02,0,0,1,0
UC3NIb2qVtwunRNmypsDpQzA,파이브,0.0067,1,0.02,0,0,1,0
UCII-TCayU-6gkfzfgJKsFZw,망구 MANGOO,0.0067,1,0.02,0,0,1,0
UC5UK2NKBrhi_Szk2J7QVUmQ,민지영TV MJYTV,0.0067,1,0.02,0,0,1,0
UCmancFdm_54LtWlxggqkruQ,박코 Bako,0.0067,1,0.02,0,0,1,0
UCP1rKrteinsrN5yxtF435EA,즐기는 남자들,0.0067,1,0.02,0,0,1,0
UCp0OmOWCVNzKh4du1dCvpLQ,스튜디오 피넛버터 - Studio Peanut Butter,0.0067,1,0.02,0,0,1,0
UCBZqXn7fw4pMwk9vFYkoDJQ,파이.D,0.0067,1,0.02,0,0,1,0
UCy7ecXWXcl64rUMTAGPM4Xw,🚩진소리&《김봉곤TV》,0.0067,1,0.02,0,0,1,0
UC0WXpjw0Uayhz-z8be0ILeQ,급매물과 반값매매,0.0067,1,0.02,0,0,1,0
UC_gaUd0RTRlwyuAf-Tj9gPQ,카진성,0.0067,1,0.02,0,0,1,0
UCO4RG1vk36RKwc2z6TZ7Djw,이퓨 IFFU,0.0067,1,0.02,0,0,1,0
UCrFFbADYO1jrXxefP9MivWA,힘콩 himkong,0.0067,1,0.02,0,0,1,0
UC41GuD_I41eEuo7KJUbnnRQ,훈타민 Hoontamin,0.0067,1,0.02,0,0,1,0
UC_Xjg_BpywMUOUZvN67Ua6w,smilemedia,0.0067,1,0.02,0,0,1,0
UCnCPMu4B4MW-9ZRKdkk6rNw,허스키 바이러스 HuskyVirus,0.0067,1,0.02,0,0,1,0
UCnKyjmpTUbNZoclI4c3csrg,크니쁘니와 친구들,0.0067,1,0.02,0,0,1,0
UCxRlvng0zVoyEBhutAuXfzQ,유봉훈,0.0067,1,0.02,0,0,1,0
UCJmcPVY4dC0e3L5_eemKtlg,미선임파서블,0.0067,1,0.02,0,0,1,0
UC6c5kjucINs9l9WyIcGd4gA,우주여행TV,0.0067,1,0.02,0,0,1,0
UCyyCXaPt37-4rTpDvL6niMA,뽀롱뽀롱 뽀로로 l 이야기・동화,0.0067,1,0.02,0,0,1,0
UCD2KROktGHeRad9_Eolc3EQ,제주커플jeju-couple,0.0067,1,0.02,0,0,1,0
UCONTlrUj5pVn7LammlleLJg,놀면서 배우는 심리학,0.0067,1,0.02,0,0,1,0
UC3kgosidfK3i_47Q2otmmGw,룰루랄라 뮤직 - LuluLala Music,0.0067,1,0.02,0,0,1,0
UCOock_9qHke843-hGjnVYHQ,책그림,0.0067,1,0.02,0,0,1,0
UCF8W68PS2Ltz17lTDSptDvg,천뚱TV,0.0067,1,0.02,0,0,1,0
UCaDuYXPsRMPaQow-XP5KOqA,남피디와 아이들,0.0067,1,0.02,0,0,1,0
UCYG8tuvbQzWsDeoADyJFU8Q,안기효 TV,0.0067,1,0.02,0,0,1,0
UCrnEfgTKtQa945F-QwtgDXw,트롯가왕,0.0067,1,0.02,0,0,1,0
UC4gufpwYMB81tHLQplmRk2w,코코비 장난감 - 어린이 놀이 교실,0.0067,1,0.02,0,0,1,0
UCpJGzvFHpjMw3i-Wgr_eogw,정신과의사 뇌부자들,0.0067,1,0.02,0,0,1,0
UCPpYonu8HMQCvNVcG2xYgwA,Soy ASMR,0.0067,1,0.02,0,0,1,0
UCFKoZGmbCbIN5nKi-zlIcmw,T1 Esports,0.0067,1,0.02,0,0,1,0
UC-rL1o4m5UamXY7lzGw8P8Q,찌워니의 삶,0.0067,1,0.02,0,0,1,0
UCcc8hGY5L6S874k6o_J1v7w,고고씽 GOGOSING ,0.0067,1,0.02,0,0,1,0
UClNtQT7MUBNnBMVp5Xya-hQ,유깻잎,0.0067,1,0.02,0,0,1,0
UCm2BO5JBNKwja6D34cPk_hQ,싱글즈,0.0067,1,0.02,0,0,1,0
UC5jSCU8FpKGr8P5Z-p-70lw,브레이너 제이의 숙면 여행,0.0067,1,0.02,0,0,1,0
UCZp9xeMSXrhlxFvOEuBCoAQ,강병휘의 Station.B,0.0067,1,0.02,0,0,1,0
UCpRLkb38tHVxVHxQYdfPn3g,호북이,0.0067,1,0.02,0,0,1,0
UCYTtpiM-uCe_9Ar_HD8YsMw,로봇알포 ARPO The Robot,0.0067,1,0.02,0,0,1,0
UCknnfn7OgYornAGZuP7EElQ,허준허튜브 (상식퇴비),0.0067,1,0.02,0,0,1,0
UCMWjW6pofWn1f988jGd4-xw,딩고 뷰티 / dingo beauty,0.0067,1,0.02,0,0,1,0
UCtLTQj-aLL3ov7AYEE2SofA,진돌,0.0067,1,0.02,0,0,1,0
UCSQeTO5jMJNly5FC_itdN9Q,Apple Tape BTS,0.0067,1,0.02,0,0,1,0
UCv-3DJsuP0DBjQyknHaxncg,HOZZAA2,0.0067,1,0.02,0,0,1,0
UCgw_dr9Y8mZ4uzJLXDVTBSw,김복순,0.0067,1,0.02,0,0,1,0
UC8rbhIem-3aAsNXhTDI-nSA,행돌,0.0067,1,0.02,0,0,1,0
UCUlykKBn12YNqb2U2rnogGQ,혜수몬 Hyesumon ,0.0067,1,0.02,0,0,1,0
UCRvtSqoNIN8zdxCGgMkAZ0w,Cartoon Network Korea,0.0067,1,0.02,0,0,1,0
UCUiyNd-JORpW9Mokxoirf_w,코코비 게임 세상,0.0067,1,0.02,0,0,1,0
UCuH8eA3RPhQcOF_-3vRB51A,리필드재영,0.0067,1,0.02,0,0,1,0
UC1KyleI8bKHeY-lnjM9YT1Q,쫑알쫑알 똘똘이TV · Toritori,0.0067,1,0.02,0,0,1,0
UCw0qRuJiJ47bLwUc_YgS3TQ,박병일의 명장본색,0.0067,1,0.02,0,0,1,0
UCG7IjFUQzAxx060OjBXOveA,쵸비 Chovy,0.0067,1,0.02,0,0,1,0
UC1jqKhOY5FlMDRI5TF_myTw,호양이 김우현,0.0067,1,0.02,0,0,1,0
UChdVrewKcV9b_PMmvscTdGg,천대표 Julius Chun,0.0067,1,0.02,0,0,1,0
UCulur1hLC2ca8oJn0xt9ojA,도로시Games,0.0067,1,0.02,0,0,1,0
UCh5VQv8pJfy4my9vs9Xb6tw,띵플레이어,0.0067,1,0.02,0,0,1,0
UCI3mHMt-wivlZ3LS_1KiPHQ,장동선의 궁금한 뇌,0.0067,1,0.02,0,0,1,0
UC7cI0wzLVBktRsMeNZNCkpQ,Sally 셀리,0.0067,1,0.02,0,0,1,0
UCHS-3P-lLr-3kF79mxPFWVg,여행에미치다,0.0067,1,0.02,0,0,1,0
UC8LPp9CiM5cCK22HgIgcOiA,사둥이네TV,0.0067,1,0.02,0,0,1,0
UCHE7GBQVtdh-c1m3tjFdevQ,징버거 JINGBURGER,0.0067,1,0.02,0,0,1,0
UCLdl1VFKWH0rgFJMpVatyjQ,이십세들,0.0067,1,0.02,0,0,1,0
UCHecgF6jOunc1UsO021EiGQ,임실들깨아줌마,0.0067,1,0.02,0,0,1,0
UCTTjblmJnsEe8Rq71WzJ9Tw,Maru & 마루TV& マルTV,0.0067,1,0.02,0,0,1,0
UCu3fb8z9kmDqi1tXIlc4wGg,레진코믹스,0.0067,1,0.02,0,0,1,0
UC8GVX05oeuw4vTWve7QYULw,가든의 세계여행,0.0067,1,0.02,0,0,1,0
UCga7hyOoqxl-eKPbeebSkfQ,사이버 윤석민,0.0067,1,0.02,0,0,1,0
UChLGxPXbXU_xIxTfTTMGn5g,코미디빅리그,0.0067,1,0.02,0,0,1,0
UC-0tICWyA0_AJAVMBHL8GdQ,내주제에 Dare U Naeju,0.0067,1,0.02,0,0,1,0
UCVvQioRZUnpGAy1d0AYXEww,눈나믿지?,0.0067,1,0.02,0,0,1,0
UCV3bius6wg_RkuiOK8TMpUA,[엠제이]MJ channel,0.0067,1,0.02,0,0,1,0
UCwUI2b5vUxnkjS-w0GTK-xQ,호와수,0.0067,1,0.02,0,0,1,0
UCkz8IX_qu1v6B17CopSe2jA,THEICONTV,0.0067,1,0.02,0,0,1,0
UCGfYw3aUYipiJBe56KdTzMg,뽈인러브,0.0067,1,0.02,0,0,1,0
UCnDcpS7XLQ9KFPqULb9TH8g,Bang,0.0,0,0.0,0,0,0,0
UCzjXBk6GY0wHt_iXAvKaaVA,MIYUT미윳,0.0,0,0.0,0,0,0,0
UCjb-oBKXwCu9pmObxwKe__Q,네오아카데미,0.0,0,0.0,0,0,0,0
UC65ZDJCYI1dwzj48XIeuOBA,Today on the Korean Server,0.0,0,0.0,0,0,0,0
UCjkYAU5QaPCW_I4MSZqnC8g,Double Trouble en Corea,0.0,0,0.0,0,0,0,0
UC7ynjArlSFuXW23ssZAknyA,Learn Korean with GO! Billy Korean,0.0,0,0.0,0,0,0,0
UC005BPECU5QAR2JVItQOswg,띠예,0.0,0,0.0,0,0,0,0
UCnPJ_Jcl-dwFuGgqhavB8oA,오하빵 Ohhabbang,0.0,0,0.0,0,0,0,0
UCnEd4JFK-GmGBFuFOAwS2-A,포켓TV / Pocket TV,0.0,0,0.0,0,0,0,0
UCnVEtY_GfM7meN1-pyl7E7A,유랑쓰 YOURANGSS,0.0,0,0.0,0,0,0,0
UCyd1CqZOH0aVlaKGy5siOJQ,토이푼[TOYPHOON],0.0,0,0.0,0,0,0,0
UCycx2ChXHC9bPXoyrPr98cg,창타지오 (LEECHANGSUB OFFICIAL),0.0,0,0.0,0,0,0,0
UC64gPmK_7M8ico-S3oNHeDQ,김아내,0.0,0,0.0,0,0,0,0
UCjjTEirHjvTOOAMZEmRjHZg,Yannie Kim,0.0,0,0.0,0,0,0,0
