channel_id,channel_title,sensitive_score,n_sensitive_videos,sensitive_video_ratio,cat_politics,cat_hate,cat_aggro,cat_adult_illegal
UCzjDgV-G8_J-iRbkYktqyGQ,속삭이는몽자,0.0333,2,0.04,0,1,1,0
UCd0pqkoWoVbxNH4N3dsetqA,장이나 Ena J,0.0333,2,0.04,0,0,2,0
UCJmnOEp1-OITEU0mk4icM5A,일루전 ILLUSION,0.0333,2,0.04,0,0,2,0
UC-6FxcmnbyVeZaYc025I_xQ,이지쌤,0.0333,2,0.04,0,0,2,0
UCVyhgRCO6WREp3-3dL1-odQ,네이버 NOW.,0.0333,2,0.04,0,0,2,0
UC5QCza-qtDmujX_lzIs9SJw,세부부부,0.0333,2,0.04,0,0,2,0
UCWOPxkftlmCstC5drb9VM_A,실프,0.0333,3,0.06,0,0,3,0
UCG0JecZ4QvGGfO-asHGhCIA,이루리 ILULIY,0.0333,2,0.04,0,0,2,0
UCW61wo97HWu_TmmJEOiflrw,Minjeong Park,0.0333,2,0.04,0,0,2,0
UCBI8xZYkJJIec2-gyX7KcpQ,쿠쿠크루 - Cuckoo Crew,0.0333,1,0.02,0,0,1,1
UCWIyB84unq398yADVYW6acA,딩고 푸드,0.0333,2,0.04,0,0,1,1
UCQ2DWm5Md16Dc3xRwwhVE7Q,EO Korea,0.0333,2,0.04,0,0,1,1
UC5aNQ65ADb02zEJxzb_zmYQ,가전주부,0.0333,2,0.04,0,0,2,0
UCobtktl5cCEYuAKLSY0vc2w,허팝 게임,0.0333,3,0.06,1,0,2,0
UCnMBn-PNx1M9TLF0s-sEDeQ,Clevr TV [클레버티비],0.0333,2,0.04,0,0,2,0
UCnLeqvS4Rdbl8Mv-AjEWH_w,아누누,0.0333,2,0.04,0,0,2,0
UCcgkgKhXT6QwdGj9Nr8PBcg,게임대장봉준,0.0333,2,0.04,0,0,2,0
UCVJT18d9wSCnDUdnJ9ycO7Q,동수칸TV,0.0333,2,0.04,0,0,1,1
UCFIeZnCOh_7JZAgJB3XaLXw,성명준,0.0333,3,0.06,0,0,3,0
UC6evrYHQFgQjM9xyYgiC-Pg,[규프로TV]김규보프로,0.0333,3,0.06,0,0,3,0
UCcYk_KPZZMLv_bcaSAWSSxA,지식 브런치,0.0333,2,0.04,1,0,1,0
UC6aF-skLT_1X6cdPJxVJXxQ,이루의 마인크래프트,0.0333,2,0.04,0,0,1,1
UC1afpiIuBDcjYlmruAa0HiA,시라유키 히나 SHIRAYUKI HINA,0.0333,2,0.04,0,0,2,0
UCXjOFPPXnUggIvpAD9c2EfQ,억섭호,0.0333,2,0.04,0,0,2,0
UCNoFVMrBZjFbNqtrSbKlgnQ,용두의마블,0.0333,2,0.04,0,0,2,0
UCXZaTqDKXHmNfKZ1ywhxe0w,진호,0.0333,2,0.04,0,1,1,0
UC2-VHbcGqGxNRUv0YIekMkA,잇츠뉴 It'sNEW,0.0333,2,0.04,0,0,2,0
UCdZX-lHiBTJNqUD0QlyHInw,광덕아,0.0333,2,0.04,0,0,2,0
UCprxjd4bxAiNAxg947wvrmA,무결의 VR게임,0.0333,2,0.04,1,0,1,0
UCmgKzCmRtNBOMJrzybUQLXg,숫노루 TV,0.0333,3,0.06,0,0,3,0
UCmjUMtUw6wXLrsULdxuXWdg,CGV,0.0333,3,0.06,0,1,2,0
UCza_sEjIhb1yhvVZEdEl6gA,이태리 파브리 Italy Fabri,0.0333,2,0.04,0,0,2,0
UCVWmCRMdvjvxV2NNX-GaUIQ,하알라,0.0333,2,0.04,0,0,2,0
UC6GOiYQCor5ki4IHDfFg-ug,넷플릭스 뽕뽑기 [엘플릭스],0.0333,2,0.04,1,0,1,0
UCZ9vdyLmGse1LRHEY1HNYig,창이의일상,0.0333,2,0.04,0,0,2,0
UCb7KNFvMuvQz9LPRK4xyzfA,wineking 와인킹,0.0333,2,0.04,0,0,2,0
UChmb0fgHo1KTkvZfmER4uJw,괴인천국,0.0333,2,0.04,0,0,2,0
UCy19QDt1F5PIpkH5IuBj_-w,치트키TV,0.0333,2,0.04,1,0,1,0
UCs_fvcBBfaOP6vAJYeaD-0Q,남보라의 인생극장,0.0333,2,0.04,0,0,2,0
UCIMOljhANgL7AiWzAeVsqzg,팔씨름달인 홍지승,0.0333,2,0.04,0,0,2,0
UCOTJtP0Z9DjpPU43B5m1V6A,[ALTUBE] 김성현TV,0.0333,2,0.04,0,0,2,0
UCbLispC1ydHSC_69kjZI6hw,비누TV,0.0333,2,0.04,0,0,2,0
UC2PSaEnLp6pyqFCvYvhrZmw,다키포스트 DAKIPOST,0.0333,3,0.06,0,0,3,0
UChI3EXzhAkRszawlMageKvQ,리춘수 [이천수],0.0333,2,0.04,0,0,2,0
UCC7bElwd29qpkgLo0j3l3Qw,본심,0.0333,2,0.04,2,0,0,0
UC0YPr7SRdmyrMFvtITxyeFg,인형마스터 쥐작가,0.0333,2,0.04,0,0,2,0
UCSiGNrrL2lAc0-_MfcUUUHA,햇도시락HDSR,0.0333,3,0.06,0,0,3,0
UC3auHzis8Hm8WI_6UzAs8Zg,조닭발,0.0333,2,0.04,0,0,2,0
UCy--DSUG5drM6PVL3bpESfg,이응oioio,0.0333,2,0.04,0,0,2,0
UCRFYs28Z9DPldhmT-apCfVg,덕출 : DCTVGO,0.0333,2,0.04,0,0,2,0
UCiMq04sS1ijeM0tda9OkuQw,픽셀,0.0333,2,0.04,0,0,1,1
UCiOWYRzOTiUYi9pJ-kscIKw,발없는새,0.0333,2,0.04,0,0,2,0
UCLJs55bZWMsCBPekt3vssoQ,로이조 TV,0.0333,2,0.04,0,0,2,0
UCghP93LBNk1EGBr5gFJg20Q,디바걸스,0.0333,2,0.04,0,0,2,0
UCa8ss0P4W2Otce-V-4IXVBw,Sakura Memories,0.0333,3,0.06,0,0,3,0
UCaAeaCKU-dBllPNadsXvQOg,옆집간호사 구슬언니,0.0333,3,0.06,0,0,3,0
UCTj5tCUNhrke6fr_ze0eaFA,유튜붐 YOUTUBOOM,0.0333,1,0.02,0,0,2,0
UCOUpxdk0VyW9DIsmGqezl9g,율이 Yulii,0.0333,1,0.02,0,1,1,0
UC0z8bddfRBRBmEC-AjI6UXw,지컨,0.0333,2,0.04,0,0,2,0
UCCRGdPlx7Ljl3R5fYC8nP4Q,DDIBOO띠부,0.0333,2,0.04,0,0,1,1
UCapTz8fBuv-mXaRnmO9_UTQ,팍오티비 POTV,0.0333,2,0.04,0,0,2,0
UCaoqDZPllYXLAH_5OBRLLrw,채코제 Channel Korean Jay,0.0333,2,0.04,0,0,2,0
UCRv5biV9lv-yImBR3tj0dIA,잘잘법 :잘 믿고 잘 사는 법,0.0333,2,0.04,0,0,2,0
UCTQk7LiU-V26XIeHgsbtdJw,웨이채널way channel,0.0333,3,0.06,0,0,3,0
UCRcj0GSaOmDdFukahVS4u1A,뇨리 티브이,0.0333,2,0.04,0,0,2,0
UCx9XehuwNHLqWPt4U0t0LRA,아모띠 amotti,0.0333,3,0.06,0,0,3,0
UCOYC5dyftpdpnb5x2PL-9_A,DesertEagle 데저트이글,0.0333,2,0.04,0,0,1,1
UCaQREsefLy-W8ruWcJ7IDtg,주식초등학교,0.0333,2,0.04,2,0,0,0
UCtCpkkzNnYixE9GEJVaCI8g,JUNGSAEMMOOL,0.0333,2,0.04,0,0,2,0
UCbErjjRiLboO1q0ha-R0OGA,44층 지하던전,0.0333,2,0.04,0,0,2,0
UC31ypOxFsuU3Q0OFpQzcQ3g,압둘알리과로사,0.0333,2,0.04,1,0,1,0
UCR89iZaBrjes0tINwzWhH4w,고기남자 본캐,0.0333,2,0.04,0,1,1,0
UCETl9S7_tJVExpGWXn3EEJQ,핫쇼츠,0.0333,3,0.06,0,0,3,0
UCI0FxD0282RxDk193_RJcJg,고알레 GOALE,0.0333,2,0.04,0,0,2,0
UC1u8CrhFa4eHTLgyv3LkE1Q,이익주는 역사,0.0333,2,0.04,0,1,1,0
UCZW0yRW2HK7_fzgL9HQu9ZA,순당무,0.0333,2,0.04,0,0,2,0
UCZVr7RZO2qgaB8LYNwc7kkQ,엉준,0.0333,2,0.04,0,0,2,0
UCKNdfTZCJuOQfWN5Pe5UAAQ,빨강도깨비,0.0333,2,0.04,0,0,2,0
UCIipmgxpUxDmPP-ma3Ahvbw,매경 월가월부,0.0333,2,0.04,0,0,1,1
UCURTcyJvzSLwlMhRWnW2FUA,광산김씨패밀리,0.0333,2,0.04,0,0,2,0
UCZeHMSqeusVpF1hBOtnxIoA,DKTV Daniel,0.0333,2,0.04,1,0,1,0
UC0I-_TJVRKxI8dhz7ZNUWYQ,터닝메카드 갓 - TURNING MECARD GOD OFFICIAL,0.0333,2,0.04,0,0,2,0
UCj9LQu5-mfrf6imcyrnZfug,김레인,0.0333,2,0.04,0,0,2,0
UCR1ctqL11HoxQkbSkoUAYeA,휘바TV,0.0333,2,0.04,0,0,2,0
UCSkpiPo167whNN5sN3swaeQ,안깨남,0.0333,3,0.06,0,0,3,0
UCyTB7UO3_yENs4iuNw7yMLA,토끼예나 [RABBIT],0.0333,2,0.04,0,0,2,0
UCrCGfHtMds2D53LWYUz2Z1w,박가린 [PARK GARIN],0.0333,2,0.04,0,1,1,0
UCyBYbF0KojAHcpD6Tf0kCQg,이채이,0.0333,2,0.04,0,0,2,0
UC8W1G6KxaibtDVlSjztBDKg,뉴질랜드 시골가족 / 뉴시가 newseega,0.0333,3,0.06,0,0,3,0
UCwMXUGZsBfy7fqbPrAV21pQ,관찰남,0.0333,2,0.04,0,0,2,0
UCriPmQ2RpvdNSZkMwuOmTnQ,U.M.A.우마,0.0333,2,0.04,0,0,2,0
UC7ok_PMSTIY5Qg4ULxRoSNg,후다닥요리,0.0333,3,0.06,0,0,3,0
UCiiC3grOarOVIg5LZgXJnWw,민호타우르스,0.0333,2,0.04,0,0,2,0
UCIuteB_3eGG7s_WvPYeZcOg,별다리 유니버스,0.0267,2,0.04,0,0,2,0
UCNIam-lUt69PyGWFDRYUuzA,한스 HANS,0.0267,2,0.04,0,0,2,0
UCN-9Ehv9GC5fFwveWWJ3ibg,세바시 인생질문,0.0267,3,0.06,0,0,3,0
UCPuDvuUhgQffuLn8sYxIEqQ,신박과학,0.0267,2,0.04,0,0,2,0
UCQ4xRWnQwSFdAMITuPX6mXA,이슬이 Seul TV,0.0267,2,0.04,0,0,2,0
UCKxLXXUTY6bt9Dxuu-pJ4Yw,양감독 ,0.0267,2,0.04,0,0,2,0
UCJmx95ElUDyDRH6nKQ7qyZg,전은성의 현장이 답이다,0.0267,2,0.04,1,0,1,0
UCI64Eh_rwWGNDOqrXAcSL8Q,팔숙이 palsook,0.0267,2,0.04,0,0,2,0
UCL80GnJhSdsw4IHoKRNsC2g,김순렬TV,0.0267,4,0.08,0,0,4,0
UCQdekhc-rky81G-0Xfng4lg,AUTOSONICS오토소닉스,0.0267,2,0.04,0,0,2,0
UCUXDKiEsZH9Kcad-hksAK7g,홍인규 골프TV,0.0267,2,0.04,0,0,2,0
UCIy61yOpYrzn9hqI5N2KTzw,INFINITE Official,0.0267,2,0.04,0,0,2,0
UCN559lrbV9wt46NwlnPJtPw,韓国オンニAちゃん (会社員J),0.0267,2,0.04,0,0,2,0
UCTnTzaL_7heOCUs63ErMCUA,딘딘은 딘딘,0.0267,2,0.04,0,0,2,0
UCReO0narAXjFs59KFqqtE8g,VIVO TV - 비보티비,0.0267,2,0.04,0,0,2,0
UCKurJtf5TWo5nrq8nnuvrcg,꽉잡아윤기-Kwakyoongy,0.0267,2,0.04,0,0,2,0
UCVgmjMddxHEF5VE3MUY_P0g,우유커플 Milk_couple,0.0267,2,0.04,0,0,2,0
UCMKrPB54Da-61S2Obt-S3tw,지식스토리 Knowledge Story,0.0267,2,0.04,1,0,1,0
UCGrVJbZS8vv5PIhL2bNoQkQ,Jina World 지나쌤,0.0267,2,0.04,0,0,2,0
UCPJ4MfslU2tjw1a8X-0VuVw,UP10TION,0.0267,2,0.04,0,0,2,0
UCQI1VgWKYgVfBUKTTjLz8Rg,스타채널 : the Original,0.0267,4,0.08,0,0,4,0
UCLh1Ar5Rw5UckEFiH8KqVaA,빠퀴2tv,0.0267,2,0.04,0,0,2,0
UCK72hqlUxI_E5VwL4cy8-ww,웅이woongei,0.0267,2,0.04,0,0,2,0
UCVDjIdGqYxRUk-upINopUNQ,쿠킹 프린세스 cooking ,0.0267,2,0.04,0,0,2,0
UCKA_6r3CWC76x_EaFO6jsPA,만개의레시피 10K Recipe,0.0267,2,0.04,0,0,2,0
UCRDT8B1dLPjD0I81Xix2Gaw,윤택TV,0.0267,2,0.04,0,0,2,0
UCUR5w0E-jQTOO8Q0FZ4ilYQ,팡이요,0.0267,2,0.04,0,0,2,0
UCJKHQo1jHPwk05qbki69Dew,J Drama,0.0267,2,0.04,0,0,2,0
UCOkr541W3GBtVwLP0aNpJbw,주둥이방송 쇼츠,0.0267,2,0.04,0,0,2,0
UCSMHdSnicPErAA4pPmizr4A,강이부부,0.0267,2,0.04,0,0,2,0
UCMZO-3sP1Jty_4q3SIHbUGA,남쌩놈 Nam Ssang,0.0267,2,0.04,0,0,2,0
UCRykAtJOBcxnAJHmSVZhomw,보따,0.0267,2,0.04,0,0,2,0
UCOcwWan9d5h4AmSYq9A5hBQ,미션카파서블(Mission Carpossible),0.0267,2,0.04,0,0,2,0
UCRGsjyoWMDA3uiZ3lMgXplg,Dear.Jerry제리,0.0267,2,0.04,0,0,2,0
UCObJpvG3_f0P3EuLJCjzT5g,빅페이스 BIGFACE,0.0267,2,0.04,1,0,1,0
UCHGANTVFPa54LpJ6OcwJq3A,하우투 : 하루를 우리에게 투자한다면,0.0267,2,0.04,0,0,2,0
UCI0wTbIrUvjjpvrpaw-HCEw,it's kathy,0.0267,2,0.04,0,0,2,0
UCS1bJuQ8_1KXC86RhPvJexw,쥬니 Juney,0.0267,2,0.04,0,0,2,0
UCOaG8Fw9RMy6Qjz-6Oie0ng,갱맘 GBM,0.0267,2,0.04,0,0,2,0
UCSLbd-2R06iv0VtChxERhDA,IT's okay 잇츠 오케이,0.0267,2,0.04,0,0,2,0
UCPpPaYLh7GCIvzoVxHGyw0w,여의도 육퇴클럽,0.0267,2,0.04,0,0,2,0
UCVYWNpj0WskPy5rLL8uzHBg,수부해TV subuhae,0.0267,2,0.04,0,0,2,0
UCKp20MpZRmS719n4dS_9hGg,열쓰 10s,0.0267,2,0.04,0,0,2,0
UCI0ELrUDa91NauGqFn1IWow,Saerom Min개코의 오픈스튜디오,0.0267,2,0.04,0,0,2,0
UCASXEOh4LJxWdk2hZnsfNYw,고요비koyobi,0.0267,2,0.04,0,0,2,0
UCW945UjEs6Jm3rVNvPEALdg,우정잉,0.0267,2,0.04,0,0,2,0
UCtkO3Stab5a1ujE1dObRKrQ,진짜하늬 Real Hanie,0.0267,2,0.04,0,0,2,0
UC9JlObZnbOirT4_iyPGrdcw,러너꽃빈,0.0267,2,0.04,0,0,2,0
UC2_hzdvP-j569djTquAed_Q,나나먹방 Nana mukbang,0.0267,2,0.04,0,0,2,0
UChbZEmY6uHbTRHxu5g--c7Q,일타쿠마,0.0267,2,0.04,0,0,2,0
UChf5RXxS-cldR8Gi2MqlyGQ,박가네의 박씨들 (ぱく家),0.0267,2,0.04,0,0,2,0
UC98Dpw8CHzoPuEYbL9SnXWQ,M:USB 뮤스비,0.0267,2,0.04,0,0,2,0
UChv_AhkfYyQ2IXYQbKsUWsw,심문규,0.0267,1,0.02,1,0,1,0
UC8rM1w44Q-pWl1hTxJC0o2A,왓더펀 What The Fun,0.0267,2,0.04,0,0,2,0
UCiHCmazdsMM9j3Jbqx3p7Ig,김짠부,0.0267,2,0.04,0,0,2,0
UCiatX-SW7DV9yNrkJujK_tA,썸블리,0.0267,2,0.04,0,0,2,0
UCtn-l7Gro2T2eFMsN11qpeQ,MACHO MAN(마초맨),0.0267,2,0.04,0,0,2,0
UCtXUm3ABtdm_oK2LZ-Xcnhw,민티저,0.0267,2,0.04,0,0,2,0
UCiqeAszKCXygIwOzYVLJysg,CampingCarJoa,0.0267,3,0.06,0,0,3,0
UCj1KflywXgVrOzQbuEyij3Q,youngkang영강,0.0267,2,0.04,2,0,0,0
UCjBHOXRkyy6naBXceYj0sMA,짝쿵TV,0.0267,2,0.04,0,0,2,0
UCjGoJbTmFYjd5OnPRUur02A,김강민_Kim Kang min,0.0267,3,0.06,0,0,3,0
UCjHrKAp_7ZsRVgaXBFIU0cA,건담포스 김건우(Kim Geonwoo),0.0267,2,0.04,0,0,2,0
UC89ohZP3fITB0Hsb8jqNsMA,묘식당 Rabbit's,0.0267,2,0.04,0,0,2,0
UC854UQk63V8afMRnhcH_C7g,위뷰티 Webeauty,0.0267,2,0.04,0,0,2,0
UC9KQaCA_EMobJUxZszQ4wlg,박호두(852hodoo),0.0267,2,0.04,0,0,1,1
UCgm633UDZayRRxv4U5Y1DXA,1분트렌드 - 일트,0.0267,2,0.04,0,0,2,0
UCd8pxBWGe8TffwJQxUzPqZQ,런앤런[숏츠],0.0267,2,0.04,0,0,2,0
UCefN2fe9ZDj16yTHM9dgaXA,캡틴 파추호 Captain PaChuHO,0.0267,2,0.04,0,0,2,0
UCdhHlEf0RTkw_HmZ0Bk3KHg,JAM2 HOUSE 재미하우스,0.0267,2,0.04,0,0,2,0
UCAlU6Ntbr3Lcsyf9tmSIkPA,엄삼용eomsamyong,0.0267,2,0.04,0,0,2,0
UCAl4HWznMn7KhKBRFO5eiFA,배틀그라운드 이스포츠,0.0267,2,0.04,0,0,2,0
UCdkCZUpTKqkjm1lXHeP8hnw,리얼깽TV RealkkaengTV,0.0267,2,0.04,0,0,2,0
UCeOMXtIby2Q7zEshYudsnRw,시연은애교용,0.0267,2,0.04,0,0,2,0
UCAX63UYzBUHoyFi4qn6PM7A,유인라디오,0.0267,2,0.04,0,0,2,0
UCeXaojJKJ9DVFkVM6O6drBQ,최민호 MINHO,0.0267,2,0.04,0,0,2,0
UCLwCHoQ9h7DPXvLwx5XwTQg,먹보스 쭈엽이,0.0267,2,0.04,0,0,2,0
UCunsfa6SSFxVGG74nEsGP-Q,스포일러 MLB,0.0267,2,0.04,0,0,2,0
UC9W57ylcrYHpgdsiuJO3PEQ,알면보약,0.0267,2,0.04,0,0,2,0
UCqVkQsNin4MdGFrWvzFVOKw,깝도이,0.0267,2,0.04,0,0,2,0
UCfugxK22rRKUWMtgYNTvzog,꼬꼬PD가족[Kkokko PD Family],0.0267,2,0.04,0,0,2,0
UCu6qUKhANKHSszxykjTqCKQ,토깽이네 게임즈,0.0267,2,0.04,0,0,2,0
UC9n0SM6k4zC3C7A1AdXCCbw,반달샘 Dalsaem,0.0267,2,0.04,0,0,2,0
UCgWwo8FJL3MCxfd66ip7nFg,살구 YouTube,0.0267,2,0.04,0,0,2,0
UC9c5VVvG5qSPVdWQJNWb2Tg,낭만돼지 김준현,0.0267,2,0.04,0,0,2,0
UC9aktiWNGpSJKLshflga5yw,왓구홍길동,0.0267,2,0.04,0,0,2,0
UCtp1okjd3xQAhPNY8Wgt_Fg,문월유튜브,0.0267,2,0.04,0,0,2,0
UC2kPiS-BcDwSei14ORViq5A,스튜디오 드리밍 [Dreaming],0.0267,2,0.04,0,0,2,0
UCjefgkRNbdzmQn1YDlk6s6w,언제나가을 ALWAYSFALL,0.0267,2,0.04,0,0,2,0
UCjn-VbcIkAeXQKCmLJV8YwQ,쿠팡플레이 Coupang Play,0.0267,2,0.04,0,0,2,0
UCp0B9n0YYC8E8bJmS5i4oqw,모터그래프,0.0267,2,0.04,0,0,2,0
UCo33r3SAf5z9MS-lrXV2aOQ,로빈,0.0267,2,0.04,0,0,2,0
UCoLPofyAZuuq6v4EWrWRguw,회사랑RawFishEater,0.0267,2,0.04,0,0,2,0
UC5SrT_bctIS5kU1BbJPfT6Q,포키포TV (POKIPO TV),0.0267,2,0.04,0,0,2,0
UC5PjaMeUVm-yHtEtXT07cmQ,재능충 아재,0.0267,2,0.04,0,0,2,0
UCoia32w0uXTvIj-eAb7kaNw,태태맛집,0.0267,2,0.04,0,0,2,0
UCoovEJW0dyTWwHiblWDWvyQ,도읍지,0.0267,2,0.04,0,0,2,0
UCoxT1kQSLq564FwpK473w-g,크랩 KLAB,0.0267,2,0.04,1,0,1,0
UC4MWu5kA2lDXXvKzHkLnBXA,에이팀아트리즈,0.0267,2,0.04,0,0,2,0
UC5D5VhXj_9JWr3IskPYOEdA,오늘의 영상툰,0.0267,1,0.02,0,0,2,0
UC7yDcCWNT8MoJlHh6oPOQ9A,욜로코믹스YOLO COMICS,0.0267,2,0.04,0,0,2,0
UCpVLAetJt6_XjktxxhDUY2w,구스마일,0.0267,2,0.04,0,0,2,0
UCpnrai4Ew3EoQuxfxf_8lfQ,LUXXTV,0.0267,2,0.04,0,0,2,0
UC4u2X5QolYdz4faUfKRm3_w,72초TV,0.0267,2,0.04,0,0,2,0
UC4sUtz8GU8YzNKVm-DalKtg,김도령,0.0267,2,0.04,0,0,2,0
UCq_hFHWeNFG_8ondjyP_3GQ,최마리,0.0267,2,0.04,0,0,2,0
UC4i1qf8CUH93DLSbD9efqig,어서와 한국은 처음이지,0.0267,2,0.04,0,0,2,0
UCqLf5ZEduDrWJWw-VR8sFuQ,9분 언저리,0.0267,2,0.04,0,0,2,0
UCqWthWLnDQQE7pZovFtsqDg,Eunjomy 은조미,0.0267,2,0.04,0,0,2,0
UC5b2_GAScxz4guty7rv4Ulg,차봤서영,0.0267,2,0.04,0,0,2,0
UC66NlyAJBSSjPUfNmethslw,[이기호프로]이지골프스튜디오,0.0267,2,0.04,0,0,2,0
UCn1dcIACu-oUHn25Y11gpPg,고탱 브이로그 Goteng Vlogs,0.0267,2,0.04,0,0,2,0
UCrRn4Vat9iyUGtl6jPjG3IA,로하Roha,0.0267,2,0.04,0,0,2,0
UCscL0E82anT7mtoQjJTV6Mg,후추,0.0267,2,0.04,0,0,2,0
UCsbVGDDMTToaOwbzEK0_6Vg,새덕후 Korean Birder,0.0267,3,0.06,0,0,3,0
UC7uKMg7lPdCp4Nm1tLesihQ,마재TV,0.0267,2,0.04,0,0,2,0
UCWELVAfgzwhHVkQGdlcuIwg,티노,0.0267,2,0.04,0,0,2,0
UC7QX2YavsZmS7Se3ZKOsCLQ,GQ KOREA,0.0267,2,0.04,0,0,2,0
UCkjXq1UEZdqCJ6sCzyneIJQ,숏플리 SHORTPLY,0.0267,2,0.04,0,0,2,0
UCkkWd02T76Zi5UcKRX0x3Bg,도장TV,0.0267,2,0.04,0,0,2,0
UCklDsqQMGPYIMpIhQ5Jz6jA,모양몬 로블록스,0.0267,2,0.04,0,0,2,0
UC3hQ86NW0gmz9vdfM3TFGzQ,노가리 사랑방,0.0267,2,0.04,0,0,2,0
UClZYXrFXxFGu-mif_fGrIhQ,It's me GRASS 그래쓰,0.0267,2,0.04,0,0,2,0
UClfR70cO8tFZHNCbBZsMw0Q,서울리안 SEOULiAN,0.0267,2,0.04,0,0,2,0
UC6ij59Gy_HnqO4pFu9A_zgQ,주식단테_20년차트고수,0.0267,2,0.04,0,0,2,0
UC6e43Z5P_ThOnz7XaSe5zpw,jungbub2013,0.0267,2,0.04,0,0,2,0
UCrZpcsm1OVzHRJswMxJ2lzg,잠골버스,0.0267,2,0.04,0,0,2,0
UCmMxEFwIOMGGoThkmtZZOvQ,양아지,0.0267,2,0.04,0,0,2,0
UCmPkZXhVfyLLWyHQM-l_KqA,bbomni 뽐니,0.0267,2,0.04,0,0,2,0
UCmcd3r7AsHjm3deMgx1ZPiw,YT 애플,0.0267,2,0.04,0,0,2,0
UCdXC4Jfp27RTn8SSmBE6hdw,동해물과 백두은혁,0.0267,2,0.04,0,0,2,0
UCfdYUREZlc8p5p2hXX8YD7Q,홍윤화 김민기 꽁냥꽁냥,0.0267,2,0.04,0,0,2,0
UCqONn4EbAYzIVEGAoQxmZUA,왕군의 게임 실험,0.0267,2,0.04,0,0,2,0
UC_eeSpMBz8PG4ssdBPnP07g,네네코 마시로 NENEKO MASHIRO,0.0267,2,0.04,0,0,2,0
UCb0eyf03Jz8Q5j2q65TzCoA,쉐어TV,0.0267,3,0.06,0,0,3,0
UCCfy_jauEe07jowzGkEqo-g,누나IT,0.0267,2,0.04,0,0,2,0
UCYDfGg08d-_Mhc2GZB5XHrQ,이핑구,0.0267,2,0.04,0,0,2,0
UCCiKOocVSjyb2rsbL_Aanhw,오형짱,0.0267,2,0.04,0,0,2,0
UCa_qDrI4ugR0exWckiMAzyw,한주먹,0.0267,2,0.04,0,0,2,0
UCxBWCgdIk9VQAfUc5pINioA,아로치카 arochika,0.0267,2,0.04,0,0,2,0
UCyFD76RRJKxkU0UYSiv5iwQ,개st하우스,0.0267,2,0.04,0,0,2,0
UCFOixeB9gbedVi6uwnsfHMQ,1분과학,0.0267,2,0.04,0,0,2,0
UC-iJgiHZ0joj2cQWpszkqPw,배정길의 비밀레시피,0.0267,2,0.04,0,0,2,0
UC_w6vBBczYwQ-4hCwgqWW9w,투머치 김호영,0.0267,2,0.04,0,0,2,0
UCFHUplScMiWTjJrtv4hxWmg,도멘TV [DOTUBE],0.0267,2,0.04,0,0,2,0
UCDCjSgKtKeFmWhsiAbHLNAw,맵하니Maphany,0.0267,2,0.04,0,0,2,0
UC_k_00khubofbNR8DwreMDg,케이팝 아지트 K-POP Azit,0.0267,2,0.04,0,0,2,0
UCDVQ0yDp7Bu-BxEfelTHL8g,바벨라토르 홈트레이닝 BARBELLATOR,0.0267,2,0.04,0,0,2,0
UCbCQDFbLpkurWc4_0R5-pEA,설백,0.0267,2,0.04,0,0,2,0
UCxLc0zV-d2elxan2nc2xRCA,ᄐᄇᄐᄇ TVTV,0.0267,2,0.04,0,0,2,0
UC0oRRcVleNBmELYTgzwoBpg,유브이 방 - UV BANG,0.0267,2,0.04,0,0,2,0
UC_FN_E93oCL8kY_hwPJcarw,풋볼아이 FootballEye,0.0267,2,0.04,0,0,2,0
UC_96GNHmpsiLEpZ0ombJ3kg,Tooth Breaker,0.0267,2,0.04,0,0,2,0
UC_0oo0GPlDUU88ubLDnJkSQ,UNDERkg,0.0267,2,0.04,0,0,2,0
UCZx4PZGDS5IHHoxrFTOCQYQ,샘웨,0.0267,2,0.04,0,0,2,0
UCysVk8dzvSydsFklSu96HSg,광마니,0.0267,2,0.04,0,0,2,0
UCDoNR057xP_CTmIMjxzUuaA,집밥 종갓집 며느리,0.0267,2,0.04,0,0,2,0
UCZbYYvm2uX-iqwZH0oXp-MQ,라오유튜브 LAO YouTube,0.0267,2,0.04,1,0,1,0
UC0Zl_lyMoTbroBSNv7SpGuQ,무릎의 철권TV TekkenKnee,0.0267,2,0.04,0,0,2,0
UC1x03ziDHPct2xTikLyfMDA,킥서비스,0.0267,2,0.04,0,0,2,0
UCxgeEPgtd5Aw7HgoEUXCauA,꾸준 kkujun,0.0267,3,0.06,0,0,3,0
UCEUbiu6PgxzmADJbmqk_Plg,지니어드벤쳐 GeniAdventure (공룡∙과학 Dinosaurs),0.0267,3,0.06,0,0,3,0
UC-OcDPFxfY9Hhdf5P9zq7-A,메타코미디클럽,0.0267,2,0.04,0,0,2,0
UC-Pn1i_ot4qmG4l7wMZPvyw,도현,0.0267,2,0.04,0,0,2,0
UCX2Q6odY6agJcZdf_W5hCwQ,뽀로로 타요 장난감 놀이교실,0.0267,2,0.04,0,0,2,0
UCWc4x2Wf7MsVJD8Ap8jOzUw,유채훈의 웃음극장,0.0267,2,0.04,0,0,2,0
UCcqaVzbdGNAmcqpkuL33Uug,Today is 쁠리,0.0267,2,0.04,0,0,2,0
UCBHXCaw_W6sxfgAB7rC-BYw,소개해주는 남자,0.0267,2,0.04,0,0,2,0
UCciFL1bEM7JxsFX4W2HzqnA,AniplusTV,0.0267,2,0.04,0,0,2,0
