channel_id,channel_title,sensitive_score,churn_prob,stagnation_prob,volatility_prob,regularity_score,active_viewer_score,traffic_risk,reputation_risk,fandom_risk,risk,rank
UCj2F8cffH0wrnO-1ShEsFIw,HEADLINER,0.0,0.042,0.994,0.992,0.4248,0.8701,0.6508,0.0,0.8701,0.65464,F
UCLtZE7A3iN-oysHf5_vJYBA,병병병,0.0,0.356,0.99,0.617,0.6077,0.8871,0.588825,0.0,0.8871,0.676178,F
UCj1WyLpmoOg5jLIpy84Hh3Q,샬이 Shal.E,0.0,0.126,0.837,0.019,0.487,0.3698,0.37375,0.0,0.3698,0.331545,A
UCTkui-4wvMLxfSSJo7MIKaQ,[루피토이] Ruppy Toy,0.0,0.945,0.982,0.995,0.375,0.8823,0.88675,0.0,0.8823,0.765045,F
UCHEEOe5SnxYau9puXKtqx5Q,Abby P,0.0,0.122,0.993,0.996,0.4417,0.3704,0.667325,0.0,0.3704,0.467247,C
UCHEtpCYvXLoZpKkhDSHNe0A,YangJooYeon양주연,0.0,0.102,0.717,0.852,0.6271,0.615,0.510975,0.0,0.615,0.533262,D
UCHEz2Bsd3REidWKYOxA8XrQ,Sohyang,0.0,0.112,0.874,0.124,0.7611,0.3695,0.337225,0.0,0.3695,0.381688,B
UCU3a9Sfk2C8nlROnr8wZApA,Tiny Desk Korea,0.0,0.803,0.099,0.994,0.4252,0.6148,0.6176999999999999,0.0,0.6148,0.53607,D
UCHF9QvbCIcG5G-qTWkII-ng,Ariana Bonita 아리아나 보니따,0.0,0.009,0.884,0.0,0.6451,0.6026,0.311975,0.0,0.6026,0.433303,B
UCTywCfelc8J9KRP0IkQGI9A,DongDongE 김동현,0.0,0.915,0.984,0.943,0.597,0.6165,0.81125,0.0,0.6165,0.676475,F
UCTxEJoeukRCeE3j74tZjrAA,김똘똘 DDOLDDOL,0.0,0.004,0.878,0.006,0.6914,0.6048,0.29915,0.0,0.6048,0.439345,C
UCHHGX6n-7T01PV9P2zquXvA,데스런 홈트레이닝,0.0,0.271,0.989,0.0,0.3766,0.6038,0.47085,0.0,0.6038,0.446095,C
UCHKycLUVDq07akK97DJ0Hlw,COYOUPU TV [코유뿌 TV],0.0,0.169,0.012,0.112,0.5854,0.604,0.1769,0.0,0.604,0.3514,A
UCTo4z9G0AMGtEo3N6A6SSeQ,바다곰 조해웅,0.0,0.024,0.373,0.0,0.5794,0.6079,0.2044,0.0,0.6079,0.36521,B
UCHLDBhufz9pNEkZogrXpn0w,믹스견 호두마루의 세계정복,0.0,0.156,0.054,0.003,0.505,0.3644,0.177,0.0,0.3644,0.23551,A
UCHPQqKpQxnsLrmzFzh33ZnQ,세야Seya,0.0,0.879,0.106,0.044,0.3934,,0.4089,0.0,,,
UCUEbMnl7U4rLoMopD2bqT3Q,SEOUL MUSIC / 서울뮤직,0.0,0.004,0.962,0.995,0.6426,0.6045,0.5796,0.0,0.6045,0.56725,F
UCTifMx1ONpElK5x6B4ng8eg,주르르 JURURU,0.0,0.008,0.881,0.004,0.6388,0.3667,0.31355,0.0,0.3667,0.338155,A
UCTiFhESEPEbe5qoFeJ8rr1w,원큐,0.0,0.003,0.978,0.994,0.868,0.6039,0.52675,0.0,0.6039,0.596935,F
UCTfYaPLS4CbJbOmsho0hrbA,준식이 joonsigi,0.0,0.435,0.995,0.0,0.6673,0.3636,0.440675,0.0,0.3636,0.407602,B
UCTc15uvrhUmW044MfJG4HHw,Kids Tv Korea - 어린이동요,0.0,0.034,0.189,0.124,0.6873,0.6006,0.164925,0.0,0.6006,0.369528,B
UCTamE9g1cVy7hz4Q1bE56cQ,"전, 효성입니다",0.0,0.83,0.956,0.814,0.5377,0.3606,0.765575,0.0,0.3606,0.536452,D
UCTaa3IrgDnQaFw_TD-JJRJw,스톡킹,0.0,0.004,0.088,0.947,0.6156,0.6075,0.35585,0.0,0.6075,0.449825,C
UCTZPZo3xuW5k6RkhlVaJ0jQ,김뚜띠,0.0,0.006,0.993,0.0,0.8046,0.6098,0.2986,0.0,0.6098,0.46937,C
UCTXuCSZxMDaneK7t6DVs21g,sini시니,0.0,0.006,0.014,0.0,0.6842,0.605,0.08395,0.0,0.605,0.330025,A
UCTX5lF5pNq74uCzwXcVp9Hw,남의연애 HisMan_Official,0.0,0.007,0.009,0.07,0.5496,0.3606,0.1341,0.0,0.3606,0.22369,A
UCHTZl9wrDAV45L8IPS7ZYzg,정은지 EUNJI,0.0,0.911,0.002,0.996,0.4522,0.8723,0.6142000000000001,0.0,0.8723,0.64407,F
UCHTeBVPmUtbJ1Mfqo_YK9YQ,RunningMan 런닝맨,0.0,0.29,0.002,0.988,0.3779,0.8757,0.475525,0.0,0.8757,0.557517,D
UCUBJd6JEUqmjgttfWK78m_Q,live fish fillet 거제도 수아아빠TV_ (dress Fish),0.0,0.004,0.861,0.345,0.6884,0.3551,0.38039999999999996,0.0,0.3551,0.37934,B
UCUNz-mW4VUEOdrWeMKjY5hg,INBIN asmr 인빈,0.0,0.009,0.009,0.004,0.8284,0.6082,0.04839999999999999,0.0,0.6082,0.34958,A
UCHUL8CKzq0sGWJWZ0rm4oHQ,인테리어 하는 날 NAR tv,0.0,0.904,0.989,0.965,0.5636,0.6116,0.8236,0.0,0.6116,0.67234,F
UCH-5Xjx6MuEySkb-lAdIEeg,이춘향,0.0,0.028,0.975,0.048,0.7951,0.6115,0.313975,0.0,0.6115,0.475363,D
UCV6M_9-J7nuf13Igxn-DNww,인아짱 Inah Eats,0.0,0.005,0.117,0.0,0.694,0.6074,0.10700000000000001,0.0,0.6074,0.34496,A
UCGgxfqy3PjMve7lNY87ivqA,리수 Leesu Blooming,0.0,0.152,0.028,0.005,0.452,0.6053,0.18325000000000002,0.0,0.6053,0.321745,A
UCV4fb8dtpIZfUadlF3bUGKQ,머리하는숑이 hairstyles,0.0,0.003,0.091,0.0,0.7647,0.6041,0.08232499999999998,0.0,0.6041,0.348977,A
UCGjUdE6Am0thjpnZ5M1qaDA,히히튜브,0.0,0.869,0.228,0.027,0.5235,0.6058,0.40012499999999995,0.0,0.6058,0.448257,C
UCUyOOQKJxRhzxrPOSLArYTA,리틀팍스 - 영어동화 세상,0.0,0.165,0.092,0.0,0.4143,0.6011,0.210675,0.0,0.6011,0.324352,A
UCUsLcIQq0poAfOxRyJbxlLA,돌고래유괴단,0.0,0.019,0.99,0.988,0.4557,0.3679,0.6353249999999999,0.0,0.3679,0.453748,C
UCUrCIBJ3ScRAOLgPElscZqA,INBORA인보라,0.0,0.004,0.032,0.001,0.7128,0.6071,0.08105000000000001,0.0,0.6071,0.336565,A
UCGplVsmdMMjiMFAMmN16Rww,에그맨 Egg Man,0.0,0.004,0.274,0.053,0.7463,0.8653,0.146175,0.0,0.8653,0.480783,D
UCGuE0TrBNIZKfordUwAQe2w,알파,0.0,0.004,0.995,0.994,0.6128,0.6062,0.59505,0.0,0.6062,0.568205,F
UCGv8eaHcDr4mRsL-bSFzGjg,가니가니 - 차린이 차량설명서,0.0,0.037,0.014,0.721,0.7206,0.6046,0.26285000000000003,0.0,0.6046,0.428415,B
UCGwUygnNcB1kcbmWl_jfzlQ,천천히 세계여행 앤젤리나_Angelina_lee,0.0,0.008,0.16,0.0,0.5677,0.3558,0.15007500000000001,0.0,0.3558,0.234283,A
UCUcIUXAGcXpnu8gH1HKL6Tw,신별 ShinByul,0.0,0.077,0.994,0.991,0.3736,0.8673,0.6720999999999999,0.0,0.8673,0.65137,F
UCUOQddfF7LwZBPglW3nEzPQ,꿀팁한입,0.0,0.016,0.206,0.004,0.7707,0.6099,0.11382499999999998,0.0,0.6099,0.368548,B
UCU_vu6ZgG4Zi7h4xRL6dwDQ,pharkil 2015,0.0,0.88,0.982,0.002,0.5464,0.6088,0.5794,0.0,0.6088,0.54482,D
UCU_hKD03cUTCvnOJpEmKvCg,메이플스토리,0.0,0.019,0.009,0.995,0.5149,0.8813,0.37702499999999994,0.0,0.8813,0.544758,D
UCH2mJnztSdNh8ADp2KmtUMQ,Yoo True,0.0,0.005,0.006,0.086,0.6399,0.6121,0.11427499999999999,0.0,0.6121,0.336952,A
UCUXAy4AVmp_XRtEr2iNbcCw,포프리쇼,0.0,0.007,0.005,0.08,0.8837,0.6075,0.05207499999999999,0.0,0.6075,0.364963,B
UCUWU2sdN5y8hxvpWn2ZWiuA,김가을,0.0,0.03,0.913,0.0,0.8177,0.6124,0.28132500000000005,0.0,0.6124,0.465048,C
UCUWEzjy3B1x0RTcYzH0LYAQ,HEON SEO 헌서,0.0,0.012,0.943,0.15,0.5614,0.6076,0.3859,0.0,0.6076,0.45134,C
UCH33CJMcI0XZUpIhWRHiUuw,붕괴: 스타레일,0.0,0.005,0.749,0.249,0.5961,0.3635,0.35172500000000007,0.0,0.3635,0.345287,A
UCUT58qBbE4Y3Y4FClOJOfrg,공원소녀 GWSN OFFICIAL,0.0,0.918,0.726,0.057,0.4177,0.3693,0.570825,0.0,0.3693,0.412558,B
UCH3e9vMlDLUdp8qO5aHbplg,이종대왕,0.0,0.037,0.691,0.229,0.4343,0.6135,0.380675,0.0,0.6135,0.419313,B
UCH7JoVNZFpo1pOzZH-t5uew,영탁의 불쑥TV,0.0,0.858,0.947,0.006,0.7076,0.3713,0.5258499999999999,0.0,0.3713,0.463345,C
UCHDFA44cYmzocBlosaWADog,배윤정TV Bae Yoon Jung,0.0,0.834,0.993,0.932,0.4203,0.605,0.834675,0.0,0.605,0.639412,F
UCTRNunJyaYGLl9UcN0ejBrg,떼아블리 seably,0.0,0.907,0.858,0.013,0.7838,0.6126,0.49855,0.0,0.6126,0.565265,F
UCTQGAYPtbnCEfW9IGx65kiw,Minsco 민스코,0.0,0.037,0.043,0.001,0.4812,0.6067,0.14994999999999997,0.0,0.6067,0.312955,A
UCj1RW5MrOLh_VrX3yHF_yow,MadLife TV,0.0,0.903,0.109,0.001,0.6735,0.6043,0.334875,0.0,0.6043,0.452533,C
UCHulytnSy99QbEr6rgGyDBA,KPOPCUP,0.0,0.007,0.979,0.987,0.6856,0.3602,0.57185,0.0,0.3602,0.476405,D
UCSczOq3knfSQuxzCticNmrw,살아라! 콸콸이,0.0,0.031,0.996,0.976,0.5324,0.6166,0.61765,0.0,0.6166,0.563565,D
UCHopQBo3N-fadSVQtOE3mzg,SilverSnow 실버스노우,0.0,0.066,0.94,0.0,0.6316,0.3578,0.3436,0.0,0.3578,0.34782,A
UCHqkva52rIYNgXqSPOk60cQ,예스리아 YESRIA,0.0,0.174,0.024,0.027,0.5238,0.6046,0.17529999999999998,0.0,0.6046,0.33544,A
UCSQPjdpKtG7egh3qmOcUn1w,아롱다롱TV,0.0,0.397,0.951,0.01,0.605,0.6049,0.43825,0.0,0.6049,0.487335,D
UCSQ55iSysqYErLRDC6ARi9w,티키틱 TIKITIK,0.0,0.83,0.012,0.963,0.7345,0.6133,0.517625,0.0,0.6133,0.562758,D
UCHqvLC2ilL2M4_SpoFiWtuQ,이설 Leeseol,0.0,0.219,0.035,0.0,0.505,0.6058,0.18725,0.0,0.6058,0.337195,A
UCSOYF1lZgyK6c0iRK_0mlBA,달님 DALNIM,0.0,0.027,0.938,0.001,0.5852,0.6033,0.34519999999999995,0.0,0.6033,0.43522,B
UCSOCNcBfiByb4cr3LLL8V8w,GROOVYROOM,0.0,0.859,0.966,0.995,0.4695,0.8685,0.837625,0.0,0.8685,0.758587,F
UCSNQapL0dCkVX2IiQzPASIw,Yng & Rich Records,0.0,0.053,0.01,0.976,0.4329,0.6055,0.40152499999999997,0.0,0.6055,0.426188,B
UCSMhz6DR4YXbpkWpr-4TUMQ,혜봉 Hyebong,0.0,0.25,0.042,0.0,0.4147,0.6023,0.219325,0.0,0.6023,0.329257,A
UCHsK9gl5aU0F3umrU4Zn_sA,TV대정령,0.0,0.128,0.087,0.0,0.7595,0.6034,0.113875,0.0,0.6034,0.363173,B
UCSKHxKbb6bTHKQ0thCzyIFw,ColorMonsters Toy,0.0,0.89,0.073,0.002,0.4246,,0.3851,0.0,,,
UCHmmTQp2cnoCUsCLYHecsng,PIERCE,0.0,0.92,0.076,0.959,0.3831,0.6071,0.6429750000000001,0.0,0.6071,0.535103,D
UCSEVFgCkKem_c3nIBm7F37g,조유리 JO YURI,0.0,0.225,0.009,0.848,0.4972,0.614,0.3962,0.0,0.614,0.443,C
UCI0Ai1RoRD-b8i-qvRR0Yeg,설레임 에디션 ♬,0.0,0.935,0.951,0.733,0.3743,0.8721,0.811175,0.0,0.8721,0.723002,F
UCSC_SUwMtGauYRIdKTkLDzg,BLACK DOOR,0.0,0.872,0.911,0.008,0.4118,0.3608,0.5948,0.0,0.3608,0.41967,B
UCSBbfBo2v3CCyhJoSUCpapg,허니제이 HONEY J,0.0,0.027,0.789,0.023,0.7007,0.6077,0.284575,0.0,0.6077,0.435543,B
UCS7e9ieT1-t7ALELe2ubRtg,양컴,0.0,0.035,0.983,0.195,0.6655,0.6052,0.386875,0.0,0.6052,0.476892,D
UCS7W22-coWXOmlyN97S2pvg,Spinel CAM,0.0,0.005,0.006,0.848,0.9319,0.6062,0.231775,0.0,0.6062,0.466342,C
UCS5qmPFj36fK7fML6gYcZSQ,Eunzel ASMR 은젤,0.0,0.284,0.816,0.003,0.5978,0.6081,0.37629999999999997,0.0,0.6081,0.45584,C
UCI0LM34maSrX0ffnurfbv3Q,KIKICK!,0.0,0.409,0.993,0.993,0.4301,0.8718,0.741225,0.0,0.8718,0.701858,F
UCS-212k_PQZZ3OgvfY2VTLA,원재TV,0.0,0.004,0.929,0.069,0.795,0.6101,0.30174999999999996,0.0,0.6101,0.468665,C
UCI3-5FX4IrRyniAiUnK1BWQ,Leeby리비,0.0,0.003,0.837,0.0,0.7481,0.6059,0.27297499999999997,0.0,0.6059,0.440873,C
UCRxmRkaI8Lr405kj8P1X8Dw,리셋리밋 ResetLimit,0.0,0.019,0.134,0.015,1.0,0.6029,0.041999999999999996,0.0,0.6029,0.38716,B
UCHni7hkRT9iqwIQ_j49NE6g,TNS x HIGH-END DANCE STUDIO,0.0,0.004,0.139,0.011,0.6458,0.6043,0.12705,0.0,0.6043,0.341695,A
UCHl_zBFk1ubKmb9R67-cCcQ,Clay Art TV,0.0,0.285,0.984,0.912,0.4089,0.6082,0.693025,0.0,0.6082,0.567017,F
UCHUqcHqlaxm5NpmbK8hHD4g,웃고리즘,0.0,0.005,0.942,0.006,0.8322,0.6148,0.2802,0.0,0.6148,0.46907,C
UCSxyizL0CRce8zn1nFQg-pQ,치치핑핑,0.0,0.421,0.007,0.167,0.4154,0.6018,0.2949,0.0,0.6018,0.36702,B
UCHXnnasv33y-tDilXip8s9A,이웃집수달 Zoo Family,0.0,0.247,0.003,0.011,0.5957,0.61,0.166325,0.0,0.61,0.351087,A
UCTLIq9jl-pb_ojAZZtoGaOQ,빅보스,0.0,0.003,0.946,0.995,0.7895,0.6068,0.538625,0.0,0.6068,0.584407,F
UCTIiGl3YTwzyEsArwlOExsg,이종임 스타일 채널,0.0,0.005,0.159,0.12,0.8335,0.3572,0.112625,0.0,0.3572,0.282567,A
UCTHS-A8QJPMKq_vQEf22O2Q,쓰복만,0.0,0.172,0.995,0.18,0.4563,0.363,0.472675,0.0,0.363,0.370613,B
UCTG3UQoDDIN05ZikOAv3uZg,하고싶은거다해,0.0,0.791,0.004,0.987,0.7407,0.3624,0.510325,0.0,0.3624,0.460298,C
UCTFmJtpAC3bm0-X4R2xMwAQ,정훈tv,0.0,0.25,0.039,0.043,0.3996,0.6088,0.2331,0.0,0.6088,0.33497,A
UCTCYh96Ex4lRWMRg0YQvlIQ,라굿템 Lifegooditem,0.0,0.011,0.038,0.126,0.6944,0.6009,0.12014999999999999,0.0,0.6009,0.349035,A
UCT7njg__VOy3n-SvXemDHvg,Core-A Gaming,0.0,0.089,0.018,0.0,0.7679,0.3605,0.08477499999999999,0.0,0.3605,0.253563,A
UCT4rIm6Ibb-Jb8Vj23Ur3BA,Minji Teaches Korean 민지 티치 코리안,0.0,0.042,0.007,0.008,0.5034,0.3609,0.13840000000000002,0.0,0.3609,0.21441,A
UCT29dZNPg6exiMyMrVLL0fg,mediaAUTO 미디어오토,0.0,0.003,0.975,0.09,0.7682,0.3581,0.32495,0.0,0.3581,0.372765,B
UCSzHok6X5qXEO7cjvVnE62g,프레이 TV,0.0,0.003,0.015,0.946,0.8547,0.6078,0.277325,0.0,0.6078,0.470457,C
UCSxhYq6K0mxF24SmMGeNNQA,잰잰바리,0.0,0.14,0.249,0.0,0.7158,0.6143,0.1683,0.0,0.6143,0.38382,B
UCHjj-qlJhYWDacFwnaewV6Q,KADOKAWA映画,0.0,0.005,0.987,0.996,0.4422,0.6102,0.63645,0.0,0.6102,0.547855,D
UCSvQJiTYECOrw-AYOr4yzqA,유니브클래스,0.0,0.005,0.95,0.147,0.5367,0.6043,0.391325,0.0,0.6043,0.446557,C
UCHej63OZm3dh16McbdieEFQ,Dragon Stone,0.0,0.92,0.987,0.031,0.4261,0.3721,0.627975,0.0,0.3721,0.444353,C
UCHgL0Bj_iAEOheN9v3wLA2g,맹수꽁이 BeastGGong,0.0,0.147,0.954,0.99,0.4173,0.872,0.668425,0.0,0.872,0.662338,F
UCSmKpwGictx2FI3kUIGFV6A,사랑아놀자(Let's Play SARANG),0.0,0.003,0.981,0.87,0.6851,0.6043,0.542225,0.0,0.6043,0.559107,D
UCSmG3xnTJysHBYfBrbDzeAg,윤도현 Yoon Do Hyun,0.0,0.213,0.014,0.011,0.4076,0.3624,0.2076,0.0,0.3624,0.22566,A
UCSl192NvxDXRE1fT0cKrVrA,Terpsichore Movie,0.0,0.022,0.841,0.014,0.3702,0.6046,0.37670000000000003,0.0,0.6046,0.39774,B
UCHhHthKmdBnpB5uwSW6h18g,라오스 오지마을 한국인,0.0,0.184,0.845,0.005,0.4341,0.3677,0.39997499999999997,0.0,0.3677,0.330593,A
UCHhjSQJcWB9FeCJSxIJQ0sw,INNI 이니,0.0,0.888,0.992,0.891,0.6077,0.6077,0.790825,0.0,0.6077,0.665417,F
UCHiNbsJgzu3BIdC0dprz18Q,Uncle Jack,0.0,0.063,0.294,0.044,0.5444,0.3614,0.21415,0.0,0.3614,0.262735,A
UCSfr5h6mrf7aFf1kD_m000g,Ana la Coreana,0.0,0.926,0.743,0.993,0.4856,0.3692,0.7941,0.0,0.3692,0.54113,D
UCSfoU2V_ECZEqnuNjSZwkTw,timeory,0.0,0.106,0.901,0.995,0.4455,0.9117,0.639125,0.0,0.9117,0.670618,F
UCV7uxZdHAS3y3qZ7iqTlTYQ,박서아TV,0.0,0.878,0.002,0.138,0.3658,0.8668,0.41305000000000003,0.0,0.8668,0.519695,D
UCV9aJOO9QY057Bo6U1l5yzg,TheBestLap,0.0,0.235,0.066,0.118,0.6744,0.3616,0.18614999999999998,0.0,0.3616,0.281315,A
UCGep2UU85jYpst4JsMWlrKA,김새해 kimsaehae,0.0,0.005,0.14,0.976,0.7711,,0.33747499999999997,0.0,,,
UCX1anTFU1633G3_xkLMAw7g,SoriNotSorry!소리,0.0,0.15,0.016,0.002,0.5761,0.3571,0.14797500000000002,0.0,0.3571,0.235852,A
UCXVCWwthUVgO4ledMbcKANQ,온유 ONEW,0.0,0.01,0.005,0.022,0.4396,0.6181,0.14935,0.0,0.6181,0.306815,A
UCXTyJZJW0kjz5lCI7g8wUKQ,나는미도,0.0,0.407,0.012,0.014,0.4313,0.6072,0.250425,0.0,0.6072,0.350917,A
UCXJBkck6y72O8mxgvLN8Tvw,동네축구형 용마니,0.0,0.408,0.182,0.987,0.4885,0.3609,0.522125,0.0,0.3609,0.402548,B
UCXIF1aXKmE6x5gyyt5z88YQ,설운도TV_Official,0.0,0.883,0.986,0.002,0.7157,0.3638,0.538825,0.0,0.3638,0.468858,C
UCXF_eVsuOWsWX6uIucimUrw,응정 Eunjung,0.0,0.047,0.815,0.002,0.7246,0.6063,0.28485,0.0,0.6063,0.441095,C
UCXBW4CrtmED-tbK6Hn7SM7w,DinoCore TUBA_English,0.0,0.822,0.002,0.075,0.6912,0.6054,0.30194999999999994,0.0,0.6054,0.440935,C
UCXBGxzmPnMRMR9N3N8lgDtQ,솔솔엄마,0.0,0.033,0.924,0.298,0.5321,0.6028,0.430725,0.0,0.6028,0.464508,C
UCX62PLc24ML_-tQ3fVPa2tQ,안오준TV AhnojunTV,0.0,0.008,0.003,0.764,0.6418,0.6089,0.2833,0.0,0.6089,0.42066,B
UCFZDDApnxYxWJ5MnuI29ryw,이병욱,0.0,0.011,0.993,0.004,0.6145,0.6048,0.348375,0.0,0.6048,0.444733,C
UCF_R5sUdfi4msuMlhyfXaOw,피아노요정 숑아,0.0,0.004,0.122,0.012,0.8067,0.6043,0.08282500000000001,0.0,0.6043,0.359808,B
UCFa96yEoj3G5lHC_mz6X1kQ,경선 Joshua Kim,0.0,0.346,0.827,0.003,0.4252,0.6044,0.4377,0.0,0.6044,0.44191,C
UCFcTm68PF0OQbr3JwX_SRsw,송슐랭 가이드 - SONGCHELIN GUIDE,0.0,0.921,0.904,0.002,0.4164,0.1887,0.60265,0.0,0.1887,0.355905,B
UCXXBlFfsU0KpJQFdiZygqXA,쉐어하우스,0.0,0.003,0.991,0.773,0.8265,0.6011,0.485125,0.0,0.6011,0.564628,D
UCX0xc2Nflu58TtZkoE4jnwg,아이게스 iguess?!,0.0,0.184,0.01,0.008,0.4721,0.6098,0.182475,0.0,0.6098,0.328183,A
UCX0TKqidOQEqYVIL69iptiA,Hello Toys 헬로토이즈,0.0,0.076,0.06,0.749,0.7288,0.6095,0.28905000000000003,0.0,0.6095,0.445525,C
UCWvrB8eZ18wB5o7QnzMAdcA,정훈남JHN STUDIO,0.0,0.011,0.912,0.967,0.7242,0.6051,0.54145,0.0,0.6051,0.568815,F
UCWvKpZEp5dFsKZiBDxkXHvw,KIMDAX킴닥스,0.0,0.014,0.994,0.01,0.5197,0.6057,0.374575,0.0,0.6057,0.434493,B
UCWunBeVPbztFbMlpE6k8RSA,Sound떵순,0.0,0.938,0.004,0.001,0.3659,0.6123,0.394275,0.0,0.6123,0.408532,B
UCWq9wRjQXYC8i486uVLysUA,이도원,0.0,0.03,0.994,0.0,0.9054,0.8694,0.27965,0.0,0.8694,0.588935,F
UCWq4TrLFdm7fFzCb4uo2V4Q,인어교주해적단 The Pirates,0.0,0.871,0.994,0.201,0.4922,0.6089,0.64345,0.0,0.6089,0.563335,D
UCWnCjs_fzCa2IxBLr7CJKDg,이오몽,0.0,0.004,0.753,0.0,0.7799,0.6132,0.244275,0.0,0.6132,0.437392,C
UCWlwaqMam9GueCmnwT1VYDA,도토리TV Dotori TV,0.0,0.025,0.018,0.167,0.7144,0.6082,0.1239,0.0,0.6082,0.35883,B
UCWkuoK0HbKfMRA44sTPZ7gg,얼미부부,0.0,0.005,0.853,0.994,0.7249,0.8703,0.531775,0.0,0.8703,0.670233,F
UCFgu0RLRE1Xmn78yUjFUjew,터민,0.0,0.941,0.006,0.071,0.4169,0.607,0.400275,0.0,0.607,0.422162,B
UCXWOlSe2GHTev8QZhY_gMPg,존리의 부자학교,0.0,0.007,0.96,0.003,0.4839,0.6085,0.371525,0.0,0.6085,0.425138,B
UCX_8_5Bw8cXqIZDFk795fcQ,sunnydahye,0.0,0.004,0.967,0.017,0.8065,0.3584,0.295375,0.0,0.3584,0.367673,B
UCVEzR8VHu0JC5xlTr53cMwQ,DKDKTV,0.0,0.06,0.019,0.006,0.6838,0.3633,0.10030000000000001,0.0,0.3633,0.24142,A
UCXyga31pA_sA5mbl9m5fOOg,살다보면,0.0,0.443,0.962,0.001,0.5612,0.3713,0.46119999999999994,0.0,0.3713,0.39442,B
UCYJ0Ucu9jPX5kn6SeDcNaIQ,Wolf,0.0,0.003,0.89,0.003,0.8135,0.6056,0.270625,0.0,0.6056,0.455928,C
UCYIxlZxTQvixNihWV31-fqA,Marie Claire Korea,0.0,0.006,0.002,0.873,0.8041,0.3625,0.269225,0.0,0.3625,0.355637,A
UCYDg0_mq6Ik8V2nF72mfDPw,T1 Keria,0.0,0.295,0.018,0.0,0.5791,0.8688,0.183475,0.0,0.8688,0.459033,C
UCYC3ZZMiYLptqJeDoCTtRbg,은기자의 왜떴을까TV - Reporter Eun’s LIT NEWS,0.0,0.903,0.074,0.996,0.4609,0.3723,0.6280249999999999,0.0,0.3723,0.453157,C
UCFH9VTXreljLA4KHejcVmVg,리안띠 RIANddi,0.0,0.894,0.987,0.993,0.3877,0.6126,0.871575,0.0,0.6126,0.652753,F
UCFHP2lLTQmgVtBiFQlzYauQ,마크툽 MAKTUB Official,0.0,0.043,0.909,0.995,0.4635,0.8677,0.6208750000000001,0.0,0.8677,0.648393,F
UCFIUgqzzNjCvarzIqCE89cA,하지니지,0.0,0.909,0.262,0.01,0.3982,0.3666,0.4457,0.0,0.3666,0.34404,A
UCY9eI5Q-T9IaAZ4kof17FeA,THEL1VE,0.0,0.141,0.978,0.994,0.4221,0.8945,0.672725,0.0,0.8945,0.674687,F
UCY2Td2vcSsYtMCuDiADC20Q,잘자샘,0.0,0.008,0.181,0.002,0.483,0.3644,0.177,0.0,0.3644,0.23001,A
UCY-d9-BjGZtnETUVdWqOt4Q,이상훈TV,0.0,0.004,0.012,0.091,0.8457,0.6056,0.065325,0.0,0.6056,0.361328,B
UCY-ES-QqCFC-xhRTyTsB-xw,크나큰 KNK,0.0,0.395,0.009,0.935,0.5632,0.1716,0.44394999999999996,0.0,0.1716,0.306415,A
UCXxT09XuuafAUg4VGkdjV7g,VANN 바나뚜레,0.0,0.47,0.965,0.083,0.376,0.8743,0.5355,0.0,0.8743,0.58647,F
UCFU-YzYjd1faci3x_7A-ZQA,원포인트t,0.0,0.847,0.646,0.995,0.7662,0.6047,0.68045,0.0,0.6047,0.648655,F
UCXvw9gr-e6yHdji8xtq3QpQ,알쿡 - R COOK,0.0,0.918,0.992,0.994,0.4065,0.361,0.874375,0.0,0.361,0.558213,D
UCXuzhVKNO9ZLm1q7edeipIw,Soo Beauty 수뷰티 ,0.0,0.007,0.807,0.006,0.5519,0.6073,0.317025,0.0,0.6073,0.414407,B
UCXteMTpHAvyDP05G0QULuZA,Silica Gel 실리카겔,0.0,0.23,0.967,0.329,0.45,0.88,0.519,0.0,0.88,0.599,F
UCXtWUl6qmPtibHVKIXbZlcA,FC SEOUL,0.0,0.004,0.933,0.0,0.7659,0.3599,0.292775,0.0,0.3599,0.356823,B
UCFNUGAiaGRgzVCXrjVoe1Hw,이민정 MJ,0.0,0.005,0.003,0.996,0.4547,0.6138,0.38732500000000003,0.0,0.6138,0.427858,B
UCXoIy_n2053GK6FiuBWXgHw,Savislook,0.0,0.128,0.994,0.0,0.4535,0.6055,0.41712499999999997,0.0,0.6055,0.439138,C
UCFPI8MI3zmzTlV4W-oSy-Ig,TAEYEON Official,0.0,0.052,0.157,0.052,0.4922,0.3641,0.1922,0.0,0.3641,0.23979,A
UCXnXkf3DrZjdy1uwXO77drw,돼지런한 생활 Let Eat Be,0.0,0.886,0.994,0.988,0.7782,0.6087,0.77245,0.0,0.6087,0.699255,F
UCFRtL4GPsBsvAoJF0gnSOBA,산골짜기동물칭구Valley Cat Friends,0.0,0.006,0.023,0.0,0.7921,0.1805,0.05922499999999999,0.0,0.1805,0.174838,A
UCXhu9ABheuKs8Xyu1rltImA,돈파는가게,0.0,0.006,0.936,0.857,0.8099,0.3602,0.497275,0.0,0.3602,0.470193,C
UCXdZ5Q0U6RV3yG9s_Q3ua9g,그로잉살롱GrowingSalon,0.0,0.008,0.021,0.973,0.7684,0.6016,0.3084,0.0,0.6016,0.46194,C
UCWhk34oJha6INyFEraFDo_A,Sun태양,0.0,0.466,0.097,0.032,0.3791,0.6031,0.303975,0.0,0.6031,0.363003,B
