channel_id,channel_name,churn_probability,top1_churn_reason,top2_churn_reason,top3_churn_reason,is_churned
UC0kp1x32b-Y4cvP5r3vW_hw,Sereno Official,0.3874528675790022,video_count,avg_normal_view,subscriber_count,0
UCf9JzXaRZtVThK-SAjOwC3A,Mesmi,0.13325262716526365,avg_view_count,subscriber_count,max_gap_days,0
UCJQDi71H00IXCQbxAtFem3Q,DC튜브,0.059312114004541366,avg_view_count,subscriber_count,avg_upload_interval_days,0
UCDYdwDXhbVZXkdV6kZn-0IQ,심킹 (ABYSSKIMG),0.9250729575459333,max_gap_days,std_upload_interval_days,subscriber_count,1
UCTNKRL7LP51R--aQpkCq3Hg,이스 베이스볼,0.019387430110191894,subscriber_count,cat_aggro,avg_like_count,0
UCw7FqLmYfW-nAVhEd_grcZg,이중선,0.038649104953078786,subscriber_count,genre_게임,std_view_count,0
UCpnrai4Ew3EoQuxfxf_8lfQ,LUXXTV,0.01281834042855964,subscriber_count,cat_aggro,cat_hate,0
UCKmwJaQblk-Qt--4jdOUoKQ,하기원프로,0.08128637374837511,subscriber_count,outlier_ratio,gap_ratio,0
UCbr6AL4ayehAkXcdBM68e8A,김PD전당포,0.8680740460701698,max_gap_days,total_views,std_upload_interval_days,1
UC0_yHLyKYYvG4bzylDs3pwA,MOAI (모아이),0.07395783766641865,avg_view_count,subscriber_count,total_views,0
UCJ_onun6seHzvf0KhcWn_DA,킴킴변호사,0.8399111536027236,avg_view_count,subscriber_count,cv,1
UCMZO-3sP1Jty_4q3SIHbUGA,남쌩놈 Nam Ssang,0.8558351581279448,max_gap_days,subscriber_count,std_upload_interval_days,1
UCz0F-eW0TCO7WiC3cBqJ-qQ,저승문호 박문호,0.18728024024512946,max_gap_days,video_count,channel_age_days,0
UCBiSffyBdhIRjYG5q46Td_w,아이즈매거진,0.005411295858854347,subscriber_count,cv,avg_view_count,0
UCR5eP4-RruOu2KQE-bUoCcA,써니,0.024387503668366,subscriber_count,avg_like_count,channel_age_days,0
UCR33sqrqf6rlT2AlpgyKmyA,두리 원투쓰리코,0.0012713238026584575,subscriber_count,outlier_ratio,cv,0
UCfs9UQJvLXRfUCGKOAuWozg,찾았다 내 엔돌핀,0.07824733697620459,subscriber_count,genre_TV+방송,avg_normal_view,0
UCoia32w0uXTvIj-eAb7kaNw,전주맛집,0.06340557819271656,subscriber_count,avg_view_count,hiatus_count_30d,0
UCVxoVd1iXD-U__oJ9YZ8frQ,Celia Kim주영스트,0.053956766315883184,subscriber_count,avg_view_count,gap_ratio,0
UC3OYurQopKhpZchEMn0wG6Q,무빙TV,0.013986862291290411,subscriber_count,avg_view_count,cv,0
UCCreCOjTs1N7Lga-4uyKvZg,drighk,0.9168784061847463,max_gap_days,channel_age_days,gap_ratio,1
UCYC3ZZMiYLptqJeDoCTtRbg,은기자의 왜떴을까TV - Reporter Eun’s LIT NEWS,0.8899248994686136,subscriber_count,video_count,max_gap_days,1
UCiTLwHRJoAyxCdrHX81BMUw,you.will.knovv,0.21055791187439254,video_count,max_gap_days,subscriber_count,0
UC5HKolXNopAqmfgS8A0SmUw,Jadoo couple 자두커플,0.012450294681642899,subscriber_count,avg_like_count,cv,0
UCC66yZ6IM71Nvvin2dnoj1w,WDG 저희 잘 지내요,0.024535530898410308,subscriber_count,avg_like_count,cat_hate,0
UCJmnOEp1-OITEU0mk4icM5A,일루전 ILLUSION,0.01985074727400121,subscriber_count,cv,total_views,0
UCc1G8zPj7bv2Abuy3WxDhrA,김기쁨,0.599858424125413,max_gap_days,avg_view_count,subscriber_count,0
UCKp20MpZRmS719n4dS_9hGg,열쓰 10s,0.06968965754031799,subscriber_count,gap_ratio,outlier_ratio,0
UCcjFBc6EZ76yJarqU1AYuhA,오늘의 매드무비,0.9152974315507386,max_gap_days,subscriber_count,std_upload_interval_days,1
UCMrY-JHG6bF3LEdlDvhv7XA,Dan Jeong,0.8256457114342267,max_gap_days,channel_age_days,subscriber_count,1
UCQ5kW39ODbSNAaF5vSVmSFw,Jeremy Choi,0.10197707838547895,subscriber_count,cv,avg_view_count,0
UC6e43Z5P_ThOnz7XaSe5zpw,jungbub2013,0.0256987318446593,subscriber_count,avg_view_count,cv,0
UCL784ga_3vTDUpEZxgveRNQ,단비스 Food,0.6701343646844518,max_gap_days,std_upload_interval_days,gap_ratio,1
UCXafJh8KzQun0UrCaZYunxg,고쌤연주Gossaem lovepiano,0.21828769624786343,max_gap_days,avg_view_count,subscriber_count,0
UCFITKqW12636TGi-BfQzVaA,오카 영상툰,0.8876313961485527,max_gap_days,subscriber_count,avg_upload_interval_days,1
UCCiKOocVSjyb2rsbL_Aanhw,오형짱,0.010756390306255154,subscriber_count,genre_게임,channel_age_days,0
UC9nWnAJQDNBkJ_JlbKS-7VA,서농,0.0034736908792938857,subscriber_count,avg_view_count,genre_게임,0
UCoovEJW0dyTWwHiblWDWvyQ,도읍지,0.01028857998686786,subscriber_count,genre_게임,std_view_count,0
UC2ST2e5XrCTJyQRqaw2gTOA,개토리,0.8640819000513412,max_gap_days,subscriber_count,std_upload_interval_days,1
UCGAaUaRRUAnbz3W8XM2QaDw,기자형의인터뷰tv,0.033551673192928885,subscriber_count,cv,channel_age_days,0
UC6jny3KnjnPLtSWYbrTqAtA,앵지,0.6645062599447388,max_gap_days,subscriber_count,avg_upload_interval_days,1
UCqPbkJrjrsQb_RGlC_4HEgg,TheKidLAROIVEVO,0.04601242358159433,avg_like_count,avg_comment_count,video_count,0
UCmY-59-IwbidN62cmr9TW8Q,박찬영 Chanyoung Park,0.08675107162575717,subscriber_count,avg_normal_view,total_views,0
UCRJX0GaKcnMO4L2EttYqPaQ,로미쌤,0.7304362618081183,max_gap_days,subscriber_count,std_upload_interval_days,1
UCWAGyolTIz5RjfDtY1JrOXg,SOL A솔아,0.017063977234050204,subscriber_count,avg_view_count,std_view_count,0
UCFgu0RLRE1Xmn78yUjFUjew,터민,0.39460323294720046,max_gap_days,std_upload_interval_days,subscriber_count,1
UCRfhKf6ea4Umh_-6OFOUbmg,김부타야옹,0.024479924692690308,avg_view_count,subscriber_count,sensitive_score,0
UCTamE9g1cVy7hz4Q1bE56cQ,"전, 효성입니다",0.5133351427630425,video_count,subscriber_count,total_views,1
UCKxMSkJHBIpn5b4vUQHYliQ,전북현대모터스 Jeonbuk Hyundai Motors,0.019365837434742322,subscriber_count,cv,avg_view_count,0
UCfBazeBqkG8914bfC0oy_bA,제이월드,0.02960138175001144,subscriber_count,total_views,channel_age_days,0
UCQI1VgWKYgVfBUKTTjLz8Rg,스타채널 : the Original,0.05107222838642095,avg_view_count,subscriber_count,avg_normal_view,0
UCunsfa6SSFxVGG74nEsGP-Q,스포일러 MLB,0.0378253120021817,subscriber_count,total_views,cat_aggro,0
UCFVGfm6kKm07x3B1FaIdMLw,결 혼밥,0.2120923869875956,avg_view_count,subscriber_count,avg_normal_view,1
UC0e6qNVupPsR_DvdCm4NahQ,Kids,0.11330455192363659,avg_comment_count,avg_upload_interval_days,video_count,0
UCwmcjN1mwl5nmTfP4_K4ssg,타요 플레이 & 미니카 / TAYO PLAY & MINICAR,0.9189052632082954,avg_normal_view,avg_comment_count,subscriber_count,1
UCQcYgOAfbpkd7CAFfwPF0vA,배은망덕고양이들,0.09276297450466026,subscriber_count,max_gap_days,avg_like_count,0
UCSMHdSnicPErAA4pPmizr4A,강이부부,0.015522494129077689,subscriber_count,avg_like_count,cat_aggro,0
UCJtAFDmVo5_9dnobfV-rl1g,올영TV,0.015128537180636984,subscriber_count,hiatus_count_30d,total_views,0
UCbWuJ2_MlwEjtRQrQ1u6dCA,WE DEM BOYZ 위댐보이즈,0.11359902926281006,subscriber_count,avg_like_count,channel_age_days,0
UC4i0dvptG3PokPjMx6r1zNQ,수닝유튜브,0.0476735047937481,subscriber_count,avg_like_count,channel_age_days,0
UCS-212k_PQZZ3OgvfY2VTLA,원재TV,0.05881309354042508,subscriber_count,cv,total_views,0
UCJmx95ElUDyDRH6nKQ7qyZg,전은성의 현장이 답이다,0.07617890010793436,avg_view_count,subscriber_count,cat_politics,0
UCN60wl1wRz2gr7VrKEM6Isg,조나인,0.0349442407265263,video_count,subscriber_count,max_gap_days,0
UC_HuTtDholwrt2jBHvg5gwQ,캐나다시골댁K-Wife,0.14724330264700053,subscriber_count,avg_normal_view,avg_like_count,0
UCjL2bp7EDRIk7rwwEYeofeg,영탁스클럽 YOUNGTAKsClub,0.10580673109468046,avg_normal_view,gap_ratio,subscriber_count,0
UCmry1hfaRHI_iTfxUMhC8mA,젠레스 존 제로,0.13660119983551738,subscriber_count,regularity_score,avg_view_count,0
UCecuhoxAW8HvAnGaNX2yE4g,빅정현,0.028823379938166485,subscriber_count,avg_view_count,hiatus_count_30d,0
UCPh6MQFHspMpsQ0rQwFI6tg,금동복실 금동팜,0.7563913103801206,max_gap_days,gap_ratio,subscriber_count,0
UCWmkrCwxD6PK5moIQI1fNDw,씨넷코리아 CNET Korea,0.05519091408601451,subscriber_count,channel_age_days,std_view_count,0
UCPtO09ZhqgCYo1bDrtEbtZA,루미,0.12325959570594666,avg_view_count,video_count,subscriber_count,0
UCijSFRwrNjSv9tO7EK1Wm6g,포터헤드POTTERHEAD,0.7870397691886643,max_gap_days,video_count,std_upload_interval_days,1
UCyNXvqyxXlG8kbbWKxqpGeA,달순,0.7439623212127976,gap_ratio,avg_comment_count,subscriber_count,1
UCLry_5iHENRJFOfzH1GQd2Q,짧은대본 조연출 시점,0.09641418129910581,subscriber_count,max_gap_days,gap_ratio,0
UCJxcYB0Ksc7ak22cD2Eeuyw,Badanamu China,0.7928070689819814,video_count,avg_normal_view,max_gap_days,1
UC7rQKJyFokj_lvu9w64Myng,리틀월드 - 인기동요 어린이노래 - Little World,0.7199132933496261,avg_comment_count,subscriber_count,video_count,1
UCTTZKQHYCa7ChQxVuXUp7QA,뭉친TV,0.030066534747556935,subscriber_count,avg_view_count,sensitive_score,0
UCLMu34PKskkqvflRz0dBQxQ,6시 내고향,0.05161491584693531,subscriber_count,avg_view_count,cv,0
UC5F-jgwqO2ba-wN1mlECjCg,SKLIKE,0.03949329506248736,subscriber_count,avg_upload_interval_days,gap_ratio,0
UCdmd8CgMCO6kxngzjTBRn0g,미소miso,0.029120521612756627,subscriber_count,hiatus_count_30d,cat_hate,0
UC1ThRODdOHTtMJBpg2MYXPw,나도최강희,0.08589211006434194,subscriber_count,max_gap_days,total_views,0
UCR1ctqL11HoxQkbSkoUAYeA,휘바TV,0.0272518769201626,subscriber_count,avg_comment_count,avg_like_count,0
UCdPVWORcD48KThwLXQuaG3g,갓존슨,0.006778099693640294,subscriber_count,cv,std_view_count,0
UC4eCeHvwkrk50PJYUA8anYQ,묘야,0.6733170152747369,genre_가수+댄스+음악,subscriber_count,channel_age_days,1
UCjPPt4BgPN8IlRxLqemU6CA,Saeron 밀키스,0.8334553883678655,max_gap_days,avg_view_count,subscriber_count,1
UCXF_eVsuOWsWX6uIucimUrw,응정 Eunjung,0.02110333221354565,subscriber_count,total_views,avg_upload_interval_days,0
UCLCJ5Y7pEqX0bLHi7KIO8Hw,이준행,0.7052118753188729,max_gap_days,subscriber_count,gap_ratio,1
UCymheuyZLem9B6XEAn0Iflg,겜창현,0.021136851876568507,subscriber_count,genre_게임,sensitive_video_ratio,0
UCA4CuIFYyu62D3eTa_tPq5w,섬즈자동차공방 SomesAUTO,0.07669041509729446,subscriber_count,cv,avg_view_count,0
UC-NiIeWEem2yb9Zq-p9glsg,맛즐 ; JOYFUL FOOD,0.4732508815868983,avg_view_count,subscriber_count,genre_TV+방송,0
UCUNz-mW4VUEOdrWeMKjY5hg,INBIN asmr 인빈,0.04502043058241097,genre_TV+방송,subscriber_count,video_count,0
UCojKWdaKIXWEbHFZ66m2L_g,갸무또이,0.8818958545035227,max_gap_days,subscriber_count,avg_normal_view,1
UC4tDIV3s9TZG0FT30tDflIg,코치 알버트 Coach Albert,0.9384616984497371,max_gap_days,std_upload_interval_days,subscriber_count,1
UCBKMc4nWENw_WGqkbzx-Lrg,STN SPORTS,0.039481833532231225,avg_view_count,subscriber_count,gap_ratio,0
UCUp032r2NpRLCyR6muqxLMw,초코빵툰,0.4131153956605098,max_gap_days,subscriber_count,std_upload_interval_days,1
UCKziRqbw2AvmAJ5wcYXRaMw,대성마이맥,0.005122151695418607,subscriber_count,avg_view_count,std_view_count,0
UCI12997XPVFXSXrHeqZwTLw,맛삼인,0.012936591487971388,subscriber_count,avg_view_count,std_view_count,0
UCiP6DC506B35Xve6M22ScAA,봉워니형,0.13005261039108684,gap_ratio,outlier_ratio,subscriber_count,0
UC3auHzis8Hm8WI_6UzAs8Zg,조닭발,0.05537990009025588,subscriber_count,regularity_score,cat_aggro,0
UCOrdY3p46GJh_CYacfwYieg,잡코리아x알바몬 𝚋𝚢 𝚆𝚘𝚛𝚡𝚙𝚑𝚎𝚛𝚎,0.1386331377103608,max_gap_days,subscriber_count,gap_ratio,0
UCWeTWaC2WFKG2H3hjxYaOhg,솔코 스테이지,0.06939803306734689,subscriber_count,avg_normal_view,channel_age_days,0
UCzHBdb86VEZDhFimR1MF4bg,혀니수혀니,0.0355683219789292,subscriber_count,total_views,avg_upload_interval_days,0
UCk6f0jViRYWOi5BcHaDLZXQ,도건,0.010454903172477393,subscriber_count,genre_게임,cat_aggro,0
