channel_id,channel_name,churn_probability,top1_churn_reason,top2_churn_reason,top3_churn_reason,is_churned
UC9aC758Chsts9__AoiIpMIw,애국채널,0.8131129526784197,video_count,avg_comment_count,subscriber_count,1
UCY9eI5Q-T9IaAZ4kof17FeA,THEL1VE,0.14183525808508296,avg_comment_count,max_gap_days,avg_like_count,0
UCNvn7bFpHvfvULxpRf2Ea-g,코코멜론(CoComelon) - 인기 동요・키즈송,0.08187004598470118,subscriber_count,avg_comment_count,cv,0
UCb3XMd6KgVhp48VcJAqEeiw,RE:REVOLUTION,0.07790189909054626,subscriber_count,avg_like_count,outlier_ratio,0
UCunNU27j6xGERWag1pOQxfg,하나투어,0.032032493013038246,subscriber_count,total_views,avg_normal_view,0
UC9ykpUKKfG7sy3jXISlOhXw,가장(멋진)류진 petiteRyujin,0.0862039030056717,subscriber_count,outlier_ratio,regularity_score,0
UCeUgLKBHMTjpi2p4J1LbDoQ,김완선 TV,0.37109663347071575,max_gap_days,subscriber_count,gap_ratio,0
UCE1N1MU4TwiEVrqJY6UW7Hw,솔라시도,0.9257131152807355,max_gap_days,avg_normal_view,video_count,1
UCE6YwE9sMhS698Jc9_VGrIA,밀리터리생활 탐구,0.6258607582949003,subscriber_count,video_count,avg_normal_view,1
UC4DgFN9dvM0DPXXvsS3FO-w,SHINE DANCE Kids 키즈댄스학원 샤인댄스,0.058373939326612355,avg_view_count,subscriber_count,cv,0
UCNRnCc0hg3ZcKdOGXKKv5Ww,장윤철,0.008723201666962617,subscriber_count,cv,genre_게임,0
UCcLUBNBlXYL2B7tclSdWA8w,김건호,0.16211685462243136,genre_TV+방송,video_count,subscriber_count,0
UC50HiPRDIXQMcB9orOdlbaQ,비엠TV,0.14817844721429912,avg_view_count,gap_ratio,outlier_ratio,0
UCxJ_N3v10n6zLAvVSE7iZug,가치남TV,0.07120482682161516,avg_view_count,subscriber_count,cat_politics,0
UCAe9JVK4V_Tho9zn_gPQzuA,우리엄마밥상,0.1277388445159418,subscriber_count,max_gap_days,std_upload_interval_days,0
UCu35odqNFs-1zgd5j1HeQUQ,투자의신,0.8137149485959956,avg_view_count,subscriber_count,max_gap_days,1
UCn0BIl8oUlmlcCTwRjnZPuA,루다의 댄스 연구소 Ruda's Dance Lab,0.010259139565183106,subscriber_count,avg_view_count,cat_aggro,0
UCljC_51FZKtUBh7vn3yF-Og,시골 언니 아유미田舎の姉あゆみch,0.07200735872173498,subscriber_count,avg_like_count,outlier_ratio,0
UCEQNYZQVU9Ric1VTft_MwrQ,줄리아예요 Julia's Family,0.147379493614794,subscriber_count,avg_like_count,avg_normal_view,0
UCOc1RaFkXsrLQgLG4ygVD1Q,파리지앙 2세,0.041593478959352434,subscriber_count,cat_politics,outlier_ratio,0
UC0-ZCUCeCQBwKU15x0Aqk_g,멘파,0.00936042001729951,subscriber_count,total_views,n_sensitive_videos,0
UCzDmGDR5RdahQkLCBoWlTEg,FC 온라인 Esports,0.025050653152426428,subscriber_count,cat_hate,regularity_score,0
UCprxjd4bxAiNAxg947wvrmA,무결의 VR게임,0.1294452202513346,subscriber_count,avg_view_count,cat_politics,1
UC7qzaxgXSbOBtjv4ppGDsxg,화니의 주방,0.046882507937707624,avg_view_count,subscriber_count,genre_레시피+요리+음식,0
UC9GMEfRUdK1_jAySi7h-cDw,다리네TV,0.032504226512044064,subscriber_count,std_view_count,genre_라이프+취미,0
UCWXxoaQ9rUg-dw6W_ue-v0Q,1LLIONAIRE,0.9414472427261609,max_gap_days,video_count,channel_age_days,1
UCQe2v1aNQW5HLd-TXOxsXYw,셀프메이드 SELFMADE,0.8627754962235116,video_count,max_gap_days,subscriber_count,1
UCJ_2psysfQ6VY3phokvdR5A,"짧고, 굵게",0.08336322051058652,genre_TV+방송,subscriber_count,gap_ratio,0
UCOzhy2XI4hJgyZtisS15YQw,양대산맥,0.8999432115560352,max_gap_days,subscriber_count,gap_ratio,1
UCFW9yODosz3HEn_ArLC3gYA,예그맨,0.7356640516944851,subscriber_count,cv,total_views,1
UC51vSegKn5IMN9tavsbUVOA,서울가요대상 Seoul Music Awards,0.22398935929273672,max_gap_days,gap_ratio,avg_view_count,0
UCjGjOnBvdq_sFjdkfeSYVIg,두다다쿵 Duda&Dada,0.031151691857738983,subscriber_count,total_views,genre_어린이+키즈,0
UCH3e9vMlDLUdp8qO5aHbplg,이종대왕,0.5780381181776473,max_gap_days,subscriber_count,avg_upload_interval_days,0
UCXJBkck6y72O8mxgvLN8Tvw,동네축구형 용마니,0.03976689958815209,subscriber_count,hiatus_count_30d,cat_hate,0
UCnwNkaw2j8SGcWBvjJcSNIg,스튜디오 호락호락,0.8947239783661799,max_gap_days,gap_ratio,subscriber_count,1
UCZYx-EVIs9Oje9AxTtb0GqQ,심수창과 크보졸업생,0.09966292288840309,subscriber_count,max_gap_days,std_upload_interval_days,0
UCYSFs_X0PYHlAnd-ywzMEZw,하우카우,0.009010368706844234,subscriber_count,avg_like_count,avg_view_count,0
UCns4Qg50SKaylIG1cErmvng,송병구TV,0.08643633949112854,subscriber_count,genre_게임,avg_view_count,1
UCoxhBXg60GN21-3Hy1sSNlA,SODAM 소담한작업실 (소담한작업실),0.16448022260896855,max_gap_days,subscriber_count,genre_라이프+취미,0
UCFU-YzYjd1faci3x_7A-ZQA,원포인트t,0.2031194943371943,subscriber_count,cv,total_views,1
UCOYC5dyftpdpnb5x2PL-9_A,DesertEagle 데저트이글,0.11958880031837058,max_gap_days,gap_ratio,subscriber_count,0
UCvtD2WPCqgtG4RBOaz0ci5w,GKR 지케이알,0.11379125524901282,subscriber_count,cv,avg_normal_view,0
UCVXN28NHfphVQrdtjooc33g,백상예술대상,0.013242849957601822,genre_TV+방송,subscriber_count,cv,0
UC-0229MiVYnQoUxdLJnFl_g,꾸리 Kkuri,0.8530585726812335,max_gap_days,std_upload_interval_days,gap_ratio,1
UChf5RXxS-cldR8Gi2MqlyGQ,박가네의 박씨들 (ぱく家),0.04898443748024647,subscriber_count,avg_like_count,total_views,0
UCL1twT4afZX1hzPwV9pNrcA,박세리의 속사정,0.0649750012830145,subscriber_count,total_views,gap_ratio,0
UCw7ixHhCNLVW_By9i2pCDHg,티티 스튜디오(TT STUDIO),0.13143897362139814,subscriber_count,avg_normal_view,std_view_count,0
UCTj5tCUNhrke6fr_ze0eaFA,유튜붐 YOUTUBOOM,0.0698187998735899,subscriber_count,total_views,video_count,1
UCyPwyuEZLmXJXa0M24-Sh6Q,Jaurim,0.05410367094097347,genre_TV+방송,subscriber_count,video_count,0
UClzSzfV2MoBKgz8c5mJaogA,용숙부부,0.030272364433525226,subscriber_count,video_count,avg_like_count,0
UCixaWz4xXA_mJg8UhOZ6hkQ,킴스맨KIMSMAN INDUSTRY,0.8371879896138846,genre_TV+방송,video_count,avg_comment_count,1
UCQQvu8RFI5XQN8nszlCMLwQ,RTX TOP 10 (Rtx's),0.15235812473842456,genre_TV+방송,video_count,max_gap_days,0
UCyBYbF0KojAHcpD6Tf0kCQg,이채이,0.8228704903228583,max_gap_days,subscriber_count,std_upload_interval_days,1
UCZMUCIbRdsbjOffgzTFSU0w,ToyJun,0.9333984809024971,max_gap_days,gap_ratio,std_upload_interval_days,1
UCrmsG-9nm7wHufb6aoM0f1A,황영웅 Tv,0.1571799922641018,video_count,subscriber_count,avg_like_count,0
UCitaFyI5O6HFsSlGOvOycRg,차파는걸,0.26808766672761986,subscriber_count,avg_view_count,cv,0
UC6lAh2xWuzUEbFG3JdcgBAQ,바다 다큐,0.022134904769676826,subscriber_count,avg_view_count,cat_hate,0
UCAl4HWznMn7KhKBRFO5eiFA,배틀그라운드 이스포츠,0.003496045159926106,subscriber_count,total_views,cv,0
UC5PjaMeUVm-yHtEtXT07cmQ,재능충 아재,0.020631275721048187,avg_normal_view,subscriber_count,std_view_count,0
UCLFaCqu7-o7NGqn_-uyKPBQ,만득유튜브,0.7800355731446487,subscriber_count,cv,avg_view_count,1
UC2T9zrKUzAilUF16icE7Uhw,한반지 영화 예고편 처리장,0.027151796823846944,subscriber_count,total_views,avg_view_count,1
UCA8Rt6zh_P1AFZw_k7IaqHg,LYNH LUXURY DIAMOND - JEWELRY,0.8948615510494297,avg_view_count,avg_comment_count,total_views,1
UC6m3XIy59AP-gdx9W35MCUg,김리하 유튜브,0.24177983207978854,max_gap_days,subscriber_count,std_upload_interval_days,0
UCZeL263-H91qG3koJtf22og,쌍둥이TV,0.9343043809283719,genre_TV+방송,max_gap_days,subscriber_count,1
UCsDlSz-jElTUwuFvKp8prIg,준선유,0.029681260975372825,subscriber_count,total_views,genre_가수+댄스+음악,0
UCmu_ekYHVR0vjmpyQZp8YwA,진이에욤,0.22314367733859183,max_gap_days,subscriber_count,gap_ratio,0
UCbylW3LBcOLKL-3A6zIN32w,안전한TV,0.031067583772857916,avg_view_count,subscriber_count,avg_upload_interval_days,0
UCX0xc2Nflu58TtZkoE4jnwg,아이게스 iguess?!,0.16888966146139242,subscriber_count,max_gap_days,gap_ratio,0
UCqWBDPCLCgMMDo47dAHyihw,영디비 0DiBi,0.11141304396635829,subscriber_count,cv,avg_view_count,0
UCaPqdaHZNLYuiw6eBQlPDzw,핫도그월드,0.8269270788206468,subscriber_count,video_count,avg_normal_view,1
UCQ7X91NIBS174KJT4Id0lnQ,킬링벌's KillingBees,0.7387293745316957,avg_comment_count,video_count,subscriber_count,1
UCxDq8ax_W3iGryBKPEl4yrA,백마TV,0.46943631500785743,max_gap_days,subscriber_count,avg_upload_interval_days,0
UCr9FPYFOmFm3RJKfi1UiTgQ,골쿡,0.25404336627593144,max_gap_days,gap_ratio,subscriber_count,0
UCte-VGSuTmmhXw6oiE_vmQw,6번출구,0.053994389064918144,subscriber_count,avg_like_count,avg_upload_interval_days,1
UCgRZzYUwoU8_AZdM2jQX-4g,피디씨 by PDC,0.0425867742449928,subscriber_count,avg_like_count,avg_view_count,0
UCycx2ChXHC9bPXoyrPr98cg,창타지오 (LEECHANGSUB OFFICIAL),0.03601917770160526,subscriber_count,avg_like_count,sensitive_score,0
UC0uJTXwMPGcQUj0YowS3puQ,소정아리,0.08619260293399411,subscriber_count,std_view_count,regularity_score,0
UCWk0Hx1LaFvmt9vnNeIt0jg,로플릭스,0.05402613054501851,subscriber_count,total_views,avg_upload_interval_days,0
UCSLDjoqzlBLiJZUr6PbUJ0g,제니플레이,0.1379478845731601,max_gap_days,gap_ratio,avg_view_count,0
UC5L0lVvTgmas3rQKRIoLfpw,에스키모,0.8769863749254342,genre_TV+방송,max_gap_days,total_views,1
UCBVy3MYN-nT9gZ23tIH8BCA,보물창고TV,0.8138983846592537,max_gap_days,subscriber_count,avg_view_count,1
UClddcwY0DlOYX0lR0sKtTug,코어 오브 아이디어,0.10899291785545347,subscriber_count,avg_comment_count,regularity_score,0
UCKCLjE6UrEqUOIKp9hnG9Ew,라이크잇 LIKE IT,0.7460688005954635,max_gap_days,genre_TV+방송,gap_ratio,1
UCaS8sePfGIHBU1R6uz04d0g,당구해커,0.0030334384718928146,subscriber_count,cv,channel_age_days,0
UCj1Q64mwSIbGSJXZjhuAnLQ,축덕,0.06698700524155135,subscriber_count,channel_age_days,genre_스포츠+운동,0
UC8l1jMC8fiMe0xzd1vBu0UQ,MINICHU:M미니츄움,0.7559144322284534,max_gap_days,std_upload_interval_days,subscriber_count,1
UCPPuXI31ybWYB560T2uAeMg,무자비,0.8315757919948926,max_gap_days,std_upload_interval_days,gap_ratio,0
UCGEnF364gHB5y6me8eA4gsQ,YKtv,0.09641793934290316,max_gap_days,subscriber_count,outlier_ratio,0
UCgmQJAJuiddthVUfJmWxltA,감블러,0.7090899343626142,subscriber_count,cv,total_views,1
UCZ4w4loAFfjysY2ZLZRTYZg,꿀잠자는 옛날이야기~ 알오티비,0.11304304212767194,subscriber_count,avg_view_count,video_count,0
UCCoU5ViXgoK-_2neelNhQaA,꼬예유의 로블록스 저장소,0.03491355661887317,subscriber_count,video_count,avg_like_count,0
UCmO6AO8lvT2PZzND-DyfQOQ,임재범 공식채널 Yimjaebeum Official,0.15233860703367566,max_gap_days,subscriber_count,gap_ratio,0
UCy--DSUG5drM6PVL3bpESfg,이응oioio,0.1940600677229511,subscriber_count,max_gap_days,avg_view_count,0
UCkz8IX_qu1v6B17CopSe2jA,THEICONTV,0.4578924302787894,subscriber_count,max_gap_days,avg_like_count,1
UCQrkz3svb0n51AOO7OJMY7w,해피아가리 - Happy I got it,0.6660790485188338,genre_TV+방송,subscriber_count,video_count,1
UCJH_cUEHrpTSPU3Xr94yddw,싱송은송,0.20858466189066638,max_gap_days,std_upload_interval_days,subscriber_count,0
UCd8pxBWGe8TffwJQxUzPqZQ,런앤런,0.8563171407662878,avg_normal_view,subscriber_count,channel_age_days,1
UCVU7xNN0kCNnt0ed6_v8XkA,마스터셰프 신동민,0.028028749072382276,subscriber_count,channel_age_days,avg_upload_interval_days,0
UCq3Tc3K8g-8IsA5Fgf7wOBA,지지플래닛,0.07442911522682383,subscriber_count,max_gap_days,avg_upload_interval_days,0
UC8Npr6UfHqOmnCe9oGdXKyA,아씨,0.17665897535853559,max_gap_days,subscriber_count,gap_ratio,0
UCNth1SaCfdjPg9WFQYtqAfw,버더동,0.062464360561525344,subscriber_count,avg_view_count,channel_age_days,0
UCi1WNApIQX_Bhgi7CHmmlTw,띵톡,0.6616400387577114,max_gap_days,gap_ratio,avg_upload_interval_days,1
UCFRDmLQJItqvkfFFfuTGGVg,연두의 일상채널,0.8209246111290276,cv,subscriber_count,avg_upload_interval_days,1
UCi78yBUmsh0P88rTZ4nhMRg,약속해TV,0.9585257699155646,genre_TV+방송,avg_comment_count,subscriber_count,1
UCFC3gwNjb6sZ1b3E-B5Dm5w,"가노가노, 간호사 일상 Nursegano",0.05633973210514134,subscriber_count,avg_like_count,avg_view_count,0
UC_Fq5KRxozrnqRS7-yOAzdg,장스타부부,0.8988654602808498,max_gap_days,std_upload_interval_days,gap_ratio,1
UCqVWQnBenjKMcbeD4fzdYhA,유링딩 yuringding,0.07537904018210102,subscriber_count,max_gap_days,genre_어린이+키즈,0
UCeXaojJKJ9DVFkVM6O6drBQ,최민호 MINHO,0.026104532608225588,subscriber_count,total_views,video_count,0
UCcgkgKhXT6QwdGj9Nr8PBcg,게임대장봉준,0.01644742499888731,subscriber_count,avg_like_count,std_upload_interval_days,0
UC3Md9z1EkkGs8htNkRG3Vew,CAMAN카맨,0.8233327778273817,max_gap_days,std_upload_interval_days,gap_ratio,0
