channel_id,title,published_at,country,uploads_playlist,subscriber_count,view_count,video_count
UCRH7j5GsT7MWuEFwjORNlFg,SINCOOK - 신쿡,2015-01-13T02:59:17Z,KR,UURH7j5GsT7MWuEFwjORNlFg,513000,110977339,667
UCelPbnoAuzgRDFJAsJ4Du7A,연고티비,2016-05-09T17:11:36Z,KR,UUelPbnoAuzgRDFJAsJ4Du7A,515000,456526472,1870
UCtupKg-bVtyq2oWNQnLLCeA,홍고고 HONGGOGO,2018-09-22T07:27:41Z,KR,UUtupKg-bVtyq2oWNQnLLCeA,540000,72128369,209
UC4DnB5Ez8LjKBXZDiYRIZGQ,산범 SANBUM,2019-05-13T15:42:23Z,,UU4DnB5Ez8LjKBXZDiYRIZGQ,515000,469530759,977
UCQV6pkNkEGBpQXzCh4G19WQ,Hyang Ah Chi 향아치,2019-02-14T12:59:01Z,KR,UUQV6pkNkEGBpQXzCh4G19WQ,552000,169844525,466
UCZmPiZdqohchy4y1NWKdYZg,KELLY CHOI,2019-12-27T20:25:57.934978Z,KR,UUZmPiZdqohchy4y1NWKdYZg,510000,84764339,852
UCGd1rNecfS_MND8PQsKOJhQ,국민의힘TV,2012-02-13T07:51:45Z,KR,UUGd1rNecfS_MND8PQsKOJhQ,517000,160689358,12288
UCNiYwmk3an2AtIo5XAVdRww,TheGsd,2011-12-17T09:32:13Z,KR,UUNiYwmk3an2AtIo5XAVdRww,523000,634832525,9596
UC59mGOZegy4uGQmG83hwiKg,Official 홍창우,2019-12-07T01:33:30.921171Z,KR,UU59mGOZegy4uGQmG83hwiKg,518000,193122169,729
UChL_w4h_8RpHj2UYwRHZruQ,헤이킨heykin'couple,2019-09-02T14:07:59Z,KR,UUhL_w4h_8RpHj2UYwRHZruQ,529000,470265637,614
UC99uGx2Kf_RpadIthWTCMuA,아는 변호사 ,2018-11-03T11:07:26Z,KR,UU99uGx2Kf_RpadIthWTCMuA,521000,155868726,1868
UCyHvSKT_bLDYpkv1JjjsLAg,풍월량,2010-07-21T05:22:04Z,KR,UUyHvSKT_bLDYpkv1JjjsLAg,525000,769434594,13948
UCdzXSux7OnRD1Cml-DQ416Q,INFINITE,2010-03-02T02:52:17Z,KR,UUdzXSux7OnRD1Cml-DQ416Q,522000,18194589,205
UCZVCU5DSrTmMK4UfKfiE-dA,잡재홍,2023-10-21T11:02:54.269888Z,KR,UUZVCU5DSrTmMK4UfKfiE-dA,513000,189393956,92
UC69l_rtlCQ7M4Mz2RCS80BA,미야옹철의 냥냥펀치,2018-11-23T07:06:57Z,KR,UU69l_rtlCQ7M4Mz2RCS80BA,524000,304825668,1296
UC8vm0EzlH9mRHwnTLILpQjQ,N.Flying (엔플라잉),2014-01-10T10:34:39Z,,UU8vm0EzlH9mRHwnTLILpQjQ,526000,588874394,830
UCvjhQp2fb0vjr_yKFW6SBkg,텃밭주인,2019-05-04T17:23:31Z,,UUvjhQp2fb0vjr_yKFW6SBkg,533000,235041145,3859
UCVZI7eLie2UlZph6aiBRNrw,이석현,2013-10-02T13:56:18Z,KR,UUVZI7eLie2UlZph6aiBRNrw,525000,500182619,4975
UC9Ozb41qlL1CTnlsaxmKaGw,안소희,2020-07-02T05:53:28.979742Z,KR,UU9Ozb41qlL1CTnlsaxmKaGw,524000,76691377,329
UChFaTFPk7FVsI3Xi30tLS8Q,홍설 HONG SNOW,2019-03-27T04:57:12Z,KR,UUhFaTFPk7FVsI3Xi30tLS8Q,525000,233472551,412
UCkh6TlSape86-iHiehXvsmA,yoovlog,2014-10-17T18:13:13Z,KR,UUkh6TlSape86-iHiehXvsmA,519000,457272948,1401
