channel_id,title,published_at,country,uploads_playlist,subscriber_count,view_count,video_count
UC8CIM3d3zDYMk-3T5aAz0yw,혜안,2017-03-23T21:58:04Z,KR,UU8CIM3d3zDYMk-3T5aAz0yw,3000000,2399619463,1966
UCiwQRG2sCcfjKkgxMEdJGPg,엠뚜루마뚜루 : MBC 공식 종합 채널,2020-09-21T05:14:01.912391Z,KR,UUiwQRG2sCcfjKkgxMEdJGPg,2930000,6837164615,14468
UCl_tB4AqPkkxuYcJQHz6dMw,EBSCulture (EBS 교양),2012-11-19T05:22:40Z,,UUl_tB4AqPkkxuYcJQHz6dMw,2980000,2655189054,60961
UCAtFkapSeoEGPxm5bC3tvaw,ASMR PPOMO,2013-10-22T06:02:57Z,KR,UUAtFkapSeoEGPxm5bC3tvaw,2640000,880674934,652
UChlv4GSd7OQl3js-jkLOnFA,삼프로TV 3PROTV,2019-01-17T02:35:26Z,KR,UUhlv4GSd7OQl3js-jkLOnFA,2940000,1712434075,21259
UCZMYvSPulDSUdx7bdtTFdrg,CORTIS,2025-06-23T03:27:34.356241Z,KR,UUZMYvSPulDSUdx7bdtTFdrg,4240000,1021804909,743
UCZTavrg2A43lQMWxiK3yu7g,한세 HANSE,2015-05-16T21:56:50Z,KR,UUZTavrg2A43lQMWxiK3yu7g,2550000,487831646,808
UC0uTcuuOtUFwtn9aKUVGjXg,HyunA,2019-09-03T06:54:36Z,KR,UU0uTcuuOtUFwtn9aKUVGjXg,2950000,675790997,106
UCtluW96Vp3Z7tzvU1orf3Vw,보라미TV BoramiTV,2016-07-06T08:03:33Z,KR,UUtluW96Vp3Z7tzvU1orf3Vw,2730000,662713082,330
UC8kRUGUkq_sTGuKNR1l6Rrw,FRAN,2013-01-01T14:29:51Z,KR,UU8kRUGUkq_sTGuKNR1l6Rrw,2980000,1140040227,1802
UCf9sl-IcwNXDqWwWwp4vEwg,나도Nado,2012-10-29T07:48:53Z,,UUf9sl-IcwNXDqWwWwp4vEwg,2830000,1099091343,1484
UCoRXPcv8XK5fAplLbk9PTww,THE K-POP,2018-05-11T04:17:24Z,KR,UUoRXPcv8XK5fAplLbk9PTww,2900000,1300447372,21341
UCvil4OAt-zShzkKHsg9EQAw,김작가 TV,2018-10-26T14:41:19Z,KR,UUvil4OAt-zShzkKHsg9EQAw,2690000,1294261122,6448
UCYJrfuYXNqb5XSRd22XRwGw,양수빈,2015-03-26T16:34:05Z,KR,UUYJrfuYXNqb5XSRd22XRwGw,2840000,558540386,449
UCMYhq9OyGI5UEz_NTAoHY7A,[팟빵] 최욱의 매불쇼,2018-11-26T03:10:39Z,KR,UUMYhq9OyGI5UEz_NTAoHY7A,2900000,2399501885,3644
UCpcft4FJXgUjnxWoQYsl7Ug,고몽,2012-06-21T02:03:06Z,KR,UUpcft4FJXgUjnxWoQYsl7Ug,2550000,1918746967,1641
UCTibPQDoQUvx_OLrTaN492w,오콘키즈,2012-08-16T09:49:22Z,KR,UUTibPQDoQUvx_OLrTaN492w,2730000,3785402566,1627
UCch9Dmg5Juwp8MZGvAmAp4Q,VIVINOS,2015-01-29T02:39:53Z,,UUch9Dmg5Juwp8MZGvAmAp4Q,2910000,434294155,53
UCET00YnetHT7tOpu12v8jxg,CBS Sports Golazo,2020-06-26T17:51:20.684238Z,US,UUET00YnetHT7tOpu12v8jxg,2930000,3805085406,14060
UCyvqwwpQYUHfQhm6g4UHRsQ,새송 Saesong,2016-04-05T10:16:14Z,KR,UUyvqwwpQYUHfQhm6g4UHRsQ,2740000,339900822,260
UCIG4gr_wIy5CIlcFciUbIQw,진용진,2014-05-30T06:30:52Z,KR,UUIG4gr_wIy5CIlcFciUbIQw,2800000,1259722554,633
UCg_xrQ9KMN7wL4moBwuxZWw,꿀주부 Honeyjubu,2019-12-23T07:27:53.650251Z,KR,UUg_xrQ9KMN7wL4moBwuxZWw,2790000,337539487,273
UC2xkO7XCiStWfR3fKbzkbqw,1분미만,2020-09-09T03:40:47.193699Z,KR,UU2xkO7XCiStWfR3fKbzkbqw,2610000,1454317863,848
UC9kmlDcqksaOnCkC_qzGacA,RISABAE,2015-07-14T02:12:09Z,KR,UU9kmlDcqksaOnCkC_qzGacA,2680000,429249117,677
UCYYwDIDWrmsbMXkqO4lnFFg,치타부 - 인기 동요ᆞ신나는 놀이,2020-11-26T06:34:36.36938Z,KR,UUYYwDIDWrmsbMXkqO4lnFFg,2800000,4070946215,2144
UCKBt6VowYGmBpXFf3rVhaQA,브레드이발소,2015-09-16T11:19:56Z,KR,UUKBt6VowYGmBpXFf3rVhaQA,2690000,1824102853,2265
UCnx4Fi4cmkLGDiFfZ311wWw,스브스 예능맛집,2006-05-30T14:51:50Z,KR,UUnx4Fi4cmkLGDiFfZ311wWw,2760000,3178360760,7233
UC1g9JaEVLOFGhH8hpaK--Jg,김대석 셰프TV,2013-09-13T13:48:12Z,KR,UU1g9JaEVLOFGhH8hpaK--Jg,2760000,942678165,1863
UCj-durTg1W7uWsB8oq0u7kA,엔조이커플enjoycouple,2017-02-04T16:44:02Z,KR,UUj-durTg1W7uWsB8oq0u7kA,2630000,1898387973,1567
UCdUcjkyZtf-1WJyPPiETF1g,ITSub잇섭,2016-08-07T10:23:41Z,KR,UUdUcjkyZtf-1WJyPPiETF1g,2820000,1423659148,1530
UCG9aFJTZ-lMCHAiO1KJsirg,MBN News,2006-03-05T05:34:55Z,KR,UUG9aFJTZ-lMCHAiO1KJsirg,2560000,3707448874,265154
UCbFzvzDu17eDZ3RIeaLRswQ,감스트GAMST,2013-08-08T17:01:47Z,KR,UUbFzvzDu17eDZ3RIeaLRswQ,2960000,2694286891,5251
UCZvCP6sWj75MwpUP4LVtpNw,MONSTA X,2017-11-14T09:07:19Z,US,UUZvCP6sWj75MwpUP4LVtpNw,2610000,868828662,1763
UCZfupFXtc1U6hofsotI36zQ,보길 bogil,2016-07-28T12:16:07Z,KR,UUZfupFXtc1U6hofsotI36zQ,2550000,1141423371,1177
UCy2WX3w5UyYFHBDHyWFKNUQ,이 남자의 cook,2018-11-03T12:13:35Z,KR,UUy2WX3w5UyYFHBDHyWFKNUQ,2550000,703112848,1065
UCJnL-TBcsYrF2SLs7tmiC8Q,tripleS official,2022-02-16T08:35:10.003571Z,KR,UUJnL-TBcsYrF2SLs7tmiC8Q,2930000,789088040,3622
UCh6O-aBKR-99dg4rPy69CXg,디바제시카DeevaJessica,2014-02-11T04:09:13Z,KR,UUh6O-aBKR-99dg4rPy69CXg,2640000,1549408480,4518
UCaJdckl6MBdDPDf75Ec_bJA,신사임당,2018-05-02T19:08:53Z,KR,UUaJdckl6MBdDPDf75Ec_bJA,2760000,973639690,10164
UCuI7J9khfdYqzDN8nDriDxg,주니토니 동요동화 - 키즈캐슬,2012-12-17T09:30:45Z,KR,UUuI7J9khfdYqzDN8nDriDxg,2880000,3046725056,1995
UCq7h8qFlHN5FL_T6waKZllw,삼성증권,2007-03-26T17:54:27Z,,UUq7h8qFlHN5FL_T6waKZllw,3000000,427281916,6360
UCPENYtHg4Xhmm6oX8zaQA7Q,GIRLS' GENERATION,2007-09-29T14:13:52Z,KR,UUPENYtHg4Xhmm6oX8zaQA7Q,3000000,906337232,150
UCGX5sP4ehBkihHwt5bs5wvg,피식대학Psick Univ,2019-04-01T05:31:41Z,KR,UUGX5sP4ehBkihHwt5bs5wvg,2840000,3265334399,2888
UCiEEF51uRAeZeCo8CJFhGWw,Netflix Korea 넷플릭스 코리아,2015-12-05T22:13:13Z,KR,UUiEEF51uRAeZeCo8CJFhGWw,3120000,2038845814,6296
UCYyLIlOJyqkAFKlVjzX5img,MBN Entertainment,2017-12-20T07:08:19Z,KR,UUYyLIlOJyqkAFKlVjzX5img,2930000,3374861788,109095
UCOHM2N1YQdb-cHWxJxwBMLQ,아는형님 Knowingbros,2014-01-14T07:23:12Z,KR,UUOHM2N1YQdb-cHWxJxwBMLQ,2550000,2426189509,6982
UC4LW3sOslC14Vn5bcoNUBkg,KBS 다큐,2011-12-28T02:27:16Z,KR,UU4LW3sOslC14Vn5bcoNUBkg,2740000,2120385508,47162
UCyPwRgc3gQGqhk6RoGS50Ug,SHINee,2006-01-22T01:35:20Z,KR,UUyPwRgc3gQGqhk6RoGS50Ug,2610000,796423589,947
UCq9MDndXc1y3he3uPZLPskQ,엄마가 된 나름이 (나름TV),2017-05-27T12:29:16Z,KR,UUq9MDndXc1y3he3uPZLPskQ,2620000,990017365,1047
UC3m0s5XAQydCtbLHc8j1Uog,KBS 한국방송,2011-08-24T08:46:57Z,KR,UU3m0s5XAQydCtbLHc8j1Uog,2650000,3431645218,46238
UCSOeJWyByeoBHpmrm0NnlLw,겜브링 GGAM BRING,2015-06-07T15:14:58Z,KR,UUSOeJWyByeoBHpmrm0NnlLw,3000000,3036268322,3701
