channel_id,title,published_at,country,uploads_playlist,subscriber_count,view_count,video_count
UC-EGSdvtv-2DU0379QyjamQ,갈때까지간 남자-,2019-11-19T21:11:59.600333Z,KR,UU-EGSdvtv-2DU0379QyjamQ,331000,166775632,260
UCgTIt7bBru_lnfomQfSnOtA,달파 DALPA,2015-07-24T08:35:23Z,KR,UUgTIt7bBru_lnfomQfSnOtA,326000,290040398,2204
UCFpfKdO4MMSc9ZoMjk2Tikg,ENA K-POP,2014-05-14T08:35:26Z,KR,UUFpfKdO4MMSc9ZoMjk2Tikg,324000,70388407,1463
UCfz7i-9tUQG14-HNIhW2jzA,최혜성,2018-07-24T04:05:35Z,KR,UUfz7i-9tUQG14-HNIhW2jzA,327000,126447288,477
UCDWuauI9su9-SpSiuw1Yq8g,NaNaSoNa Yoon,2013-02-01T18:53:55Z,KR,UUDWuauI9su9-SpSiuw1Yq8g,327000,172797086,574
UCILgj-Cl3aneZBoK3l_gasw,티타남,2018-12-11T01:21:45Z,KR,UUILgj-Cl3aneZBoK3l_gasw,325000,478066937,999
UCB9Ylf1d_3_QHGuiTvkmX6A,거북도사,2012-06-11T01:54:36Z,,UUB9Ylf1d_3_QHGuiTvkmX6A,333000,178316518,2283
UCx1OIJyENR699uuRFTzW8Kw,카팁,2023-01-22T05:17:04.632161Z,KR,UUx1OIJyENR699uuRFTzW8Kw,349000,74971965,135
UC9o3Dwup0LKOs40xrJnvd6A,단비스 sToy,2010-10-05T05:00:03Z,KR,UU9o3Dwup0LKOs40xrJnvd6A,322000,462555432,7203
UCU8H8oODmFTD2YqFvCCdQ6w,리드무비,2016-10-12T09:03:37Z,KR,UUU8H8oODmFTD2YqFvCCdQ6w,328000,110054939,147
UCfFxcJWFHcisvS946HhSaJw,거누파파네 Dog family,2013-04-06T18:14:20Z,,UUfFxcJWFHcisvS946HhSaJw,333000,316855402,808
UCrMrVPuEJHKY6H_iapB1B6A,카피추,2019-11-11T08:45:47.960136Z,KR,UUrMrVPuEJHKY6H_iapB1B6A,339000,154514455,146
UCIn_jigDrDskw7dQLqOk3DQ,sohh5,2008-11-27T01:41:34Z,KR,UUIn_jigDrDskw7dQLqOk3DQ,328000,220385617,9237
UC0JzvO3F90Bur0_B2VfvUIQ,이자반,2023-06-18T14:55:40.727193Z,,UU0JzvO3F90Bur0_B2VfvUIQ,366000,74049956,228
UC1l27Mw8GuCbmK0Z5SzIyRw,맛수령,2012-06-30T07:16:53Z,KR,UU1l27Mw8GuCbmK0Z5SzIyRw,329000,148582553,905
