channel_id,title,published_at,country,uploads_playlist,subscriber_count,view_count,video_count
UC76q5di__eRuM1_kMArvKKQ,seotaiji,2005-12-04T18:31:53Z,KR,UU76q5di__eRuM1_kMArvKKQ,154000,106480788,311
UCeoAtQO7Tj_KEG8GRoNe4BA,김진우,2015-09-19T14:48:47Z,KR,UUeoAtQO7Tj_KEG8GRoNe4BA,145000,46572331,244
UC2fNt6XqBzBhvty-vmITXXA,목포MBC뉴스,2015-01-05T09:26:32Z,KR,UU2fNt6XqBzBhvty-vmITXXA,151000,132348981,50335
UCRnEWJKVc5FpC-9Z3CBt2ZQ,키키티비 Kikihappy,2018-10-12T21:29:39Z,KR,UURnEWJKVc5FpC-9Z3CBt2ZQ,144000,201010147,742
UCEii9gXvnQGFY81s8c0JnvQ,FOODBOX 푸드박스 ,2020-02-11T08:52:56.625479Z,KR,UUEii9gXvnQGFY81s8c0JnvQ,150000,67011277,1114
UCj3PLJGJf-3e_G4k53T_SvQ,윤창중칼럼세상 TV,2017-01-06T05:15:47Z,KR,UUj3PLJGJf-3e_G4k53T_SvQ,149000,57627580,3518
UCU9_ebZ3cHzknWeL9TwOr6A,램찌툰,2019-04-17T16:23:14Z,KR,UUU9_ebZ3cHzknWeL9TwOr6A,145000,113777177,277
UC8vlKcN5OpklBkb-Q2xGGjA,장파,2012-10-01T06:36:48Z,KR,UU8vlKcN5OpklBkb-Q2xGGjA,147000,50595462,4517
UCQADnOfZo748epEm-PVgtLg,웅짱TVうんちゃんTV,2015-05-29T20:42:26Z,JP,UUQADnOfZo748epEm-PVgtLg,146000,118238971,1109
UCzhiEBaGQLmL4zC7xgG0eQw,연국의 내일 Plan B Yeonguk,2021-04-27T19:43:50.887196Z,KR,UUzhiEBaGQLmL4zC7xgG0eQw,180000,31473508,270
UC78jugj9iBSiiaJiOYnyHQQ,수박머리 셔니,2024-02-23T18:34:23.478306Z,KR,UU78jugj9iBSiiaJiOYnyHQQ,154000,24537399,70
UC8crDshuTrsK1gTD4O28QeQ,벼바다,2016-05-13T01:33:37Z,KR,UU8crDshuTrsK1gTD4O28QeQ,145000,93386201,655
