channel_id,title,published_at,country,uploads_playlist,subscriber_count,view_count,video_count
UCPDOhghjUdCRv9a2Jkjwz_w,Harbor School,2018-07-05T09:40:49Z,KR,UUPDOhghjUdCRv9a2Jkjwz_w,368,753,4
UC8sTKaezOAIYR_yHCKRCp4w,허니머니 재테크,2016-10-24T08:18:10Z,KR,UU8sTKaezOAIYR_yHCKRCp4w,280,47611,17
UCYKkiLSC7roybcyd5eVPl9g,민주평화당,2018-03-15T08:36:55Z,KR,UUYKkiLSC7roybcyd5eVPl9g,222,47306,506
UCPfzmhYVDzE4D7AC6MyMpwg,트리플제이Triple JAY,2012-01-27T18:56:10Z,KR,UUPfzmhYVDzE4D7AC6MyMpwg,288,38525,22
UC7wlbt5AAaFui6MFHfhaMVQ,(구) 마왕TV,2018-04-13T06:48:04Z,KR,UU7wlbt5AAaFui6MFHfhaMVQ,296,43965,79
UC09ZxQZTxNGvUSR2DucOlWg,레케아 RAKEA,2016-12-13T01:37:02Z,KR,UU09ZxQZTxNGvUSR2DucOlWg,206,33137,8
UCzRe_9Nw2-6Y417ouv9sP6w,러셀후니의 XR 워크랩,2015-04-02T09:11:25Z,,UUzRe_9Nw2-6Y417ouv9sP6w,218,51661,135
UCKgeysSmGKSNIpM0PDFJxsg,drawing maza그림 마자,2013-11-05T05:30:40Z,KR,UUKgeysSmGKSNIpM0PDFJxsg,423,38756,74
UCxzCv53T4YcsoTrKFKCyfRA,PETER PARK,2017-07-19T16:26:14Z,KR,UUxzCv53T4YcsoTrKFKCyfRA,203,74557,17
UCRfloik364rnglFoJ5p_0mw,페임보이,2014-03-31T07:44:08Z,KR,UURfloik364rnglFoJ5p_0mw,268,15171,26
UCn-NsYO-BDLtT1geVMLIe_Q,LUNA STUDIO,2013-05-15T09:24:39Z,KR,UUn-NsYO-BDLtT1geVMLIe_Q,324,50621,103
UCBr01MgWLoZyQGvLk7wzOBw,음주코딩,2018-07-21T15:15:24Z,,UUBr01MgWLoZyQGvLk7wzOBw,238,7296,6
UCI06kfSzzO4_A4ezFTT-yCQ,H헌0!NEY,2012-11-18T04:19:00Z,,UUI06kfSzzO4_A4ezFTT-yCQ,244,233349,31
UCd-ICIs7f-1fbFLx-A1Itqw,Flower Sue꽃희슈,2015-09-15T02:17:24Z,KR,UUd-ICIs7f-1fbFLx-A1Itqw,304,82001,48
UCys38V882weGYfr9NtS8dOw,구원 varietygaming,2016-10-27T13:18:27Z,KR,UUys38V882weGYfr9NtS8dOw,375,41012,14
UCW9erFNz4SMY9RmOLN0JzVw,채은설,2013-07-21T04:42:17Z,,UUW9erFNz4SMY9RmOLN0JzVw,317,285745,90
UCUQ0H-vCOe5T_76cm9OHX1g,히버 : 히스토리 브이로그 유튜버,2019-04-03T13:12:06Z,,UUUQ0H-vCOe5T_76cm9OHX1g,235,84114,34
UCA3LbA4M4KVIlHfudXbcdRQ,개인끼학원,2016-06-20T04:25:04Z,KR,UUA3LbA4M4KVIlHfudXbcdRQ,210,74908,10
UCrvmEUc4MDYH2_dBG6rtJsw,펀골프,2016-11-09T13:41:39Z,KR,UUrvmEUc4MDYH2_dBG6rtJsw,230,157284,9
UCITo45_eQSLRvFQhFZsbvjw,만두와앨범,2013-01-25T16:51:08Z,KR,UUITo45_eQSLRvFQhFZsbvjw,339,361460,948
UChF7EgNv4w-Z7mJufxGer4A,GTA Dance Group,2013-08-27T01:19:58Z,,UUhF7EgNv4w-Z7mJufxGer4A,330,91735,30
UCwAQlslOvR_fCKJ8qYdee6w,윤한홍희망TV,2018-01-11T07:15:30Z,,UUwAQlslOvR_fCKJ8qYdee6w,255,19869,50
UCwgxqbMUhOSTuOg9B_9vncQ,LAZION tv,2008-12-14T04:58:02Z,KR,UUwgxqbMUhOSTuOg9B_9vncQ,305,641783,179
UCkRvFx3BOWaahvWdMmi4kuw,Casual Life Journal,2015-05-03T13:52:46Z,HK,UUkRvFx3BOWaahvWdMmi4kuw,411,229736,173
UCtxnwaioq88obltt3qUQH0w,정진화,2008-01-18T07:21:04Z,KR,UUtxnwaioq88obltt3qUQH0w,262,53804,82
UCVaO7y2L0m7jMTBf_Sd9c6g,슈베 Super Baby,2017-08-31T15:09:45Z,KR,UUVaO7y2L0m7jMTBf_Sd9c6g,335,24384,33
UCafSTLxkvpcfVTswwX8Mm4w,슬팜의 농사다큐,2018-03-29T11:18:03Z,KR,UUafSTLxkvpcfVTswwX8Mm4w,341,436,1
UC6CvhfR89_HI1Ozyn4qaJ2Q,메리MERRY,2015-03-21T10:10:05Z,,UU6CvhfR89_HI1Ozyn4qaJ2Q,346,203645,38
UCc_WTmZjXtOjplNoh3RWr-w,김동철TV,2012-02-07T02:04:18Z,KR,UUc_WTmZjXtOjplNoh3RWr-w,255,51518,83
