channel_id,title,published_at,country,uploads_playlist,subscriber_count,view_count,video_count
UCkEs4oHk2SZpDArYJLACZtg,장취평 ᆞ늘봄,2015-01-08T02:04:08Z,,UUkEs4oHk2SZpDArYJLACZtg,14700,4222479,88
UCL6yxFGjwTRQTDySfZeyx_Q,큐님(Q_nim),2012-11-17T05:41:54Z,KR,UUL6yxFGjwTRQTDySfZeyx_Q,15400,5843831,249
UC2fMeNvzCVpPM93PXTQsBtw,소녀전선 공식 채널,2017-05-26T10:25:25Z,,UU2fMeNvzCVpPM93PXTQsBtw,15000,4665222,63
UCuQL6RvLuJUE3WLV57wTbBA,Beauty Station 뷰티스테이션,2015-02-09T03:41:46Z,KR,UUuQL6RvLuJUE3WLV57wTbBA,15200,5148649,478
UCyr-D1yKZd0TaswZGV7qmEg,토토패밀리 캠핑카세계여행,2017-09-16T11:11:20Z,KR,UUyr-D1yKZd0TaswZGV7qmEg,15100,2143532,139
UC9_ISndm4yONRDp5alI-aeg,비낭여행,2015-11-10T04:34:38Z,KR,UU9_ISndm4yONRDp5alI-aeg,14500,4127620,59
UCZnD_XP1eLPlhitbgoaju4A,정교수지식채널,2018-08-26T05:10:42Z,KR,UUZnD_XP1eLPlhitbgoaju4A,15000,2753212,443
UCwNRM8nZ2TMJVnb1SZ5oDUw,배희의 취향,2012-05-17T04:29:21Z,KR,UUwNRM8nZ2TMJVnb1SZ5oDUw,15000,4397884,349
UCoFGabvwHh53OZhzrYU5sJw,찜꽁빵꽁TV,2020-08-09T14:52:38.921446Z,KR,UUoFGabvwHh53OZhzrYU5sJw,15000,676659,44
UCD3733DZl9q4HQgwSIqTABA,비범,2019-04-10T12:13:46Z,KR,UUD3733DZl9q4HQgwSIqTABA,14500,3754126,214
UCFf1acSlEypaqNv-NgvznMg,길벗스쿨,2015-10-16T05:07:33Z,KR,UUFf1acSlEypaqNv-NgvznMg,15500,4594629,336
UCUsA5KYFYOezo6gZV6ZFPVA,台韓混血【AiNa愛娜】NUNA姊語,2012-05-23T09:13:57Z,,UUUsA5KYFYOezo6gZV6ZFPVA,15200,1636617,402
UC0SXrfenP3ObraG33BsXl9g,drivelab_moon,2014-10-14T15:20:05Z,KR,UU0SXrfenP3ObraG33BsXl9g,15200,10686099,2395
UC3UF2w_pNDJD20QtCfG5L4g,까치,2018-02-07T14:00:42Z,KR,UU3UF2w_pNDJD20QtCfG5L4g,14800,5251914,9
UCvc8zpWjQ8fa7HXpBQSigSA,최재성TV,2017-07-31T11:20:24Z,KR,UUvc8zpWjQ8fa7HXpBQSigSA,15100,747402,207
UCuxdw26-WYLWhlxEbJldItA,우주별ujubyul,2015-04-27T11:49:01Z,KR,UUuxdw26-WYLWhlxEbJldItA,15300,1090085,88
UCYveCmYCyZ1tdgoesWqx8tA,손일권(gukameha),2014-03-21T06:31:53Z,KR,UUYveCmYCyZ1tdgoesWqx8tA,14800,195721,217
