channel_id,title,published_at,country,uploads_playlist,subscriber_count,view_count,video_count
UCyRO4nhU99KwylY0hUmtuTQ,내 이름은 봄 강아지죠,2017-05-05T16:38:42Z,,UUyRO4nhU99KwylY0hUmtuTQ,9700,2752919,51
UC9a4SPvT4XLn98EMUSD40Eg,쪼성환,2012-11-27T14:16:15Z,KR,UU9a4SPvT4XLn98EMUSD40Eg,9110,8948,1
UCfy8VzALlN5rfSbjrwL_sog,솔샤르-개쩜.,2013-06-28T09:30:42Z,,UUfy8VzALlN5rfSbjrwL_sog,9380,21986933,94
UCxTMf73H7yVhuenasT1g3CA,MBN 므브니,2019-07-23T03:07:16Z,KR,UUxTMf73H7yVhuenasT1g3CA,9520,5871498,132
UCNHupER3hQEAgLG-BX4qyGg,주광덕TV,2017-11-09T08:38:30Z,KR,UUNHupER3hQEAgLG-BX4qyGg,33400,1299697,279
UC1u7RAFNYrP7XKoVldxE1TQ,Jules X Ranee,2017-01-09T13:29:27Z,KR,UU1u7RAFNYrP7XKoVldxE1TQ,9450,260962,3
UCoqP3-EpDCVqRQznyoLto1w,종2나라,2013-12-08T06:28:10Z,KR,UUoqP3-EpDCVqRQznyoLto1w,9180,4594814,221
UC0d6tDmo8lefaGIW6qRLy3g,파충류 대기업 ᅵ발토앤제이 (파충류샵),2018-05-14T08:37:56Z,,UU0d6tDmo8lefaGIW6qRLy3g,9200,3080353,495
UCpDtPd_7aZfots5HvN-pWIg,제2의 나라: Cross Worlds,2020-06-12T06:16:32.48638Z,KR,UUpDtPd_7aZfots5HvN-pWIg,9220,16670950,174
UCUILSpt7FWALlG17eVTjm9g,다이쏘만물상,2017-04-09T06:47:35Z,KR,UUUILSpt7FWALlG17eVTjm9g,9520,27,1
UCLpcnwUDpUlzh9XsutB1q5g,배시은tv,2015-09-23T15:04:54Z,KR,UULpcnwUDpUlzh9XsutB1q5g,9370,445707,67
UCytuDOFdu9mDINQCrCkgQhA,슬기로운 성심생활,2018-11-30T13:13:12Z,KR,UUytuDOFdu9mDINQCrCkgQhA,9460,1962288,419
UCExXawdytRHwl80YajZoY7Q,동화TV써니 Storyteller,2013-06-02T01:22:17Z,KR,UUExXawdytRHwl80YajZoY7Q,9470,2277783,334
UCyU5JQ8KVRD9jE4E_xLsHxw,량의 게임 실황,2011-11-05T08:43:21Z,KR,UUyU5JQ8KVRD9jE4E_xLsHxw,10700,3151661,2234
UCQJH63QfkzQrGmAkpomLA4A,대시액 유튜버 킬뽀🌠,2021-04-10T12:46:39.50736Z,KR,UUQJH63QfkzQrGmAkpomLA4A,9260,7927609,194
UCwEdJPEa-0mC3ygpBUEspBg,BangDonalds,2014-03-17T01:02:32Z,,UUwEdJPEa-0mC3ygpBUEspBg,9570,3109482,236
UCtWO4XjhxyzVHN2b5e1NeXA,얼음꽃,2018-04-26T03:46:07Z,KR,UUtWO4XjhxyzVHN2b5e1NeXA,9120,1797781,174
UC8XkPu9NkrMeCaF1DJPqVQg,[히트마시]Hit Fishing,2012-04-19T07:31:51Z,KR,UU8XkPu9NkrMeCaF1DJPqVQg,9430,4291218,206
UCoFmTKNEcIFkmO95pIu2Fwg,노신,2012-12-27T04:08:44Z,KR,UUoFmTKNEcIFkmO95pIu2Fwg,9120,6314063,946
UCnZ901djYDm_dyIqodNBGaQ,다람쥐 장인 | Daramji Artisan ,2011-11-02T08:00:50Z,KR,UUnZ901djYDm_dyIqodNBGaQ,9690,743471,35
UCJfWVpMhpK9VXSFZORcW_qg,AFROLUNA,2025-06-11T21:46:13.51572Z,US,UUJfWVpMhpK9VXSFZORcW_qg,13000,22478309,341
UCC_DSwN1J33reyPGRb-Nqow,쵸비츠 쵸비 Xobitx Xobi Ch.,2020-12-21T09:10:51.531911Z,KR,UUC_DSwN1J33reyPGRb-Nqow,9550,11537,6
UCypplC3P8TuyEuPt8sIYB9A,찌니토이 JJINI Toy,2019-01-22T01:09:18Z,KR,UUypplC3P8TuyEuPt8sIYB9A,9550,862939,57
UCQQKrzyv76iAzA8i7jqtVcQ,가수 이예은 OFFICIAL ,2025-06-24T03:04:22.868193Z,,UUQQKrzyv76iAzA8i7jqtVcQ,11400,88655496,337
UC6alabHLrFrxup0R3Z-BmlQ,CINDER CITY,2025-07-31T06:50:42.802414Z,KR,UU6alabHLrFrxup0R3Z-BmlQ,9400,183418,5
UCAIwmI-_IpFCTNxEkmwLWgw,령트리오RyungTrioTV,2017-12-13T07:04:06Z,KR,UUAIwmI-_IpFCTNxEkmwLWgw,9550,1563357,760
UCaJ_sJGaWIVt_ZDdn3EQmVA,펀팩 funfac,2007-12-18T04:30:23Z,KR,UUaJ_sJGaWIVt_ZDdn3EQmVA,9600,2481649,198
UCwxkIk8X3nE4-FZhppcxK5w,Wh,2016-09-11T06:56:19Z,KR,UUwxkIk8X3nE4-FZhppcxK5w,9290,724466,18
UCMIMImaa5x6soO_gDdtGuQA,Celeb Note - 셀럽노트,2019-02-24T12:04:11Z,KR,UUMIMImaa5x6soO_gDdtGuQA,9520,23362,106
UCIJ4pvFW20ZXvJmaX--IJ0g,시나토이 SINA TOY,2017-01-24T02:21:29Z,KR,UUIJ4pvFW20ZXvJmaX--IJ0g,9920,3615787,442
UCo0EGOC9BOcI7BG0m3PSDbw,Chanwoo Bang,2012-10-17T15:54:24Z,KR,UUo0EGOC9BOcI7BG0m3PSDbw,9750,1319931,66
UCPDJxaOXL7jT3rI9hKV78rw,SEHO,2017-05-12T11:10:00Z,CA,UUPDJxaOXL7jT3rI9hKV78rw,9660,116521,80
UCg25dlFS-M2GSlBUhoQT67w,부키의동화나라,2013-05-08T09:06:48Z,,UUg25dlFS-M2GSlBUhoQT67w,9670,9524252,405
UC7HZKEtot9TJD9eIax1TmgA,대듀TV (Daedue TV),2014-07-05T06:25:22Z,KR,UU7HZKEtot9TJD9eIax1TmgA,9600,2575339,398
UCYSoFLCJcWWbWTbR3fecOww,R & H,2010-10-28T09:15:15Z,KR,UUYSoFLCJcWWbWTbR3fecOww,9410,694685,9
UC0SKvavt8Gtt_c6fUT4A32A,이인영TV,2012-03-13T07:08:48Z,,UU0SKvavt8Gtt_c6fUT4A32A,9270,496094,439
UCu2m395wYxQBm22PoHXsG8w,우주태양튜브,2019-05-10T17:01:53Z,KR,UUu2m395wYxQBm22PoHXsG8w,9310,2167663,55
UCaBF1NcwPnqc8ao6gBnzN7g,너의 모든 순간,2016-01-13T07:44:05Z,,UUaBF1NcwPnqc8ao6gBnzN7g,9690,8400243,85
