channel_id,title,published_at,country,uploads_playlist,subscriber_count,view_count,video_count
UCwZzm2eWWjevcc7GzE6cfhw,CarLife TV,2012-07-31T15:12:33Z,KR,UUwZzm2eWWjevcc7GzE6cfhw,16100,6748326,164
UCilyB_kVlAGWFUx00Ywl1sg,퍼펙트드럼,2013-04-12T01:39:12Z,KR,UUilyB_kVlAGWFUx00Ywl1sg,16100,1873842,792
UC5p_N0dqTEPDO4AfBUU7L6g,팅클예서TV,2018-05-06T05:42:43Z,KR,UU5p_N0dqTEPDO4AfBUU7L6g,15900,4520691,61
UCu0eKDI_vN3VgvSoxXw0dyw,두배,2012-08-08T14:43:59Z,,UUu0eKDI_vN3VgvSoxXw0dyw,15500,6165241,876
UCmKOK3XqJdA_558rpKkD89w,JUYA DOLLS,2018-01-12T22:09:38Z,KR,UUmKOK3XqJdA_558rpKkD89w,15700,2535024,200
UCCFCTXdYfF6fQYRIEdUrrLw,릭뷰 Rickview,2013-04-01T14:22:36Z,KR,UUCFCTXdYfF6fQYRIEdUrrLw,15900,13022398,927
UCoB4b3NHVTI7xijOsghQBgA,시사껀껀,2012-12-01T02:32:21Z,KR,UUoB4b3NHVTI7xijOsghQBgA,16300,1981709,139
UCsCuOKT5ut7j1sFprRXDptA,상구형의 힙합갤러리,2011-12-27T15:51:46Z,,UUsCuOKT5ut7j1sFprRXDptA,16200,23598739,37
UCQgxDfSIyUPXOvGJgMXoxcg,오울리버드 : 동요와 동화 : OwlyBird,2019-11-29T05:34:32.078587Z,KR,UUQgxDfSIyUPXOvGJgMXoxcg,15600,11052539,34
UC-Dt221EKI3IlVRapNydByw,HuhGak (허각),2014-04-22T08:16:37Z,,UU-Dt221EKI3IlVRapNydByw,15900,2467225,52
UC6ZIJUg_nnbmDj7eyvuLUcA,홍익표 TV,2012-04-05T11:41:05Z,KR,UU6ZIJUg_nnbmDj7eyvuLUcA,16200,2306312,396
UCaCubRBhyYPBLJsr7Vk_gtQ,까멜레옹(Caméléon),2020-04-24T03:53:32.208026Z,,UUaCubRBhyYPBLJsr7Vk_gtQ,16200,1181690,95
UCixgJlcsYBv8etF5eMBzsXA,밀라그로엔터테인먼트,2019-11-12T07:02:03.583046Z,KR,UUixgJlcsYBv8etF5eMBzsXA,16000,4983239,38
UC_aGbdBiH9vMpiJ1zHZ_gxg,리본 프로젝트 - Re:born project,2020-12-31T02:10:28.505801Z,KR,UU_aGbdBiH9vMpiJ1zHZ_gxg,16500,34483678,811
UC1XS-T3WPcQisUQGY11-mFQ,취미탐험 곰씨 GOMc,2016-11-12T06:14:49Z,KR,UU1XS-T3WPcQisUQGY11-mFQ,15900,5513048,951
UCTIj7E_b7uqfjK3kK3Re4oQ,Warak,2018-08-21T04:33:24Z,KR,UUTIj7E_b7uqfjK3kK3Re4oQ,17500,17709690,55
UC8hgonrIsYlJOyaR0oHpIbw,수의사범,2015-08-23T20:44:22Z,KR,UU8hgonrIsYlJOyaR0oHpIbw,16500,318438,16
UCJyo63lVuFKLs9tNmM6vlKg,핑크홀 Pinkhole,2014-06-28T14:03:11Z,KR,UUJyo63lVuFKLs9tNmM6vlKg,16200,819074,13
UCOs5gZBjxe41aZiQnVeC-Fw,7clouds Future House,2024-05-13T02:04:16.354676Z,US,UUOs5gZBjxe41aZiQnVeC-Fw,20800,14048277,681
UCIU4FusJa64dWHy3xM88K0g,koso yo [코소요],2015-09-11T16:11:52Z,KR,UUIU4FusJa64dWHy3xM88K0g,15700,16031937,155
UCmWaJNtkCHt3pRjjL3S0s7w,English for Children Songs,2018-01-05T10:46:53Z,KR,UUmWaJNtkCHt3pRjjL3S0s7w,16200,5818859,145
UCZF8nqA9pQBJRSz8lnhuO1w,포스트,2014-07-17T05:52:27Z,KR,UUZF8nqA9pQBJRSz8lnhuO1w,15500,211651049,192
UCSOpsjjruVWtu4wZdnkepmw,park sang kil,2018-07-31T17:01:25Z,KR,UUSOpsjjruVWtu4wZdnkepmw,15600,6443904,57
UCxYfeaBPJ2rG9GD9X9OCLWQ,로드마인TV,2016-02-15T10:14:29Z,KR,UUxYfeaBPJ2rG9GD9X9OCLWQ,16000,5360831,292
UCrFNcTAsT8uv2otdMUf_rwg,양수쌤체육수업,2017-05-01T09:30:06Z,,UUrFNcTAsT8uv2otdMUf_rwg,17200,4881516,1405
UCKyIfDxlcdTBhUzv_RsuR-g,스킨푸드 (SKINFOOD TV),2011-04-21T07:18:40Z,KR,UUKyIfDxlcdTBhUzv_RsuR-g,16300,22193428,292
UCOJTLLgqo0KVbdaKVHxKabA,KB손해보험 다이렉트,2014-07-16T02:25:57Z,KR,UUOJTLLgqo0KVbdaKVHxKabA,16700,36578408,49
UC4KdOy46f0HCJBqTiq7MLPg,정의당 TV,2012-09-23T06:39:24Z,KR,UU4KdOy46f0HCJBqTiq7MLPg,16600,6140741,2739
UCoEWEPaxEjJhTanpyLxVIHQ,안겨 [GYEOTUBE](겨튜브),2016-02-26T01:21:50Z,KR,UUoEWEPaxEjJhTanpyLxVIHQ,16200,6026707,869
UCYwbEDJRNYTwCeY16aSF03g,감정 음악,2024-09-27T12:57:03.625799Z,KR,UUYwbEDJRNYTwCeY16aSF03g,16200,5844043,233
UCYbox8ue9xqhGZRcTzP3FPQ,속삭이는몽자 MV,2019-11-17T16:16:43.1611Z,KR,UUYbox8ue9xqhGZRcTzP3FPQ,15600,1075884,7
UCLxPNvxa9D-3UIdocAJUxfQ,빵굽는개발자 빵형,2011-12-13T08:26:15Z,KR,UULxPNvxa9D-3UIdocAJUxfQ,16500,2073379,821
UCnCwejqxDUfefbctqTy9yXw,성아,2013-06-23T15:29:23Z,KR,UUnCwejqxDUfefbctqTy9yXw,15700,5812367,979
