channel_id,title,published_at,country,uploads_playlist,subscriber_count,view_count,video_count
UCdAQxdlXDl6nYyoEEgzargA,셀아라,2018-09-28T11:48:52Z,KR,UUdAQxdlXDl6nYyoEEgzargA,6870,2206631,141
UC83UPD_4tdLa_uMpH4iuuVA,"Pepper Shalala ❤-Fidget Toy, Pop It 후추샤랄라 ",2021-08-04T12:16:08.549849Z,KR,UU83UPD_4tdLa_uMpH4iuuVA,7190,3634063,45
UCmC4aZKoa7mAWn-f4DWNtag,Cyrionis,2024-08-26T23:21:12.908976Z,US,UUmC4aZKoa7mAWn-f4DWNtag,8470,14220746,251
UCMuKgAz4GmSTmAKg1yooTLw,라이언 게임스토리,2016-03-15T02:40:51Z,KR,UUMuKgAz4GmSTmAKg1yooTLw,7010,1404360,30
UCog3NWIh6P9MsPctuqYdp5A,드랍더비트,2012-09-17T05:13:11Z,KR,UUog3NWIh6P9MsPctuqYdp5A,7460,6751,10
UC6kALMtu3fL7gMINbGyjaaw,날마다소풍,2016-08-24T03:14:02Z,KR,UU6kALMtu3fL7gMINbGyjaaw,6890,1839847,173
UCMMZYWOMKcaoPD-QAKAApdA,GB베이스볼 박승현,2019-01-03T05:38:03Z,KR,UUMMZYWOMKcaoPD-QAKAApdA,7220,5301317,440
UCukXMvEQ0ZGuKNq2JKVvENQ,여행박사,2013-07-26T05:57:46Z,KR,UUukXMvEQ0ZGuKNq2JKVvENQ,7630,2614129,191
UCKyACMt33EvJaWwR_GiIcwg,Kyung Hyun,2019-04-28T10:02:50Z,KR,UUKyACMt33EvJaWwR_GiIcwg,7400,84722,4
UCrHeFG5DrxKyoyGw0NM05ZQ,ClockTown Tikitoc,2012-08-29T09:57:24Z,,UUrHeFG5DrxKyoyGw0NM05ZQ,7030,3637804,12
UC-lf6SVYDe70uzQn4S_ruzQ,달려라하니 플레이툰,2018-01-29T05:30:43Z,KR,UU-lf6SVYDe70uzQn4S_ruzQ,7040,3070583,236
UCUPUl2YXlmsAMOvI7L3vTBQ,잡동솨라기,2016-06-25T10:44:23Z,KR,UUUPUl2YXlmsAMOvI7L3vTBQ,7290,6458462,37
UCVufdXiYncgkatnkdv-bDtw,쌍화퉁,2012-11-19T03:08:27Z,KR,UUVufdXiYncgkatnkdv-bDtw,6930,3141043,179
UCCCNYlEuKpEgqxHp7FThQsg,디셈버TV : 사고 쓰는 즐거운 IT,2018-05-30T23:25:14Z,US,UUCCNYlEuKpEgqxHp7FThQsg,7500,5228890,187
UC-hrPwVoVmwfkyCU7ysDljg,[Toy1004] 토이천사,2019-01-01T00:55:27Z,KR,UU-hrPwVoVmwfkyCU7ysDljg,7120,55985,19
UCaa_Naj45pKHfX3sjjB7-BA,kkang TV,2016-07-29T11:29:43Z,KR,UUaa_Naj45pKHfX3sjjB7-BA,6860,1079919,58
UC65vZS-OBv7fTI76e-QzayQ,버벅쓰BUBUX,2010-08-19T08:19:33Z,KR,UU65vZS-OBv7fTI76e-QzayQ,7460,70888,10
UC0mZxgRoyTFIsycsqqaAqow,Horizon Steel Frontiers,2025-11-05T01:48:29.856498Z,,UU0mZxgRoyTFIsycsqqaAqow,7700,2930995,2
UCEuz-iKaEjZU5Mz4Ed7qhuQ,토이 유니버스 [TOY UNIVERSE],2021-02-02T14:10:41.963424Z,KR,UUEuz-iKaEjZU5Mz4Ed7qhuQ,7130,3796498,121
UCwrb7cy1sD3fCEcMYFZ7Quw,리지의 스토리타임 Lizzy's Storytimeㅣ어린이영어,2017-01-09T13:03:10Z,KR,UUwrb7cy1sD3fCEcMYFZ7Quw,7180,1814898,97
UCVqVyNMZZBh-6VPx1KXiphQ,박민철&겐세이박,2015-07-17T14:25:33Z,KR,UUVqVyNMZZBh-6VPx1KXiphQ,7370,783355,439
UC0c8BofoUYI4DpGILVfXCtw,민슈야,2013-03-23T07:48:11Z,,UU0c8BofoUYI4DpGILVfXCtw,7420,3342274,200
UCMixopGlQf4MnhpdnfCIXgg,텀텀보,2017-03-06T11:43:22Z,KR,UUMixopGlQf4MnhpdnfCIXgg,7290,4082684,96
UCDmngSv6O5UzEgPpUrvcnjw,박광온TV,2014-08-23T01:53:52Z,,UUDmngSv6O5UzEgPpUrvcnjw,7160,846141,866
UCj8r5dhvG4lv9CVjGU489Kw,최Dir,2016-03-06T05:53:58Z,KR,UUj8r5dhvG4lv9CVjGU489Kw,7530,69550,6
UCUwtOJvcFuNI6wpmifuhs6Q,깜씨,2010-12-29T03:02:42Z,KR,UUUwtOJvcFuNI6wpmifuhs6Q,6790,969053,87
UCW9LO-eVlWsW9zhSA2zVvWQ,놀이ON,2020-04-21T07:21:51.729974Z,,UUW9LO-eVlWsW9zhSA2zVvWQ,7110,1617572,629
UCbcuIkmwPYRpFzw3FD0rHVQ,정욱,2012-10-28T22:09:20Z,,UUbcuIkmwPYRpFzw3FD0rHVQ,7510,7002946,69
UCmy2r9C6o_JXtOqiKtXd5aw,몽글이,2018-04-30T13:55:18Z,KR,UUmy2r9C6o_JXtOqiKtXd5aw,6800,3067220,338
UCH0fBunKtwmu3a70m_gszFA,SBS ISSUE PLUS,2020-07-28T07:32:06.640743Z,KR,UUH0fBunKtwmu3a70m_gszFA,7000,5752741,178
UC3i1cVYajF-RCVKi525H_fQ,링크드카,2018-10-23T09:45:25Z,KR,UU3i1cVYajF-RCVKi525H_fQ,6770,3031719,163
UCx2MAosz8voliKsgDXVIBWw,오케이저축은행,2015-03-19T07:15:11Z,KR,UUx2MAosz8voliKsgDXVIBWw,7070,78635933,231
UCltnAEed_kkXswRvMayvzug,라로 RARO,2019-03-19T15:46:48Z,KR,UUltnAEed_kkXswRvMayvzug,8290,637494,189
UCiY3-tNRCerkbaZbVKV59Eg,원희필름 W FILMS,2018-07-14T01:32:47Z,KR,UUiY3-tNRCerkbaZbVKV59Eg,7390,1473782,168
UCY9pEHJ4NSBJfUFCk9tJNcw,유주게임즈,2018-08-27T02:20:45Z,KR,UUY9pEHJ4NSBJfUFCk9tJNcw,7090,84772447,215
UCSY1z82MD8FfHX8n4wzPgIw,박지원TV,2016-11-02T08:48:24Z,KR,UUSY1z82MD8FfHX8n4wzPgIw,7070,1354419,259
UCPk4ts4AX2nQCFi0iU3IJow,Детские игрушки,2018-05-11T05:01:01Z,KR,UUPk4ts4AX2nQCFi0iU3IJow,7010,35804,8
UCjhtfuzQqCMqo6CFpbn5_1w,에블리TV / EVERLY TV,2020-09-28T07:03:08.321216Z,KR,UUjhtfuzQqCMqo6CFpbn5_1w,7150,1249068,58
UCcWHvMF749p_WEWlUn_NyWA,MBC 스페셜,2018-10-25T08:28:39Z,KR,UUcWHvMF749p_WEWlUn_NyWA,7240,2375265,66
UCepqZITxTq_wW5pzbn23-4g,차신성TV,2021-04-01T16:05:55.476169Z,KR,UUepqZITxTq_wW5pzbn23-4g,7730,1777182,1104
UClhcOuj5GDEmUAfg2R6LkGQ,바이포엠스튜디오 BY4M STUDIO,2023-09-15T09:20:32.539374Z,KR,UUlhcOuj5GDEmUAfg2R6LkGQ,9350,80842138,634
UC3jJbiM7w_IbSbSP8UH9UdQ,이든동물의료센터,2015-05-24T15:27:30Z,KR,UU3jJbiM7w_IbSbSP8UH9UdQ,6790,1725158,90
UCKGld4cA1K7MxcYOnXkmigg,크레라이크 & 낚시하는꽃냥,2013-01-13T01:19:36Z,KR,UUKGld4cA1K7MxcYOnXkmigg,6850,1585624,247
