idx,channel_id,channel_title,video_id,video_title,published_at,duration_sec,is_shorts,view_count,like_count,comment_count
6600,UC90e98KEAmW-qHLwGt6FAYg,Rio y Christian,FulXwFzSeNY,Cómo hacer Sashimi | Gastronomía Insólita,2018-06-06T16:13:07Z,545.0,False,27846,2703.0,459.0
6600,UC90e98KEAmW-qHLwGt6FAYg,Rio y Christian,aIH365Sh46A,COREANOS PROBANDO PISCO SOUR POR 1ERA VEZ  | Rio y Christian,2018-06-09T20:00:22Z,551.0,False,31851,2729.0,
6600,UC90e98KEAmW-qHLwGt6FAYg,Rio y Christian,PqrSfUvn6hs,Comida Callejera Increíble - Sopa de Sangre Coagulada en un Mercadillo de Corea,2018-06-14T20:00:02Z,937.0,False,91930,5748.0,856.0
6600,UC90e98KEAmW-qHLwGt6FAYg,Rio y Christian,2PuR3hMk40Y,Comida Callejera Increíble - Arroz en la Copa Gigante! CUPBOP | Corea del Sur,2018-06-22T18:58:03Z,989.0,False,88219,6250.0,962.0
6600,UC90e98KEAmW-qHLwGt6FAYg,Rio y Christian,1MQVk-JDQp0,Probando todas las comidas latinas en un sólo día,2018-06-29T19:00:04Z,1060.0,False,146082,9410.0,1301.0
6600,UC90e98KEAmW-qHLwGt6FAYg,Rio y Christian,3_yH6cbq3dk,"Probando Comida Callejera Más Popular en Corea del Norte - Arroz con Tofu y Naengmyeon,etc",2018-07-05T19:13:00Z,935.0,False,92667,6858.0,939.0
6600,UC90e98KEAmW-qHLwGt6FAYg,Rio y Christian,OYbtz-I60ls,PROBANDO LA COMIDA MÁS APESTOSA DEL MUNDO | Tofu Maloliente Chino,2018-07-13T19:30:25Z,741.0,False,55003,5219.0,632.0
6600,UC90e98KEAmW-qHLwGt6FAYg,Rio y Christian,mgRhql1BGoY,Cómo hacer Ramen más rico al estilo coreano | Cocinando en una isla desierta,2018-07-19T18:09:40Z,605.0,False,50176,5500.0,610.0
6600,UC90e98KEAmW-qHLwGt6FAYg,Rio y Christian,JPxgwr185Fo,¿POR FIN ME VOY A CASAR?,2018-07-30T18:36:10Z,536.0,False,112465,9358.0,1612.0
6600,UC90e98KEAmW-qHLwGt6FAYg,Rio y Christian,apqjWHYlrcI,Así es viajar en tren más lujoso en Corea,2018-08-18T22:20:47Z,282.0,False,15186,1935.0,192.0
6600,UC90e98KEAmW-qHLwGt6FAYg,Rio y Christian,wUmwGVOKmaU,COREANA PROBANDO GUACAMOLE Y TACOS POR 1ERA VEZ,2018-08-22T19:27:01Z,731.0,False,225961,6604.0,801.0
6600,UC90e98KEAmW-qHLwGt6FAYg,Rio y Christian,JbfIQTFjFpM,¿Cuál es el peso ideal para las coreanas? [Entrevista],2018-08-25T17:27:44Z,471.0,False,150087,5483.0,1001.0
6600,UC90e98KEAmW-qHLwGt6FAYg,Rio y Christian,XmChnp1RbMg,¿CUANTO DINERO GANAMOS POR YOUTUBE? | ¿YA SOMOS MILLONARIOS?,2018-08-31T20:20:22Z,469.0,False,47806,8017.0,602.0
6600,UC90e98KEAmW-qHLwGt6FAYg,Rio y Christian,wJSSlHctI4s,¿Japonesas saldrían con Latinos? | Cómo es ser Pareja entre Latino y Japonesa?,2018-09-05T23:00:02Z,266.0,False,74221,3796.0,403.0
6600,UC90e98KEAmW-qHLwGt6FAYg,Rio y Christian,nC7DzkBey9c,POR QUÉ LOS LATINOS Y ESPAÑOLES TIENEN MUCHA POPULARIDAD EN COREA ? l El Español está de Moda ?,2018-09-19T21:41:49Z,431.0,False,248977,21614.0,2342.0
6600,UC90e98KEAmW-qHLwGt6FAYg,Rio y Christian,APaxpec7U-8,Primera Impresión de México | Nos robaron en el metro,2018-10-05T00:13:07Z,712.0,False,105282,8035.0,1015.0
6600,UC90e98KEAmW-qHLwGt6FAYg,Rio y Christian,_ut3EDnqEgk,Coreanos Probando Chicharrón con Salsa Valentina por 1era vez,2018-10-10T17:08:42Z,614.0,False,96880,6474.0,1034.0
6600,UC90e98KEAmW-qHLwGt6FAYg,Rio y Christian,BBZAb6EHet4,6 cosas en Latinoamérica que los coreanos desearían tener en Corea,2018-10-23T21:00:02Z,629.0,False,652544,41211.0,4633.0
6600,UC90e98KEAmW-qHLwGt6FAYg,Rio y Christian,o05xqRw9Dx4,Cómo les suena el español a los coreanos? | La opinión de los asiáticos,2018-10-31T20:43:09Z,524.0,False,621375,19227.0,2196.0
6600,UC90e98KEAmW-qHLwGt6FAYg,Rio y Christian,8gadVx3u1B8,Asiáticos intentan pronunciar las palabras más difíciles en Español,2018-11-08T20:04:48Z,663.0,False,81287,3964.0,901.0
6600,UC90e98KEAmW-qHLwGt6FAYg,Rio y Christian,Lp8JdTrl8_Q,Los Peores Momentos en Latinoamérica | Aviso Importante del Evento Especial,2018-12-04T19:08:57Z,698.0,False,48293,4009.0,641.0
6600,UC90e98KEAmW-qHLwGt6FAYg,Rio y Christian,5fGzWPiilSI,Rio y Christian ESTÁ DE VUELTA! | HOLA!,2021-02-11T16:51:03Z,864.0,False,56789,9475.0,2288.0
6600,UC90e98KEAmW-qHLwGt6FAYg,Rio y Christian,mLuGAHRIvjo,2 Comidas Coreanas tan Extrañas | Pruébalas! Me darás las gracias 100 veces,2021-02-23T19:06:13Z,279.0,False,27860,4746.0,855.0
6600,UC90e98KEAmW-qHLwGt6FAYg,Rio y Christian,pKp1ksRA3kE,Encontré el amor de mi vida en Seúl ! Por fin!,2021-03-18T17:30:07Z,246.0,False,31341,2880.0,328.0
6600,UC90e98KEAmW-qHLwGt6FAYg,Rio y Christian,VCDJK-0LbBQ,Mango y Toronja son Frutas para los Ricos en Corea del Sur ?,2021-03-31T16:24:50Z,578.0,False,204943,8884.0,727.0
6600,UC90e98KEAmW-qHLwGt6FAYg,Rio y Christian,sSgh85gbILg,Mi experiencia de tener noviazgo con UNA LATINA | Coreano Saldría con una Latina?,2021-06-25T23:47:02Z,483.0,False,12389,1413.0,177.0
6600,UC90e98KEAmW-qHLwGt6FAYg,Rio y Christian,qx4SIu1pl14,El peor momento de mi relación [con mi EX] | YA NO QUIERO TENER NOVIA COREANA POR ESTA RAZÓN,2021-06-29T02:36:51Z,741.0,False,21237,2854.0,505.0
6600,UC90e98KEAmW-qHLwGt6FAYg,Rio y Christian,uKBqtXf3mhU,Prueba Esta Comida Coreana Más Saludable | Espinacas Sazonadas a la Coreana,2021-09-25T18:57:48Z,153.0,False,16836,2106.0,279.0
6600,UC90e98KEAmW-qHLwGt6FAYg,Rio y Christian,UsKxMiefX1k,Prueba Esta Comida Coreana Más Rica | Huevos de Codorniz cocidos con Salsa de Soja,2022-12-21T17:29:03Z,120.0,False,8527,861.0,179.0
6600,UC90e98KEAmW-qHLwGt6FAYg,Rio y Christian,fG-Qo2FaBhg,Aplica ESTO durante 1 semana! Podrás eliminar las Manchas y Pecas en tu cara naturalmente,2023-05-29T00:24:21Z,211.0,False,4670,779.0,83.0
6600,UC90e98KEAmW-qHLwGt6FAYg,Rio y Christian,40o4fJTyf-s,El Secreto Mágico de Famosos Coreanos para Adelgazar y Erradicar la Hinchazón,2023-06-01T22:32:18Z,523.0,False,6681,885.0,92.0
