idx,channel_id,channel_title,video_id,video_title,published_at,duration_sec,is_shorts,view_count,like_count,comment_count
700,UC_-z5JzMAnpYIhiGcMWD_aQ,지식박스 ZsikBOX,CR6XgDIKVfE,"명상 ASMR 백색소음 평온, 안정, 숙면,  새소리 장작타는소리 부엉이소리",2021-05-17T12:29:17Z,,False,0,0.0,0.0
700,UC_-z5JzMAnpYIhiGcMWD_aQ,지식박스 ZsikBOX,tKPMqQJoCi8,직장인 축의금 5만원? 10만원? 지금 정리해드립니다!,2023-03-08T02:02:44Z,20.0,True,4578,27.0,3.0
700,UC_-z5JzMAnpYIhiGcMWD_aQ,지식박스 ZsikBOX,E3L-Lfz9ulI,지금 당장 커피를 끊어야 하는 이유!!,2023-03-08T11:17:07Z,26.0,True,3114,36.0,0.0
700,UC_-z5JzMAnpYIhiGcMWD_aQ,지식박스 ZsikBOX,erGN3xBXANM,집값 오를 것인가? 내릴 것인가? 지금 딱 정리해드립니다!,2023-03-09T02:39:41Z,28.0,True,1476,14.0,0.0
700,UC_-z5JzMAnpYIhiGcMWD_aQ,지식박스 ZsikBOX,1oy0N62Brys,한국에서 자영업 하면 안 되는 이유?!,2023-03-09T12:35:03Z,28.0,True,9756,71.0,3.0
700,UC_-z5JzMAnpYIhiGcMWD_aQ,지식박스 ZsikBOX,mQFCePOvUCI,인도여행 꿀팁! 인도여행시 챙겨야 할 5가지 필수품!,2023-03-10T02:52:17Z,21.0,True,10794,61.0,4.0
700,UC_-z5JzMAnpYIhiGcMWD_aQ,지식박스 ZsikBOX,Y62KSRnDzjo,산불 발생 시 대피 요령! 신속한 대피 방법,2023-03-13T01:39:40Z,32.0,True,670,7.0,0.0
700,UC_-z5JzMAnpYIhiGcMWD_aQ,지식박스 ZsikBOX,Z4J1jZUR6jA,눈 건강에 치명적인 영향을 미치는 것은?!!!,2023-03-13T09:15:18Z,32.0,True,1225,13.0,0.0
700,UC_-z5JzMAnpYIhiGcMWD_aQ,지식박스 ZsikBOX,UA2wwH3qaSs,세상에서 가장 못생긴 물고기 블롭피쉬의 진실 blobfish,2023-03-15T14:42:57Z,26.0,True,44213,465.0,22.0
700,UC_-z5JzMAnpYIhiGcMWD_aQ,지식박스 ZsikBOX,RxKomL8KDm8,지금 당장 이불 세탁을 해야 하는 이유!!,2023-03-23T07:08:35Z,29.0,True,4866,42.0,0.0
