channel_id,title,published_at,country,uploads_playlist,subscriber_count,view_count,video_count
UC94zd-tL9dfkyvaTIP24eFw,임카,2011-04-05T09:57:14Z,KR,UU94zd-tL9dfkyvaTIP24eFw,92800,33537075,1247
UCEKL9UTis2YsqhHPlGDIG5w,조용필Official,2013-03-28T05:19:14Z,KR,UUEKL9UTis2YsqhHPlGDIG5w,104000,100984966,90
UCW0gUNVr2NE4ujQnIXoAL7A,뉴스1 연예TV,2020-03-23T06:14:57.418315Z,KR,UUW0gUNVr2NE4ujQnIXoAL7A,95900,136392018,2328
UCimq5qQtbclDlYGdEngt6CQ,Cracker ASMR,2016-11-07T14:32:27Z,KR,UUimq5qQtbclDlYGdEngt6CQ,103000,16440441,73
UCCL77mfaS0LwgJqry7ph_zA,청묘,2018-06-19T08:58:39Z,KR,UUCL77mfaS0LwgJqry7ph_zA,95300,78905019,1378
UCR-6iRJTe-lyAY0Nmnz1wKw,빠꿈,2017-06-08T14:04:54Z,KR,UUR-6iRJTe-lyAY0Nmnz1wKw,96000,173348929,4422
UCI_Jl_pK3wksfUIpTpb7dMg,혜디ASMR 라디오,2016-03-10T16:16:19Z,KR,UUI_Jl_pK3wksfUIpTpb7dMg,94200,28705952,1140
UCj_cl6JoW02GZEXFhRqmlvA,키위 - kilowatt We,2019-02-12T13:39:04Z,KR,UUj_cl6JoW02GZEXFhRqmlvA,93500,34478960,177
UC5ayM2grngaP0uVTZLhUaow,LANEIGE Korea,2012-02-10T08:39:20Z,KR,UU5ayM2grngaP0uVTZLhUaow,99100,117413135,944
UCU4P7gOWueLfHqI9BOgrJRg,김갈릭 KimGarlic,2008-02-22T21:38:49Z,KR,UUU4P7gOWueLfHqI9BOgrJRg,94100,20069396,630
UC1WmN-GYlMMLOtKe2Yr9VsA,코딩 TV,2017-09-24T08:41:50Z,KR,UU1WmN-GYlMMLOtKe2Yr9VsA,93600,54746182,743
UCE6thhmKoL7McVWOHgwglmQ,Hi Kpop,2019-08-08T22:20:47Z,US,UUE6thhmKoL7McVWOHgwglmQ,94500,28003299,75
UCR1kvQKBuWA49_CSGcDQjrQ,iM금융그룹 공식유튜브 iM타운,2022-08-10T06:44:42.623262Z,KR,UUR1kvQKBuWA49_CSGcDQjrQ,112000,22055429,453
UCuJUfqThFp5-k-lrHcO1dFg,비챤의 나랑놀아,2022-11-18T21:30:21.644105Z,KR,UUuJUfqThFp5-k-lrHcO1dFg,91700,81502712,2027
UCUP1AcitxfekJHQ7Ut68IEw,VOID 보이드바이박철,2010-09-14T05:40:07Z,KR,UUUP1AcitxfekJHQ7Ut68IEw,93100,16351639,555
UCqbKQe0glGzH-dqa3FaCrmg,준준,2016-08-18T05:58:23Z,KR,UUqbKQe0glGzH-dqa3FaCrmg,94600,5859249,43
UCWycwuzGw-KaTuNLVJlergg,지금하동TV,2020-05-13T01:15:52.180123Z,KR,UUWycwuzGw-KaTuNLVJlergg,93200,17452140,335
UCwTTIPB3rZiMavts8ZPTjvA,키이스트 KEYEAST official,2012-04-05T06:35:25Z,KR,UUwTTIPB3rZiMavts8ZPTjvA,94100,11361170,525
UCNlVcrJyHgMs5JSk2jcK9AA,뽀글이주원,2024-06-18T06:06:27.98553Z,KR,UUNlVcrJyHgMs5JSk2jcK9AA,92200,25587293,153
UCV0x4RSwwxfMXJxjrl2UsOQ,어슬렁어슬렁TV,2018-09-24T09:11:06Z,KR,UUV0x4RSwwxfMXJxjrl2UsOQ,98100,84778947,3383
