channel_id,title,published_at,country,uploads_playlist,subscriber_count,view_count,video_count
UCGsgoJKuE-a-A64LG6NdOIg,BassClef 낮은음자리,2017-11-03T13:32:51Z,,UUGsgoJKuE-a-A64LG6NdOIg,71700,21406209,8
UCBT0Cf1Y-6FQDWRzhOkJ5rw,슈이비닝 장기,2016-12-12T06:42:32Z,KR,UUBT0Cf1Y-6FQDWRzhOkJ5rw,86600,130855984,4731
UCiXAtjMLt6epJNJotNMh29A,콩필라테스,2013-12-20T06:54:54Z,KR,UUiXAtjMLt6epJNJotNMh29A,72700,5364633,94
UCWwzxR5_JdiaKFGveethu-A,조선의 사랑꾼,2022-11-04T01:10:37.494122Z,KR,UUWwzxR5_JdiaKFGveethu-A,73800,56788197,915
UCUWJXrxa0DDgLDbcGbrDBBQ,에이원 개러지 A1 GARAGE,2018-08-21T02:08:19Z,KR,UUUWJXrxa0DDgLDbcGbrDBBQ,73000,14482884,256
UCBxbj8K_fNyfXI4uimyBj7Q,뽀싱TV,2018-01-04T09:38:16Z,KR,UUBxbj8K_fNyfXI4uimyBj7Q,74200,53026621,213
UC-cGwXWdv8XDpF815Sbi7-g,급식대가 School Chef,2024-05-22T01:02:12.394893Z,KR,UU-cGwXWdv8XDpF815Sbi7-g,76200,7823526,154
UC2NnGbZfn2CqQy61urPaFLg,음율 UmYull,2022-03-09T10:17:14.506311Z,KR,UU2NnGbZfn2CqQy61urPaFLg,75500,50658270,133
UCJ9Z6ZX-Zc3xYc9BS3isxxw,헤이민지 heyMinji,2008-05-23T15:56:33Z,KR,UUJ9Z6ZX-Zc3xYc9BS3isxxw,71000,3592896,78
UCTdNRXPVabIxkTYNzWJKPQg,갱복치,2009-07-25T21:07:58Z,KR,UUTdNRXPVabIxkTYNzWJKPQg,73900,23531476,64
UCJDKzc7X5VaxWjnBTHLhFxQ,노래 모음,2016-11-08T04:21:51Z,KR,UUJDKzc7X5VaxWjnBTHLhFxQ,72800,12611485,345
UCO5-r80INIPyegas4_Lsf2w,쿠바댁Cubadek,2018-10-29T13:48:44Z,KR,UUO5-r80INIPyegas4_Lsf2w,77600,25231672,369
UCKymUugOQ8dkT7dZ4KmK_3g,정명길,2013-05-20T12:13:12Z,KR,UUKymUugOQ8dkT7dZ4KmK_3g,72900,640362,40
UCrEYBDgyarUtmUsSgairG2Q,타투쉐어TV,2016-08-09T00:34:59Z,KR,UUrEYBDgyarUtmUsSgairG2Q,73100,55380841,278
UCTWQaHEzjMYp_6DNpD5NwsA,도도도,2017-05-17T21:04:39Z,KR,UUTWQaHEzjMYp_6DNpD5NwsA,72200,32534359,109
UCj3a32XzsSysujN9YsdM4DQ,PD바다,2015-08-28T20:04:38Z,KR,UUj3a32XzsSysujN9YsdM4DQ,74200,106556564,6325
UCfU6o0THoiIokHK219Q3Rcg,틱톡 TikTok Korea,2019-11-28T04:42:43.566445Z,KR,UUfU6o0THoiIokHK219Q3Rcg,71400,115655615,593
UCU8bLZzsMSG-1GXhMgzgtzQ,프렌치호떡 French Hotteok,2019-09-03T03:40:46Z,KR,UUU8bLZzsMSG-1GXhMgzgtzQ,74800,25179749,577
UCjgNJlw4TnYTEHa8eidS4wg,이랭 TV,2016-11-10T22:54:04Z,KR,UUjgNJlw4TnYTEHa8eidS4wg,71500,130597373,407
UC57eEqcVOOcjZ2HL4l-s83g,옛적 그 선한 길,2012-02-15T23:32:01Z,,UU57eEqcVOOcjZ2HL4l-s83g,71600,297575,61
UCgjuopF9R8qxYhMOQY5SiVA,Noah Rinker,2020-07-17T07:24:09.943525Z,,UUgjuopF9R8qxYhMOQY5SiVA,83200,61520311,67
UCbnlFgBuffNAeAuNJn30GHQ,야만인들,2017-01-09T01:53:12Z,KR,UUbnlFgBuffNAeAuNJn30GHQ,72700,25550225,259
UCjv_oOonIe615svanuXx-Pw,중앙선거관리위원회,2012-03-14T05:15:32Z,KR,UUjv_oOonIe615svanuXx-Pw,72700,128428709,4256
UCYl7PvnFM7QSuUXeoFwNFpA,EL7Z UP,2023-08-09T06:18:48.337127Z,,UUYl7PvnFM7QSuUXeoFwNFpA,72000,9408379,62
UCTOOWmXVeUded3mJle-GRJg,가미가미[gamigami],2017-12-16T18:31:09Z,KR,UUTOOWmXVeUded3mJle-GRJg,75700,30719162,1935
UCEOdVOvRh7iT-ngjX5TVIIg,티웨이항공,2015-05-11T02:46:54Z,KR,UUEOdVOvRh7iT-ngjX5TVIIg,76100,96996834,499
UCkJNt3RjPO2ODZylf0-_JYA,가희바이브 KahiVibe,2007-05-21T18:06:15Z,KR,UUkJNt3RjPO2ODZylf0-_JYA,72000,5680326,49
UCdipeO1CXnIZzHvci7c9YIA,Yeonju's DIY Handmade,2014-07-06T10:09:04Z,,UUdipeO1CXnIZzHvci7c9YIA,73700,6690592,142
UCvA09KrJlIoxprShJ3t_1YQ,필승쥬,2022-10-08T10:53:24.986259Z,,UUvA09KrJlIoxprShJ3t_1YQ,71900,15833152,32
UC1P1pSjj0D_4bX2RteQLyuA,렌,2017-04-24T11:49:21Z,KR,UU1P1pSjj0D_4bX2RteQLyuA,86000,174106789,7713
UCY2wHBgv2W30w6lqoLxq99g,소니픽쳐스코리아,2012-03-16T08:08:52Z,KR,UUY2wHBgv2W30w6lqoLxq99g,75200,345782954,1544
UCnjyL32Picn9AbLwLwlczmA,50mang쏘망,2017-04-17T09:20:04Z,,UUnjyL32Picn9AbLwLwlczmA,75300,45357881,343
UCBl430MtU6WyRIaYTwYTYoA,해산물 이야기꾼 백대표,2019-12-13T14:43:02.972665Z,KR,UUBl430MtU6WyRIaYTwYTYoA,75800,47351755,1236
UCvbU93Zy1sNB-ToLYSbwWNQ,개그맨유민상 (유민상),2012-03-28T14:27:48Z,KR,UUvbU93Zy1sNB-ToLYSbwWNQ,71200,10667370,554
UCLXreszsAGY2pEe55sf-3gA,가담 GADAM,2015-01-28T08:39:47Z,,UULXreszsAGY2pEe55sf-3gA,73400,881073,185
UCDK7BC_28N4Cuhwh0EzEmjg,부산사랑-ぷさんさらん-,2015-08-20T02:29:42Z,KR,UUDK7BC_28N4Cuhwh0EzEmjg,72800,22934431,661
UCW7WDwN4wIglKiH7TTRoBbA,feviknight 페비나이트,2016-09-13T04:22:37Z,KR,UUW7WDwN4wIglKiH7TTRoBbA,73100,9948982,1071
UCGVyrK9Yf9AlkY2_gki0qPA,화려한팀,2015-05-28T11:27:37Z,KR,UUGVyrK9Yf9AlkY2_gki0qPA,71800,6511480,123
UCxomY16c2wbI-Q6v-zqr1qA,키드키즈넷,2012-02-28T05:41:39Z,KR,UUxomY16c2wbI-Q6v-zqr1qA,74300,39807069,1130
UCi181r-I3cB4udxgGzkFtmw,행크,2016-09-01T13:14:21Z,KR,UUi181r-I3cB4udxgGzkFtmw,77000,24053997,247
UCODewcLe8tAwmr-x3a5CUTw,추억발라드,2024-12-19T14:08:28.680865Z,KR,UUODewcLe8tAwmr-x3a5CUTw,75900,12588994,75
