channel_id,title,published_at,country,uploads_playlist,subscriber_count,view_count,video_count
UCrOHotVulTAJvsa61sx07MQ,당분간 공효진,2024-04-03T08:20:24.061699Z,KR,UUrOHotVulTAJvsa61sx07MQ,106000,6559112,33
UC7rQKJyFokj_lvu9w64Myng,리틀월드 - 인기동요 어린이노래 - Little World,2022-01-25T22:06:02.166708Z,KR,UU7rQKJyFokj_lvu9w64Myng,105000,54201683,257
UCA4CuIFYyu62D3eTa_tPq5w,섬즈자동차공방 SomesAUTO,2018-04-12T15:03:44Z,KR,UUA4CuIFYyu62D3eTa_tPq5w,106000,51059789,1362
UC4eCeHvwkrk50PJYUA8anYQ,묘야,2014-05-14T08:26:20Z,KR,UU4eCeHvwkrk50PJYUA8anYQ,106000,31627145,177
UC4h1I4jNS4u-4WNT08mKKqw,삼성카드 Samsung Card,2011-01-05T02:28:00Z,KR,UU4h1I4jNS4u-4WNT08mKKqw,106000,379090433,725
UCLry_5iHENRJFOfzH1GQd2Q,짧은대본 조연출 시점,2020-07-20T10:47:30.256211Z,KR,UULry_5iHENRJFOfzH1GQd2Q,104000,48943065,175
UCDh7HZvKkPsZDgMEYWvU9kA,알로해피,2012-09-20T15:36:10Z,,UUDh7HZvKkPsZDgMEYWvU9kA,106000,27917,11
UCLMu34PKskkqvflRz0dBQxQ,6시 내고향,2019-09-30T04:57:40Z,,UULMu34PKskkqvflRz0dBQxQ,112000,23705000,4183
UCI12997XPVFXSXrHeqZwTLw,맛삼인,2012-07-12T17:00:56Z,KR,UUI12997XPVFXSXrHeqZwTLw,107000,70476959,1159
UCWiVLI1WD8NA2mdFNNnXGXA,오펀,2013-09-05T08:14:39Z,,UUWiVLI1WD8NA2mdFNNnXGXA,105000,853971,35
UCKziRqbw2AvmAJ5wcYXRaMw,대성마이맥,2014-11-12T07:40:42Z,KR,UUKziRqbw2AvmAJ5wcYXRaMw,108000,316992621,4772
UCTTZKQHYCa7ChQxVuXUp7QA,뭉친TV,2022-08-09T08:27:16.63409Z,KR,UUTTZKQHYCa7ChQxVuXUp7QA,103000,46998126,252
UCLoVVDLR-YtTEiMx24gPzWg,Sylex,2025-10-02T04:57:50.499538Z,,UULoVVDLR-YtTEiMx24gPzWg,195000,821351,14
